#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-10-16"
#curie_map:
#  BFO: "http://purl.obolibrary.org/obo/BFO_"
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  DOID: "http://purl.obolibrary.org/obo/DOID_"
#  ECTO: "http://purl.obolibrary.org/obo/ECTO_"
#  ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#  FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  HP: "http://purl.obolibrary.org/obo/HP_"
#  IAO: "http://purl.obolibrary.org/obo/IAO_"
#  MESH: "http://purl.obolibrary.org/obo/MESH_"
#  MF: "http://purl.obolibrary.org/obo/MF_"
#  MFOEM: "http://purl.obolibrary.org/obo/MFOEM_"
#  MFOMD: "http://purl.obolibrary.org/obo/MFOMD_"
#  MONDO: "http://purl.obolibrary.org/obo/MONDO_"
#  NANDO: "http://nanbyodata.jp/ontology/nando#"
#  NBO: "http://purl.obolibrary.org/obo/NBO_"
#  NCBITaxon: "http://purl.obolibrary.org/obo/NCBITaxon_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  OBA: "http://purl.obolibrary.org/obo/OBA_"
#  OBI: "http://purl.obolibrary.org/obo/OBI_"
#  OGMS: "http://purl.obolibrary.org/obo/OGMS_"
#  OMIM: "http://purl.obolibrary.org/obo/OMIM_"
#  OMIMPS: "http://purl.obolibrary.org/obo/OMIMPS_"
#  Orphanet: "http://www.orpha.net/ORDO/Orphanet_"
#  PATO: "http://purl.obolibrary.org/obo/PATO_"
#  PO: "http://purl.obolibrary.org/obo/PO_"
#  PR: "http://purl.obolibrary.org/obo/PR_"
#  RO: "http://purl.obolibrary.org/obo/RO_"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  SO: "http://purl.obolibrary.org/obo/SO_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  UMLS: "http://linkedlifedata.com/resource/umls/id/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
#  skos: "http://www.w3.org/2004/02/skos/core#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003733	central nervous system mature teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003820	mature ovarian teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003517	mature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003517	mature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003733	central nervous system mature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:2200105	mature teratoma	owl:equivalentClass	MONDO:0003820	mature ovarian teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	mature teratoma	one_to_many	.
NANDO:1200635	Epidermolysis bullosa acquisita	owl:equivalentClass	MONDO:0018747	acquired epidermolysis bullosa	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	epidermolysis bullosa acquisita	unique	.
NANDO:1200635	Epidermolysis bullosa acquisita	owl:equivalentClass	MONDO:0018747	acquired epidermolysis bullosa	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	epidermolysis bullosa acquisita	unique	.
NANDO:1200068	GM1 gangliosidosis type 2	owl:equivalentClass	MONDO:0009261	GM1 gangliosidosis type 2	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm1 gangliosidosis type 2	unique	.
NANDO:1200068	GM1 gangliosidosis type 2	owl:equivalentClass	MONDO:0009261	GM1 gangliosidosis type 2	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm1 gangliosidosis type 2	unique	.
NANDO:1200950	Megalencephalic leukoencephalopathy with subcortical cysts	owl:equivalentClass	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	megalencephalic leukoencephalopathy with subcortical cyst	unique	.
NANDO:1200950	Megalencephalic leukoencephalopathy with subcortical cysts	owl:equivalentClass	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	megalencephalic leukoencephalopathy with subcortical cysts	unique	.
NANDO:1200634	mucous membrane pemphigoid	owl:equivalentClass	MONDO:0018746	mucous membrane pemphigoid	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	mucous membrane pemphigoid	unique	.
NANDO:1200634	mucous membrane pemphigoid	owl:equivalentClass	MONDO:0018746	mucous membrane pemphigoid	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	mucous membrane pemphigoid	unique	.
NANDO:2200832	Cockayne syndrome	owl:equivalentClass	MONDO:0016006	Cockayne syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	cockayne syndrom	many_to_one	.
NANDO:2200832	Cockayne syndrome	owl:equivalentClass	MONDO:0016006	Cockayne syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	cockayne syndrome	many_to_one	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	phenylketonuria	many_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	phenylketonuria	many_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	phenylketonuria	many_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	phenylketonuria	many_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0016543	hyperphenylalaninemia due to tetrahydrobiopterin deficiency	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasBroadSynonym	intractable disease	BFO:0000016	hyperphenylalaninemia	one_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0016543	hyperphenylalaninemia due to tetrahydrobiopterin deficiency	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasBroadSynonym	intractable disease	BFO:0000016	hyperphenylalaninemia	one_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	pku	many_to_many	.
NANDO:2200467	Phenylketonuria	owl:equivalentClass	MONDO:0009861	phenylketonuria	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	pku	many_to_many	.
NANDO:2200834	Canavan disease	owl:equivalentClass	MONDO:0010079	Canavan disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	canavan diseas	many_to_one	.
NANDO:2200834	Canavan disease	owl:equivalentClass	MONDO:0010079	Canavan disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	canavan diseas	many_to_one	.
NANDO:2200834	Canavan disease	owl:equivalentClass	MONDO:0010079	Canavan disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	canavan disease	many_to_one	.
NANDO:2200834	Canavan disease	owl:equivalentClass	MONDO:0010079	Canavan disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	canavan disease	many_to_one	.
NANDO:2200107	teratoma with malignant transformation	owl:equivalentClass	MONDO:0006444	teratoma with malignant transformation	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	teratoma with malignant transform	unique	.
NANDO:2200107	teratoma with malignant transformation	owl:equivalentClass	MONDO:0006444	teratoma with malignant transformation	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	teratoma with malignant transform	unique	.
NANDO:2200107	teratoma with malignant transformation	owl:equivalentClass	MONDO:0006444	teratoma with malignant transformation	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	teratoma with malignant transformation	unique	.
NANDO:2200107	teratoma with malignant transformation	owl:equivalentClass	MONDO:0006444	teratoma with malignant transformation	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	teratoma with malignant transformation	unique	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	sjogren's syndrom	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	sjogren's syndrome	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	sjogren syndrom	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	sjogren syndrom	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	sjogren syndrom	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	sjogren syndrome	many_to_one	.
NANDO:1200279	Sjogren's Syndrome	owl:equivalentClass	MONDO:0010030	Sjogren syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	sjogren syndrome	many_to_one	.
NANDO:1200069	GM1 gangliosidosis type 3	owl:equivalentClass	MONDO:0009262	GM1 gangliosidosis type 3	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm1 gangliosidosis type 3	unique	.
NANDO:1200069	GM1 gangliosidosis type 3	owl:equivalentClass	MONDO:0009262	GM1 gangliosidosis type 3	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm1 gangliosidosis type 3	unique	.
NANDO:1200952	Leukoencephalopathy, progressive, with ovarian failure	owl:equivalentClass	MONDO:0014387	leukoencephalopathy, progressive, with ovarian failure	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	leukoencephalopathy, progressive, with ovarian failur	unique	.
NANDO:1200952	Leukoencephalopathy, progressive, with ovarian failure	owl:equivalentClass	MONDO:0014387	leukoencephalopathy, progressive, with ovarian failure	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	leukoencephalopathy, progressive, with ovarian failur	unique	.
NANDO:1200952	Leukoencephalopathy, progressive, with ovarian failure	owl:equivalentClass	MONDO:0014387	leukoencephalopathy, progressive, with ovarian failure	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	leukoencephalopathy, progressive, with ovarian failure	unique	.
NANDO:1200952	Leukoencephalopathy, progressive, with ovarian failure	owl:equivalentClass	MONDO:0014387	leukoencephalopathy, progressive, with ovarian failure	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	leukoencephalopathy, progressive, with ovarian failure	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	hgp	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	hgps	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrom	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrom	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrom	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrome	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrome	unique	.
NANDO:2200833	Hutchinson-Gilford syndrome	owl:equivalentClass	MONDO:0008310	Hutchinson-Gilford progeria syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	hutchinson-gilford progeria syndrome	unique	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0003514	malignant teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0003735	central nervous system immature teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0018369	immature ovarian teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0024746	immature teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0024746	immature teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0003514	malignant teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0003735	central nervous system immature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0018369	immature ovarian teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0024746	immature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:2200106	immature teratoma	owl:equivalentClass	MONDO:0024746	immature teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	immature teratoma	one_to_many	.
NANDO:1200070	GM2 Gangliosidosis	owl:equivalentClass	MONDO:0017720	GM2 gangliosidosis	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm2 gangliosidosi	unique	.
NANDO:1200070	GM2 Gangliosidosis	owl:equivalentClass	MONDO:0017720	GM2 gangliosidosis	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	gm2 gangliosidosis	unique	.
NANDO:2200820	septo-optic dysplasia	owl:equivalentClass	MONDO:0008428	septooptic dysplasia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	septo-optic dysplasia	many_to_one	.
NANDO:2200820	septo-optic dysplasia	owl:equivalentClass	MONDO:0008428	septooptic dysplasia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	septo-optic dysplasia	many_to_one	.
NANDO:2200820	septo-optic dysplasia	owl:equivalentClass	MONDO:0008428	septooptic dysplasia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	de morsier syndrom	many_to_one	.
NANDO:2200820	septo-optic dysplasia	owl:equivalentClass	MONDO:0008428	septooptic dysplasia	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	de morsier syndrome	many_to_one	.
NANDO:1200045	spinocerebellar ataxia type 1	owl:equivalentClass	MONDO:0008119	spinocerebellar ataxia type 1	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 1	unique	.
NANDO:1200045	spinocerebellar ataxia type 1	owl:equivalentClass	MONDO:0008119	spinocerebellar ataxia type 1	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 1	unique	.
NANDO:1200045	spinocerebellar ataxia type 1	owl:equivalentClass	MONDO:0008119	spinocerebellar ataxia type 1	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 1	unique	.
NANDO:1200045	spinocerebellar ataxia type 1	owl:equivalentClass	MONDO:0008119	spinocerebellar ataxia type 1	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 1	unique	.
NANDO:1200288	hypertrophic obstructive cardiomyopathy	owl:equivalentClass	MONDO:0005045	hypertrophic cardiomyopathy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	hypertrophic obstructive cardiomyopathi	many_to_one	.
NANDO:1200288	hypertrophic obstructive cardiomyopathy	owl:equivalentClass	MONDO:0005045	hypertrophic cardiomyopathy	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	hypertrophic obstructive cardiomyopathy	many_to_one	.
NANDO:1200046	spinocerebellar ataxia type 2	owl:equivalentClass	MONDO:0008458	spinocerebellar ataxia type 2	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 2	unique	.
NANDO:1200046	spinocerebellar ataxia type 2	owl:equivalentClass	MONDO:0008458	spinocerebellar ataxia type 2	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 2	unique	.
NANDO:1200046	spinocerebellar ataxia type 2	owl:equivalentClass	MONDO:0008458	spinocerebellar ataxia type 2	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 2	unique	.
NANDO:1200046	spinocerebellar ataxia type 2	owl:equivalentClass	MONDO:0008458	spinocerebellar ataxia type 2	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 2	unique	.
NANDO:1200643	Pseudoxanthoma elasticum	owl:equivalentClass	MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	pseudoxanthoma elasticum	one_to_many	.
NANDO:1200643	Pseudoxanthoma elasticum	owl:equivalentClass	MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	pseudoxanthoma elasticum	one_to_many	.
NANDO:1200643	Pseudoxanthoma elasticum	owl:equivalentClass	MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	pseudoxanthoma elasticum	one_to_many	.
NANDO:1200643	Pseudoxanthoma elasticum	owl:equivalentClass	MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	pseudoxanthoma elasticum	one_to_many	.
NANDO:1200953	Progressive myoclonus epilepsy	owl:equivalentClass	MONDO:0020074	progressive myoclonic epilepsy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	progressive myoclonus epilepsi	unique	.
NANDO:1200953	Progressive myoclonus epilepsy	owl:equivalentClass	MONDO:0020074	progressive myoclonic epilepsy	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	progressive myoclonus epilepsy	unique	.
NANDO:1200953	Progressive myoclonus epilepsy	owl:equivalentClass	MONDO:0020074	progressive myoclonic epilepsy	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	pme	unique	.
NANDO:1200953	Progressive myoclonus epilepsy	owl:equivalentClass	MONDO:0020074	progressive myoclonic epilepsy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	pme	unique	.
NANDO:1200048	spinocerebellar ataxia type 36	owl:equivalentClass	MONDO:0013594	spinocerebellar ataxia type 36	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 36	unique	.
NANDO:1200048	spinocerebellar ataxia type 36	owl:equivalentClass	MONDO:0013594	spinocerebellar ataxia type 36	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 36	unique	.
NANDO:1200048	spinocerebellar ataxia type 36	owl:equivalentClass	MONDO:0013594	spinocerebellar ataxia type 36	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 36	unique	.
NANDO:1200048	spinocerebellar ataxia type 36	owl:equivalentClass	MONDO:0013594	spinocerebellar ataxia type 36	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 36	unique	.
NANDO:2200104	Teratoma of the central nervous system	owl:equivalentClass	MONDO:0002718	central nervous system teratoma	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	teratoma of the central nervous system	unique	.
NANDO:2200104	Teratoma of the central nervous system	owl:equivalentClass	MONDO:0002718	central nervous system teratoma	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	teratoma of the central nervous system	unique	.
NANDO:1200047	spinocerebellar ataxia type 7	owl:equivalentClass	MONDO:0008120	spinocerebellar ataxia type 7	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 7	unique	.
NANDO:1200047	spinocerebellar ataxia type 7	owl:equivalentClass	MONDO:0008120	spinocerebellar ataxia type 7	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	spinocerebellar ataxia type 7	unique	.
