NORD ID	subject_label	MONDO ID	mondo_id	xref	synonym	synonym_source	subset	subset_source
937	Chromosome 11, Partial Trisomy 11q	0019885	MONDO:0019885	NORD:937	distal trisomy 11q	NORD:937	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:937
939	Chromosome 14 Ring	0014708	MONDO:0014708	NORD:939	ring chromosome 14	NORD:939	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:939
941	Chromosome 15 Ring	0019908	MONDO:0019908	NORD:941	ring chromosome 15	NORD:941	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:941
942	Chromosome 15, Distal Trisomy 15q	0015728	MONDO:0015728	NORD:942	distal trisomy 15q	NORD:942	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:942
943	Chromosome 18 Ring	0015434	MONDO:0015434	NORD:943	ring chromosome 18	NORD:943	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:943
946	Chromosome 18q- Syndrome	0011147	MONDO:0011147	NORD:946	chromosome 18q deletion syndrome	NORD:946	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:946
947	Chromosome 21 Ring	0015437	MONDO:0015437	NORD:947	ring chromosome 21	NORD:947	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:947
948	Chromosome 22 Ring	0015438	MONDO:0015438	NORD:948	ring chromosome 22	NORD:948	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:948
949	Mosaic Trisomy 22	0019869	MONDO:0019869	NORD:949	mosaic trisomy 22	NORD:949	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:949
951	Chromosome 3, Monosomy 3p	0013424	MONDO:0013424	NORD:951	3p- syndrome	NORD:951	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:951
957	Chromosome 5, Trisomy 5p	0015768	MONDO:0015768	NORD:957	trisomy 5p	NORD:957	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:957
958	Chromosome 6 Ring	0015440	MONDO:0015440	NORD:958	ring chromosome 6	NORD:958	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:958
959	Chromosome 6, Partial Trisomy 6q	0019881	MONDO:0019881	NORD:959	distal trisomy 6q	NORD:959	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:959
962	Chromosome 9 Ring	0019905	MONDO:0019905	NORD:962	ring chromosome 9	NORD:962	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:962
964	Chromosome 9, Tetrasomy 9p	0018030	MONDO:0018030	NORD:964	tetrasomy 9p	NORD:964	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:964
966	Mosaic Trisomy 9	0020490	MONDO:0020490	NORD:966	mosaic trisomy 9	NORD:966	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:966
967	Chronic Eosinophilic Pneumonia	0017363	MONDO:0017363	NORD:967	idiopathic chronic eosinophilic pneumonia	NORD:967	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:967
968	Chronic Granulomatous Disease	0018305	MONDO:0018305	NORD:968	chronic granulomatous disease	NORD:968	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:968
970	Chronic Intestinal Pseudo-Obstruction	0017574	MONDO:0017574	NORD:970	chronic intestinal pseudoobstruction	NORD:970	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:970
971	Chronic Lymphocytic Leukemia	0004948	MONDO:0004948	NORD:971	B-cell chronic lymphocytic leukemia	NORD:971	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:971
973	Churg Strauss Syndrome	0015943	MONDO:0015943	NORD:973	eosinophilic granulomatosis with polyangiitis	NORD:973	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:973
978	Cleidocranial Dysplasia	0007340	MONDO:0007340	NORD:978	cleidocranial dysplasia 1	NORD:978	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:978
979	CLOVES Syndrome	0013038	MONDO:0013038	NORD:979	CLOVES syndrome	NORD:979	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:979
981	Coats Disease	0010269	MONDO:0010269	NORD:981	Coats disease	NORD:981	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:981
982	Cockayne Syndrome	0016006	MONDO:0016006	NORD:982	Cockayne syndrome	NORD:982	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:982
983	Coffin Lowry Syndrome	0010561	MONDO:0010561	NORD:983	Coffin-Lowry syndrome	NORD:983	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:983
984	Coffin Siris Syndrome	0015452	MONDO:0015452	NORD:984	Coffin-Siris syndrome	NORD:984	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:984
986	Cohen Syndrome	0008999	MONDO:0008999	NORD:986	Cohen syndrome	NORD:986	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:986
989	Colorado Tick Fever	0005708	MONDO:0005708	NORD:989	Colorado tick fever	NORD:989	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:989
990	Common Variable Immune Deficiency	0015517	MONDO:0015517	NORD:990	common variable immunodeficiency	NORD:990	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:990
991	Cone Dystrophy	0000455	MONDO:0000455	NORD:991	cone dystrophy	NORD:991	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:991
992	Congenital Adrenal Hyperplasia	0018479	MONDO:0018479	NORD:992	congenital adrenal hyperplasia	NORD:992	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:992
997	Congenital Fibrosis of the Extraocular Muscles	0007614	MONDO:0007614	NORD:997	congenital fibrosis of extraocular muscles	NORD:997	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:997
998	Congenital Generalized Lipodystrophy	0006536	MONDO:0006536	NORD:998	congenital generalized lipodystrophy	NORD:998	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:998
999	Congenital Hyperinsulinism	0019010	MONDO:0019010	NORD:999	congenital isolated hyperinsulinism	NORD:999	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:999
1002	Congenital Pulmonary Lymphangiectasia	0009933	MONDO:0009933	NORD:1002	congenital pulmonary lymphangiectasia	NORD:1002	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1002
1003	Congenital Varicella Syndrome	0017372	MONDO:0017372	NORD:1003	congenital varicella syndrome	NORD:1003	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1003
1005	Conradi-Hünermann-Happle syndrome	0020603	MONDO:0020603	NORD:1005	X-linked chondrodysplasia punctata 2	NORD:1005	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1005
1007	Cor Triatriatum	0015450	MONDO:0015450	NORD:1007	triatrial heart	NORD:1007	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1007
1009	Cornelia de Lange Syndrome	0016033	MONDO:0016033	NORD:1009	Cornelia de Lange syndrome	NORD:1009	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1009
1011	Costello Syndrome	0009026	MONDO:0009026	NORD:1011	Costello syndrome	NORD:1011	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1011
1012	Craniofrontonasal Dysplasia	0010570	MONDO:0010570	NORD:1012	craniofrontonasal syndrome	NORD:1012	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1012
1013	Craniometaphyseal Dysplasia	0015465	MONDO:0015465	NORD:1013	craniometaphyseal dysplasia	NORD:1013	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1013
1014	Creutzfeldt Jakob Disease	0005357	MONDO:0005357	NORD:1014	Creutzfeldt Jacob disease	NORD:1014	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1014
1015	Cri du Chat Syndrome	0007404	MONDO:0007404	NORD:1015	Cri-du-chat syndrome	NORD:1015	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1015
1016	Crigler Najjar Syndrome	0009044	MONDO:0009044	NORD:1016	Crigler-Najjar syndrome	NORD:1016	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1016
1017	Cronkhite-Canada Syndrome	0008283	MONDO:0008283	NORD:1017	Cronkhite-Canada syndrome	NORD:1017	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1017
1018	Crouzon Syndrome	0007405	MONDO:0007405	NORD:1018	Crouzon syndrome	NORD:1018	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1018
1019	Cryptococcosis	0005724	MONDO:0005724	NORD:1019	cryptococcosis	NORD:1019	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1019
1021	Cutaneous T-Cell Lymphomas	0000607	MONDO:0000607	NORD:1021	primary cutaneous T-cell non-Hodgkin lymphoma	NORD:1021	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1021
1022	Cutis Laxa	0016175	MONDO:0016175	NORD:1022	cutis laxa	NORD:1022	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1022
1026	Cystic Fibrosis	0009061	MONDO:0009061	NORD:1026	cystic fibrosis	NORD:1026	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1026
1027	Cysticercosis	0015484	MONDO:0015484	NORD:1027	cysticercosis	NORD:1027	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1027
1028	Cystinosis	0016239	MONDO:0016239	NORD:1028	cystinosis	NORD:1028	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1028
1030	Cytochrome C Oxidase Deficiency	0009068	MONDO:0009068	NORD:1030	cytochrome-c oxidase deficiency disease	NORD:1030	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1030
1032	Dandy Walker Malformation	0009072	MONDO:0009072	NORD:1032	Dandy-Walker syndrome	NORD:1032	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1032
1033	Danon Disease	0010281	MONDO:0010281	NORD:1033	Danon disease	NORD:1033	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1033
1034	De Barsy Syndrome	0017569	MONDO:0017569	NORD:1034	de Barsy syndrome	NORD:1034	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1034
1035	De Sanctis Cacchione Syndrome	0010217	MONDO:0010217	NORD:1035	de Sanctis-Cacchione syndrome	NORD:1035	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1035
1036	Degos Disease	0011208	MONDO:0011208	NORD:1036	malignant atrophic papulosis	NORD:1036	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1036
1037	Dejerine-Sottas Syndrome	0007790	MONDO:0007790	NORD:1037	Charcot-Marie-Tooth disease type 3	NORD:1037	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1037
1040	Dent Disease	0015612	MONDO:0015612	NORD:1040	Dent disease	NORD:1040	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1040
1041	Dentin Dysplasia Type I	0007436	MONDO:0007436	NORD:1041	dentin dysplasia type I	NORD:1041	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1041
1043	Dentinogenesis Imperfecta Type III	0007442	MONDO:0007442	NORD:1043	dentinogenesis imperfecta type 3	NORD:1043	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1043
1044	Denys-Drash Syndrome	0008682	MONDO:0008682	NORD:1044	Denys-Drash syndrome	NORD:1044	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1044
1046	Dercum's Disease	0007070	MONDO:0007070	NORD:1046	adiposis dolorosa	NORD:1046	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1046
1047	Dermatitis Herpetiformis	0015614	MONDO:0015614	NORD:1047	dermatitis herpetiformis	NORD:1047	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1047
1048	Dermatomyositis	0016367	MONDO:0016367	NORD:1048	dermatomyositis	NORD:1048	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1048
1049	Desmoid Tumor	0007608	MONDO:0007608	NORD:1049	desmoid tumor	NORD:1049	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1049
1051	Diastrophic Dysplasia	0009107	MONDO:0009107	NORD:1051	diastrophic dysplasia	NORD:1051	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1051
1052	Diencephalic Syndrome	0015663	MONDO:0015663	NORD:1052	diencephalic syndrome	NORD:1052	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1052
1053	Diffuse Idiopathic Skeletal Hyperostosis	0007127	MONDO:0007127	NORD:1053	diffuse idiopathic skeletal hyperostosis	NORD:1053	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1053
1054	Diffuse Pulmonary Lymphangiomatosis	0009933	MONDO:0009933	NORD:1054	congenital pulmonary lymphangiectasia	NORD:1054	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1054
1056	Congenital Sucrase-Isomaltase Deficiency	0009114	MONDO:0009114	NORD:1056	congenital sucrase-isomaltase deficiency	NORD:1056	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1056
1058	DOORS Syndrome	0009079	MONDO:0009079	NORD:1058	DOORS syndrome	NORD:1058	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1058
1060	Dracunculosis	0016472	MONDO:0016472	NORD:1060	dracunculiasis	NORD:1060	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1060
1061	Dravet Syndrome	0100135	MONDO:0100135	NORD:1061	Dravet syndrome	NORD:1061	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1061
1062	Duane syndrome	0007473	MONDO:0007473	NORD:1062	Duane retraction syndrome	NORD:1062	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1062
1063	Dubin Johnson Syndrome	0009380	MONDO:0009380	NORD:1063	Dubin-Johnson syndrome	NORD:1063	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1063
1064	Dubowitz Syndrome	0009124	MONDO:0009124	NORD:1064	Dubowitz syndrome	NORD:1064	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1064
1065	Duchenne Muscular Dystrophy	0010679	MONDO:0010679	NORD:1065	Duchenne muscular dystrophy	NORD:1065	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1065
1066	Duodenal Atresia or Stenosis	0009126	MONDO:0009126	NORD:1066	duodenal atresia	NORD:1066	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1066
1068	Dyggve Melchior Clausen syndrome	0009130	MONDO:0009130	NORD:1068	Dyggve-Melchior-Clausen disease	NORD:1068	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1068
1069	Dysautonomia, Familial	0009131	MONDO:0009131	NORD:1069	Riley-Day syndrome	NORD:1069	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1069
1070	Leri-Weill Dyschondrosteosis	0007481	MONDO:0007481	NORD:1070	Leri-Weill dyschondrosteosis	NORD:1070	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1070
1071	Dyskeratosis Congenita	0015780	MONDO:0015780	NORD:1071	dyskeratosis congenita	NORD:1071	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1071
1072	Dysplasia Epiphysealis Hemimelica	0007489	MONDO:0007489	NORD:1072	dysplasia epiphysealis hemimelica	NORD:1072	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1072
1074	Asphyxiating Thoracic Dystrophy	0018770	MONDO:0018770	NORD:1074	Jeune syndrome	NORD:1074	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1074
1075	Myotonic Dystrophy	0008056	MONDO:0008056	NORD:1075	myotonic dystrophy type 1	NORD:1075	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1075
1076	Eales Disease	0018460	MONDO:0018460	NORD:1076	Eales disease	NORD:1076	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1076
1077	Meier-Gorlin Syndrome	0016817	MONDO:0016817	NORD:1077	Meier-Gorlin syndrome	NORD:1077	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1077
1079	Ectrodactyly Ectodermal Dysplasia Cleft Lip/Palate	0010004	MONDO:0010004	NORD:1079	EEC syndrome	NORD:1079	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1079
1080	Ehlers Danlos Syndromes	0020066	MONDO:0020066	NORD:1080	Ehlers-Danlos syndrome	NORD:1080	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1080
1081	Eisenmenger Syndrome	0019944	MONDO:0019944	NORD:1081	Eisenmenger syndrome	NORD:1081	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1081
1082	Elephantiasis	0005761	MONDO:0005761	NORD:1082	filarial elephantiasis	NORD:1082	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1082
1083	Ellis Van Creveld Syndrome	0009162	MONDO:0009162	NORD:1083	Ellis-van Creveld syndrome	NORD:1083	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1083
1084	Emery Dreifuss Muscular Dystrophy	0016830	MONDO:0016830	NORD:1084	Emery-Dreifuss muscular dystrophy	NORD:1084	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1084
1085	Emphysema, Congenital Lobar	0007536	MONDO:0007536	NORD:1085	congenital lobar emphysema	NORD:1085	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1085
1086	Empty Sella Syndrome	0006745	MONDO:0006745	NORD:1086	endometrioid stromal sarcoma	NORD:1086	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1086
1087	Encephalitis, Herpes Simplex	0012521	MONDO:0012521	NORD:1087	herpes simplex encephalitis	NORD:1087	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1087
1088	Encephalitis, Japanese	0019209	MONDO:0019209	NORD:1088	Japanese encephalitis	NORD:1088	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1088
1089	Encephalocele	0016057	MONDO:0016057	NORD:1089	isolated encephalocele	NORD:1089	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1089
1090	Endocardial Fibroelastosis	0009169	MONDO:0009169	NORD:1090	endocardial fibroelastosis	NORD:1090	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1090
1091	Infective Endocarditis	0000565	MONDO:0000565	NORD:1091	infective endocarditis	NORD:1091	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1091
1092	Endomyocardial Fibrosis	0006746	MONDO:0006746	NORD:1092	endomyocardial fibrosis	NORD:1092	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1092
1094	Eosinophilia-Myalgia Syndrome	0004941	MONDO:0004941	NORD:1094	eosinophilia-myalgia syndrome	NORD:1094	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1094
1095	Eosinophilic Esophagitis	0005361	MONDO:0005361	NORD:1095	eosinophilic esophagitis	NORD:1095	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1095
1097	Eosinophilic Gastroenteritis	0016129	MONDO:0016129	NORD:1097	eosinophilic gastroenteritis	NORD:1097	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1097
1100	Epidermolytic Ichthyosis	0007239	MONDO:0007239	NORD:1100	epidermolytic ichthyosis	NORD:1100	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1100
1101	Epitheliopathy, Acute Posterior Multifocal Placoid Pigment	0043089	MONDO:0043089	NORD:1101	acute posterior multifocal placoid pigment epitheliopathy	NORD:1101	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1101
1102	Erdheim Chester Disease	0018153	MONDO:0018153	NORD:1102	Erdheim-Chester disease	NORD:1102	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1102
1105	Erythrokeratodermia with Ataxia	0007574	MONDO:0007574	NORD:1105	spinocerebellar ataxia type 34	NORD:1105	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1105
1106	Erythromelalgia	0016028	MONDO:0016028	NORD:1106	erythromelalgia	NORD:1106	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1106
1107	Erythropoietic Protoporphyria and X-Linked Protoporphyria	0001676	MONDO:0001676	NORD:1107	erythropoietic protoporphyria	NORD:1107	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1107
1108	Esophageal Atresia and/or Tracheoesophageal Fistula	0008586	MONDO:0008586	NORD:1108	esophageal atresia/tracheoesophageal fistula	NORD:1108	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1108
1109	Essential Iris Atrophy	0020371	MONDO:0020371	NORD:1109	essential iris atrophy	NORD:1109	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1109
1110	Essential Thrombocythemia	0005029	MONDO:0005029	NORD:1110	essential thrombocythemia	NORD:1110	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1110
1112	Evans Syndrome	0016030	MONDO:0016030	NORD:1112	Evans syndrome	NORD:1112	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1112
1113	Ewing Sarcoma	0012817	MONDO:0012817	NORD:1113	Ewing sarcoma	NORD:1113	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1113
1114	Biliary Atresia	0008867	MONDO:0008867	NORD:1114	biliary atresia	NORD:1114	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1114
1115	Fabry Disease	0010526	MONDO:0010526	NORD:1115	Fabry disease	NORD:1115	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1115
1116	Facioscapulohumeral Muscular Dystrophy	0001347	MONDO:0001347	NORD:1116	facioscapulohumeral muscular dystrophy	NORD:1116	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1116
1117	Factor VII Deficiency	0002244	MONDO:0002244	NORD:1117	factor VII deficiency	NORD:1117	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1117
1118	Factor XI Deficiency	0020587	MONDO:0020587	NORD:1118	factor XI deficiency	NORD:1118	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1118
1119	Factor XII Deficiency	0009315	MONDO:0009315	NORD:1119	congenital factor XII deficiency	NORD:1119	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1119
1120	Factor XIII Deficiency	0002241	MONDO:0002241	NORD:1120	factor XIII deficiency	NORD:1120	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1120
1121	Familial Adenomatous Polyposis	0021055	MONDO:0021055	NORD:1121	classic familial adenomatous polyposis	NORD:1121	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1121
1122	Familial Cold Autoinflammatory Syndrome	0018768	MONDO:0018768	NORD:1122	familial cold autoinflammatory syndrome	NORD:1122	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1122
1123	Familial Encephalopathy with Neuroserpin Inclusion Bodies	0011412	MONDO:0011412	NORD:1123	familial encephalopathy with neuroserpin inclusion bodies	NORD:1123	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1123
1124	Familial Eosinophilic Cellulitis	0019547	MONDO:0019547	NORD:1124	Wells syndrome	NORD:1124	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1124
1127	Primary Familial Brain Calcification	0008947	MONDO:0008947	NORD:1127	bilateral striopallidodentate calcinosis	NORD:1127	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1127
1128	Familial Isolated Hypoparathyroidism	0016390	MONDO:0016390	NORD:1128	familial hypoparathyroidism	NORD:1128	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1128
1129	Familial Lipoprotein Lipase Deficiency	0009387	MONDO:0009387	NORD:1129	familial lipoprotein lipase deficiency	NORD:1129	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1129
1130	Familial Mediterranean Fever	0018088	MONDO:0018088	NORD:1130	familial Mediterranean fever	NORD:1130	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1130
1131	Familial Partial Lipodystrophy	0020088	MONDO:0020088	NORD:1131	familial partial lipodystrophy	NORD:1131	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1131
1132	Fanconi Anemia	0019391	MONDO:0019391	NORD:1132	Fanconi anemia	NORD:1132	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1132
1135	Felty Syndrome	0007603	MONDO:0007603	NORD:1135	Felty syndrome	NORD:1135	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1135
1136	Femoral Facial Syndrome	0007604	MONDO:0007604	NORD:1136	femoral-facial syndrome	NORD:1136	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1136
1137	Ferroportin Disease	0011631	MONDO:0011631	NORD:1137	hemochromatosis type 4	NORD:1137	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1137
1139	Fetal Hydantoin Syndrome	0016008	MONDO:0016008	NORD:1139	fetal hydantoin syndrome	NORD:1139	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1139
1140	Fetal Retinoid Syndrome	0016467	MONDO:0016467	NORD:1140	isotretinoin syndrome	NORD:1140	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1140
1141	Fetal Valproate Syndrome	0012275	MONDO:0012275	NORD:1141	fetal valproate syndrome	NORD:1141	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1141
1142	FG Syndrome Type 1	0010590	MONDO:0010590	NORD:1142	FG syndrome 1	NORD:1142	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1142
1143	Fibrodysplasia Ossificans Progressiva	0007606	MONDO:0007606	NORD:1143	fibrodysplasia ossificans progressiva	NORD:1143	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1143
1146	Fibrosing Mediastinitis	0018978	MONDO:0018978	NORD:1146	IgG4-related mediastinitis	NORD:1146	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1146
1147	Fibrous Dysplasia	0000845	MONDO:0000845	NORD:1147	fibrous dysplasia	NORD:1147	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1147
1148	Filariasis	0016075	MONDO:0016075	NORD:1148	filariasis	NORD:1148	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1148
1149	Filippi Syndrome	0010092	MONDO:0010092	NORD:1149	Filippi syndrome	NORD:1149	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1149
1151	Floating Harbor Syndrome	0007621	MONDO:0007621	NORD:1151	Floating-Harbor syndrome	NORD:1151	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1151
1152	Focal Dermal Hypoplasia	0010592	MONDO:0010592	NORD:1152	focal dermal hypoplasia	NORD:1152	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1152
1155	Formaldehyde Poisoning	0023176	MONDO:0023176	NORD:1155	formaldehyde poisoning	NORD:1155	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1155
1159	Fragile X Syndrome	0010383	MONDO:0010383	NORD:1159	fragile X syndrome	NORD:1159	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1159
1160	Fraser Syndrome	0009046	MONDO:0009046	NORD:1160	Fraser syndrome	NORD:1160	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1160
1161	Freeman Sheldon Syndrome	0008675	MONDO:0008675	NORD:1161	Freeman-Sheldon syndrome	NORD:1161	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1161
1164	Frontofacionasal Dysplasia	0009247	MONDO:0009247	NORD:1164	frontofacionasal dysplasia	NORD:1164	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1164
1165	Frontonasal Dysplasia	0016643	MONDO:0016643	NORD:1165	frontonasal dysplasia	NORD:1165	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1165
1166	Fructose Intolerance, Hereditary	0009249	MONDO:0009249	NORD:1166	hereditary fructose intolerance	NORD:1166	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1166
1167	Fryns Syndrome	0009253	MONDO:0009253	NORD:1167	Fryns syndrome	NORD:1167	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1167
