NORD ID	subject_label	MONDO ID	mondo_id	xref	xref_source	synonym	synonym_source	synonym_type	subset	subset_source
1047	Dermatitis Herpetiformis	0015614	MONDO:0015614	NORD:1047	MONDO:NORD	dermatitis herpetiformis	NORD:1047	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1047
1048	Dermatomyositis	0016367	MONDO:0016367	NORD:1048	MONDO:NORD	dermatomyositis	NORD:1048	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1048
1049	Desmoid Tumor	0007608	MONDO:0007608	NORD:1049	MONDO:NORD	desmoid tumor	NORD:1049	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1049
1051	Diastrophic Dysplasia	0009107	MONDO:0009107	NORD:1051	MONDO:NORD	diastrophic dysplasia	NORD:1051	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1051
1052	Diencephalic Syndrome	0015663	MONDO:0015663	NORD:1052	MONDO:NORD	diencephalic syndrome	NORD:1052	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1052
1053	Diffuse Idiopathic Skeletal Hyperostosis	0007127	MONDO:0007127	NORD:1053	MONDO:NORD	diffuse idiopathic skeletal hyperostosis	NORD:1053	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1053
1054	Diffuse Pulmonary Lymphangiomatosis	0009933	MONDO:0009933	NORD:1054	MONDO:NORD	congenital pulmonary lymphangiectasia	NORD:1054	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1054
1056	Congenital Sucrase-Isomaltase Deficiency	0009114	MONDO:0009114	NORD:1056	MONDO:NORD	congenital sucrase-isomaltase deficiency	NORD:1056	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1056
1058	DOORS Syndrome	0009079	MONDO:0009079	NORD:1058	MONDO:NORD	DOORS syndrome	NORD:1058	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1058
1060	Dracunculosis	0016472	MONDO:0016472	NORD:1060	MONDO:NORD	dracunculiasis	NORD:1060	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1060
1061	Dravet Syndrome	0100135	MONDO:0100135	NORD:1061	MONDO:NORD	Dravet syndrome	NORD:1061	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1061
1062	Duane syndrome	0007473	MONDO:0007473	NORD:1062	MONDO:NORD	Duane retraction syndrome	NORD:1062	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1062
1063	Dubin Johnson Syndrome	0009380	MONDO:0009380	NORD:1063	MONDO:NORD	Dubin-Johnson syndrome	NORD:1063	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1063
1064	Dubowitz Syndrome	0009124	MONDO:0009124	NORD:1064	MONDO:NORD	Dubowitz syndrome	NORD:1064	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1064
1065	Duchenne Muscular Dystrophy	0010679	MONDO:0010679	NORD:1065	MONDO:NORD	Duchenne muscular dystrophy	NORD:1065	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1065
1066	Duodenal Atresia or Stenosis	0009126	MONDO:0009126	NORD:1066	MONDO:NORD	duodenal atresia	NORD:1066	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1066
1068	Dyggve Melchior Clausen syndrome	0009130	MONDO:0009130	NORD:1068	MONDO:NORD	Dyggve-Melchior-Clausen disease	NORD:1068	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1068
1069	Dysautonomia, Familial	0009131	MONDO:0009131	NORD:1069	MONDO:NORD	Riley-Day syndrome	NORD:1069	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1069
1070	Leri-Weill Dyschondrosteosis	0007481	MONDO:0007481	NORD:1070	MONDO:NORD	Leri-Weill dyschondrosteosis	NORD:1070	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1070
1071	Dyskeratosis Congenita	0015780	MONDO:0015780	NORD:1071	MONDO:NORD	dyskeratosis congenita	NORD:1071	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1071
1072	Dysplasia Epiphysealis Hemimelica	0007489	MONDO:0007489	NORD:1072	MONDO:NORD	dysplasia epiphysealis hemimelica	NORD:1072	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1072
1074	Asphyxiating Thoracic Dystrophy	0018770	MONDO:0018770	NORD:1074	MONDO:NORD	Jeune syndrome	NORD:1074	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1074
1075	Myotonic Dystrophy	0008056	MONDO:0008056	NORD:1075	MONDO:NORD	myotonic dystrophy type 1	NORD:1075	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1075
1076	Eales Disease	0018460	MONDO:0018460	NORD:1076	MONDO:NORD	Eales disease	NORD:1076	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1076
1077	Meier-Gorlin Syndrome	0016817	MONDO:0016817	NORD:1077	MONDO:NORD	Meier-Gorlin syndrome	NORD:1077	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1077
1079	Ectrodactyly Ectodermal Dysplasia Cleft Lip/Palate	0010004	MONDO:0010004	NORD:1079	MONDO:NORD	EEC syndrome	NORD:1079	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1079
1080	Ehlers Danlos Syndromes	0020066	MONDO:0020066	NORD:1080	MONDO:NORD	Ehlers-Danlos syndrome	NORD:1080	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1080
1081	Eisenmenger Syndrome	0019944	MONDO:0019944	NORD:1081	MONDO:NORD	Eisenmenger syndrome	NORD:1081	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1081
1082	Elephantiasis	0005761	MONDO:0005761	NORD:1082	MONDO:NORD	filarial elephantiasis	NORD:1082	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1082
1083	Ellis Van Creveld Syndrome	0009162	MONDO:0009162	NORD:1083	MONDO:NORD	Ellis-van Creveld syndrome	NORD:1083	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1083
1084	Emery Dreifuss Muscular Dystrophy	0016830	MONDO:0016830	NORD:1084	MONDO:NORD	Emery-Dreifuss muscular dystrophy	NORD:1084	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1084
1085	Emphysema, Congenital Lobar	0007536	MONDO:0007536	NORD:1085	MONDO:NORD	congenital lobar emphysema	NORD:1085	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1085
1086	Empty Sella Syndrome	0006745	MONDO:0006745	NORD:1086	MONDO:NORD	endometrioid stromal sarcoma	NORD:1086	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1086
1087	Encephalitis, Herpes Simplex	0012521	MONDO:0012521	NORD:1087	MONDO:NORD	herpes simplex encephalitis	NORD:1087	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1087
1088	Encephalitis, Japanese	0019209	MONDO:0019209	NORD:1088	MONDO:NORD	Japanese encephalitis	NORD:1088	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1088
1089	Encephalocele	0016057	MONDO:0016057	NORD:1089	MONDO:NORD	isolated encephalocele	NORD:1089	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1089
1090	Endocardial Fibroelastosis	0009169	MONDO:0009169	NORD:1090	MONDO:NORD	endocardial fibroelastosis	NORD:1090	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1090
1091	Infective Endocarditis	0000565	MONDO:0000565	NORD:1091	MONDO:NORD	infective endocarditis	NORD:1091	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1091
1092	Endomyocardial Fibrosis	0006746	MONDO:0006746	NORD:1092	MONDO:NORD	endomyocardial fibrosis	NORD:1092	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1092
1094	Eosinophilia-Myalgia Syndrome	0004941	MONDO:0004941	NORD:1094	MONDO:NORD	eosinophilia-myalgia syndrome	NORD:1094	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1094
1095	Eosinophilic Esophagitis	0005361	MONDO:0005361	NORD:1095	MONDO:NORD	eosinophilic esophagitis	NORD:1095	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1095
1097	Eosinophilic Gastroenteritis	0016129	MONDO:0016129	NORD:1097	MONDO:NORD	eosinophilic gastroenteritis	NORD:1097	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1097
1100	Epidermolytic Ichthyosis	0007239	MONDO:0007239	NORD:1100	MONDO:NORD	epidermolytic ichthyosis	NORD:1100	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1100
1101	Epitheliopathy, Acute Posterior Multifocal Placoid Pigment	0043089	MONDO:0043089	NORD:1101	MONDO:NORD	acute posterior multifocal placoid pigment epitheliopathy	NORD:1101	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1101
1102	Erdheim Chester Disease	0018153	MONDO:0018153	NORD:1102	MONDO:NORD	Erdheim-Chester disease	NORD:1102	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1102
1105	Erythrokeratodermia with Ataxia	0007574	MONDO:0007574	NORD:1105	MONDO:NORD	spinocerebellar ataxia type 34	NORD:1105	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1105
1106	Erythromelalgia	0016028	MONDO:0016028	NORD:1106	MONDO:NORD	erythromelalgia	NORD:1106	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1106
1107	Erythropoietic Protoporphyria and X-Linked Protoporphyria	0001676	MONDO:0001676	NORD:1107	MONDO:NORD	erythropoietic protoporphyria	NORD:1107	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1107
1108	Esophageal Atresia and/or Tracheoesophageal Fistula	0008586	MONDO:0008586	NORD:1108	MONDO:NORD	esophageal atresia/tracheoesophageal fistula	NORD:1108	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1108
1109	Essential Iris Atrophy	0020371	MONDO:0020371	NORD:1109	MONDO:NORD	essential iris atrophy	NORD:1109	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1109
1110	Essential Thrombocythemia	0005029	MONDO:0005029	NORD:1110	MONDO:NORD	essential thrombocythemia	NORD:1110	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1110
1112	Evans Syndrome	0016030	MONDO:0016030	NORD:1112	MONDO:NORD	Evans syndrome	NORD:1112	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1112
1113	Ewing Sarcoma	0012817	MONDO:0012817	NORD:1113	MONDO:NORD	Ewing sarcoma	NORD:1113	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1113
1114	Biliary Atresia	0008867	MONDO:0008867	NORD:1114	MONDO:NORD	biliary atresia	NORD:1114	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1114
1115	Fabry Disease	0010526	MONDO:0010526	NORD:1115	MONDO:NORD	Fabry disease	NORD:1115	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1115
1116	Facioscapulohumeral Muscular Dystrophy	0001347	MONDO:0001347	NORD:1116	MONDO:NORD	facioscapulohumeral muscular dystrophy	NORD:1116	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1116
1117	Factor VII Deficiency	0002244	MONDO:0002244	NORD:1117	MONDO:NORD	factor VII deficiency	NORD:1117	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1117
1118	Factor XI Deficiency	0020587	MONDO:0020587	NORD:1118	MONDO:NORD	factor XI deficiency	NORD:1118	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1118
1119	Factor XII Deficiency	0009315	MONDO:0009315	NORD:1119	MONDO:NORD	congenital factor XII deficiency	NORD:1119	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1119
1120	Factor XIII Deficiency	0002241	MONDO:0002241	NORD:1120	MONDO:NORD	factor XIII deficiency	NORD:1120	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1120
1121	Familial Adenomatous Polyposis	0021055	MONDO:0021055	NORD:1121	MONDO:NORD	classic familial adenomatous polyposis	NORD:1121	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1121
1122	Familial Cold Autoinflammatory Syndrome	0018768	MONDO:0018768	NORD:1122	MONDO:NORD	familial cold autoinflammatory syndrome	NORD:1122	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1122
1123	Familial Encephalopathy with Neuroserpin Inclusion Bodies	0011412	MONDO:0011412	NORD:1123	MONDO:NORD	familial encephalopathy with neuroserpin inclusion bodies	NORD:1123	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1123
1124	Familial Eosinophilic Cellulitis	0019547	MONDO:0019547	NORD:1124	MONDO:NORD	Wells syndrome	NORD:1124	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1124
1127	Primary Familial Brain Calcification	0008947	MONDO:0008947	NORD:1127	MONDO:NORD	bilateral striopallidodentate calcinosis	NORD:1127	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1127
1128	Familial Isolated Hypoparathyroidism	0016390	MONDO:0016390	NORD:1128	MONDO:NORD	familial hypoparathyroidism	NORD:1128	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1128
1129	Familial Lipoprotein Lipase Deficiency	0009387	MONDO:0009387	NORD:1129	MONDO:NORD	familial lipoprotein lipase deficiency	NORD:1129	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1129
1130	Familial Mediterranean Fever	0018088	MONDO:0018088	NORD:1130	MONDO:NORD	familial Mediterranean fever	NORD:1130	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1130
1131	Familial Partial Lipodystrophy	0020088	MONDO:0020088	NORD:1131	MONDO:NORD	familial partial lipodystrophy	NORD:1131	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1131
1132	Fanconi Anemia	0019391	MONDO:0019391	NORD:1132	MONDO:NORD	Fanconi anemia	NORD:1132	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1132
1135	Felty Syndrome	0007603	MONDO:0007603	NORD:1135	MONDO:NORD	Felty syndrome	NORD:1135	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1135
1136	Femoral Facial Syndrome	0007604	MONDO:0007604	NORD:1136	MONDO:NORD	femoral-facial syndrome	NORD:1136	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1136
1137	Ferroportin Disease	0011631	MONDO:0011631	NORD:1137	MONDO:NORD	hemochromatosis type 4	NORD:1137	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1137
1139	Fetal Hydantoin Syndrome	0016008	MONDO:0016008	NORD:1139	MONDO:NORD	fetal hydantoin syndrome	NORD:1139	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1139
1140	Fetal Retinoid Syndrome	0016467	MONDO:0016467	NORD:1140	MONDO:NORD	isotretinoin syndrome	NORD:1140	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1140
1141	Fetal Valproate Syndrome	0012275	MONDO:0012275	NORD:1141	MONDO:NORD	fetal valproate syndrome	NORD:1141	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1141
1142	FG Syndrome Type 1	0010590	MONDO:0010590	NORD:1142	MONDO:NORD	FG syndrome 1	NORD:1142	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1142
1143	Fibrodysplasia Ossificans Progressiva	0007606	MONDO:0007606	NORD:1143	MONDO:NORD	fibrodysplasia ossificans progressiva	NORD:1143	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1143
1146	Fibrosing Mediastinitis	0018978	MONDO:0018978	NORD:1146	MONDO:NORD	IgG4-related mediastinitis	NORD:1146	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1146
1147	Fibrous Dysplasia	0000845	MONDO:0000845	NORD:1147	MONDO:NORD	fibrous dysplasia	NORD:1147	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1147
1148	Filariasis	0016075	MONDO:0016075	NORD:1148	MONDO:NORD	filariasis	NORD:1148	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1148
1149	Filippi Syndrome	0010092	MONDO:0010092	NORD:1149	MONDO:NORD	Filippi syndrome	NORD:1149	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1149
1151	Floating Harbor Syndrome	0007621	MONDO:0007621	NORD:1151	MONDO:NORD	Floating-Harbor syndrome	NORD:1151	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1151
1152	Focal Dermal Hypoplasia	0010592	MONDO:0010592	NORD:1152	MONDO:NORD	focal dermal hypoplasia	NORD:1152	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1152
1155	Formaldehyde Poisoning	0023176	MONDO:0023176	NORD:1155	MONDO:NORD	formaldehyde poisoning	NORD:1155	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1155
1159	Fragile X Syndrome	0010383	MONDO:0010383	NORD:1159	MONDO:NORD	fragile X syndrome	NORD:1159	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1159
1160	Fraser Syndrome	0009046	MONDO:0009046	NORD:1160	MONDO:NORD	Fraser syndrome	NORD:1160	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1160
1161	Freeman Sheldon Syndrome	0008675	MONDO:0008675	NORD:1161	MONDO:NORD	Freeman-Sheldon syndrome	NORD:1161	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1161
1164	Frontofacionasal Dysplasia	0009247	MONDO:0009247	NORD:1164	MONDO:NORD	frontofacionasal dysplasia	NORD:1164	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1164
1165	Frontonasal Dysplasia	0016643	MONDO:0016643	NORD:1165	MONDO:NORD	frontonasal dysplasia	NORD:1165	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1165
1166	Fructose Intolerance, Hereditary	0009249	MONDO:0009249	NORD:1166	MONDO:NORD	hereditary fructose intolerance	NORD:1166	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1166
1167	Fryns Syndrome	0009253	MONDO:0009253	NORD:1167	MONDO:NORD	Fryns syndrome	NORD:1167	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1167
1168	Fucosidosis	0009254	MONDO:0009254	NORD:1168	MONDO:NORD	fucosidosis	NORD:1168	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1168
1169	Fukuyama Type Congenital Muscular Dystrophy	0009678	MONDO:0009678	NORD:1169	MONDO:NORD	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	NORD:1169	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1169
1170	Galactosemia	0018116	MONDO:0018116	NORD:1170	MONDO:NORD	galactosemia	NORD:1170	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1170
1171	Galloway-Mowat Syndrome	0009627	MONDO:0009627	NORD:1171	MONDO:NORD	Galloway-Mowat syndrome	NORD:1171	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1171
1173	Gastritis, Giant Hypertrophic	0007652	MONDO:0007652	NORD:1173	MONDO:NORD	gastric mucosal hypertrophy	NORD:1173	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1173
1174	Gastrointestinal Stromal Tumors	0011719	MONDO:0011719	NORD:1174	MONDO:NORD	gastrointestinal stromal tumor	NORD:1174	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1174
1176	Gastroschisis	0009264	MONDO:0009264	NORD:1176	MONDO:NORD	gastroschisis	NORD:1176	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1176
1177	Gaucher Disease	0018150	MONDO:0018150	NORD:1177	MONDO:NORD	Gaucher disease	NORD:1177	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1177
1180	Gerstmann Syndrome	0005773	MONDO:0005773	NORD:1180	MONDO:NORD	Gerstmann syndrome	NORD:1180	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1180
1182	Giant Axonal Neuropathy	0000128	MONDO:0000128	NORD:1182	MONDO:NORD	giant axonal neuropathy	NORD:1182	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1182
1183	Giant Cell Myocarditis	0023232	MONDO:0023232	NORD:1183	MONDO:NORD	giant cell myocarditis	NORD:1183	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1183
1184	Giant Congenital Melanocytic Nevus	0044792	MONDO:0044792	NORD:1184	MONDO:NORD	large congenital melanocytic nevus	NORD:1184	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1184
1186	Glanzmann Thrombasthenia	0100326	MONDO:0100326	NORD:1186	MONDO:NORD	Glanzmann thrombasthenia	NORD:1186	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1186
1187	Glioblastoma	0018177	MONDO:0018177	NORD:1187	MONDO:NORD	glioblastoma	NORD:1187	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1187
1188	Glucose Transporter Type 1 Deficiency Syndrome	0011724	MONDO:0011724	NORD:1188	MONDO:NORD	encephalopathy due to GLUT1 deficiency	NORD:1188	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1188
