mondo_id	xref_genevalidation	xref_source	see_also	xref_source	synonym	synonym_type	xref_source	subset	subset_source
MONDO:0016575	CGGV:assertion_f2622390-3981-4f40-8c28-194fb13dd35a-2022-12-29T200000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016575	MONDO:CLINGEN	primary ciliary dyskinesia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009366	CGGV:assertion_ff67c788-1b69-4da8-84df-f37741c9913f-2022-12-13T200000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009366	MONDO:CLINGEN	normal pressure hydrocephalus	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0025354	CGGV:assertion_5d2e51e3-fec5-4aa8-a093-d316c4feec02-2023-02-09T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0025354	MONDO:CLINGEN	spermatogenic failure, X-linked, 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016575	CGGV:assertion_50ed292f-0044-4c82-9419-a040cbcaf205-2022-06-23T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016575	MONDO:CLINGEN	primary ciliary dyskinesia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013042	CGGV:assertion_ee0e92dc-42db-450e-8e8d-804e5fb4eda8-2023-07-02T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013042	MONDO:CLINGEN	atypical hemolytic-uremic syndrome with B factor anomaly	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016244	CGGV:assertion_b0a234f8-1d8e-4a26-a76f-40219591c75c-2023-07-02T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016244	MONDO:CLINGEN	atypical hemolytic-uremic syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016244	CGGV:assertion_3a5fcd7c-0da5-4ba3-b0c6-2d40f985c418-2023-06-01T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016244	MONDO:CLINGEN	atypical hemolytic-uremic syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012538	CGGV:assertion_3c04b972-6797-42e7-87e8-ee97eb0bbad7-2019-11-25T150139.061Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012538	MONDO:CLINGEN	nemaline myopathy 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0014395	CGGV:assertion_d154f67a-25ce-40d3-9de3-1f001753843a-2022-09-13T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0014395	MONDO:CLINGEN	frontotemporal dementia and/or amyotrophic lateral sclerosis 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019719	CGGCIEX:assertion_3220	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019719	MONDO:CLINGEN	congenital anomaly of kidney and urinary tract	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_5af80ea6-31c6-47d2-a5a5-299380f5593c-2018-07-18T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0032600	CGGV:assertion_0e94c7c1-9c13-4189-8a9f-e9808916526f-2022-03-02T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0032600	MONDO:CLINGEN	Snijders Blok-Campeau syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008965	CGGV:assertion_26ae5799-567b-431b-b981-3bc2f8635802-2018-08-22T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008965	MONDO:CLINGEN	CHARGE syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_3134b4e1-2fee-4025-99af-b2146cc2ccf8-2018-07-16T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016248	CGGCIEX:assertion_8504	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016248	MONDO:CLINGEN	familial ovarian cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016419	CGGCIEX:assertion_8505	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016419	MONDO:CLINGEN	hereditary breast carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016419	CGGCIEX:assertion_8522	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016419	MONDO:CLINGEN	hereditary breast carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016248	CGGCIEX:assertion_8523	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016248	MONDO:CLINGEN	familial ovarian cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0018630	CGGCIEX:assertion_9862	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0018630	MONDO:CLINGEN	hereditary nonpolyposis colon cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010557	CGGV:assertion_d84b01d6-8b3c-4a1e-bd25-68ee6962f374-2020-10-26T124704.094Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010557	MONDO:CLINGEN	choroideremia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010936	CGGV:assertion_287cab44-b8b6-411c-903a-6214ac5e98af-2022-07-12T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010936	MONDO:CLINGEN	frontotemporal dementia and/or amyotrophic lateral sclerosis 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0000030	CGGV:assertion_0f832b8a-af5a-494e-bfdb-70cc619addf1-2020-12-25T015652.186Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0000030	MONDO:CLINGEN	sleep-related hypermotor epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0017615	CGGV:assertion_7916abab-d963-4e9c-8913-1decc21b680c-2020-01-07T050000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0017615	MONDO:CLINGEN	benign familial infantile epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0000030	CGGV:assertion_e3aa0108-5514-48ba-a09c-5506b2030d1f-2020-02-18T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0000030	MONDO:CLINGEN	sleep-related hypermotor epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005027	CGGV:assertion_33edac94-9867-4b3f-9d46-2d7a86f4301b-2023-02-07T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005027	MONDO:CLINGEN	epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0000030	CGGV:assertion_ed365ac2-8cfa-4ae9-8fef-323dd596a22f-2023-02-07T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0000030	MONDO:CLINGEN	sleep-related hypermotor epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100158	CGGV:assertion_c68f759b-0c39-417c-a192-99f9c0e4eeb5-2023-09-21T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100158	MONDO:CLINGEN	CHRNG-associated hypo-akinesia disorder of prenatal onset	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010168	CGGV:assertion_95709038-78a4-4043-a054-9cbe245d2588-2019-02-19T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010168	MONDO:CLINGEN	Usher syndrome type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_d4187cb6-182f-43fc-aeec-d27297c36bdb-2018-02-20T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008855	CGGV:assertion_0dab225e-0bdd-4f96-a351-4e490601ba15-2022-11-03T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008855	MONDO:CLINGEN	MHC class II deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0018105	CGGV:assertion_0a18d59c-c00c-4bb3-b6d6-1e59b92d1313-2018-03-27T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0018105	MONDO:CLINGEN	Wolfram syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005027	CGGV:assertion_ba2a1616-b3d7-4762-a546-c838333db683-2022-03-15T040000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005027	MONDO:CLINGEN	epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019181	CGGV:assertion_54fbcbc8-77d7-4496-8527-1171cdd7452c-2017-10-20T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019181	MONDO:CLINGEN	non-syndromic X-linked intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012676	CGGV:assertion_651b6ac5-131e-48b2-9869-71f2a9b42dbe-2023-10-04T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012676	MONDO:CLINGEN	autosomal recessive osteopetrosis 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_17528cdb-97e0-4128-92de-9e419902aa62-2018-05-01T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100148	CGGV:assertion_3e8ec6b8-5189-43eb-a741-833c77e7ce91-2021-02-16T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100148	MONDO:CLINGEN	X-linked complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016295	CGGV:assertion_6be652b4-092f-4d1c-9606-4dfeb689c4b9-2023-04-04T040000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016295	MONDO:CLINGEN	neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016295	CGGV:assertion_a522b1d6-5ade-4749-94b8-d5426bbe5961-2021-09-08T023930.981Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016295	MONDO:CLINGEN	neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016295	CGGV:assertion_09654b45-6649-4d11-b43e-aeb6d20fb86d-2020-12-01T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016295	MONDO:CLINGEN	neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016295	CGGV:assertion_68775ed0-576e-4ee7-90f2-d16329ecd7c1-2020-09-07T220116.243Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016295	MONDO:CLINGEN	neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009723	CGGV:assertion_789c591d-1de7-4652-a0d1-f895b639233e-2020-11-23T201057.415Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009723	MONDO:CLINGEN	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013588	CGGV:assertion_15291cb2-a541-4f88-91c8-0b441e3b64cb-2018-03-27T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013588	MONDO:CLINGEN	Perrault syndrome 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016485	CGGCIEX:assertion_8400	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016485	MONDO:CLINGEN	Usher syndrome type 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0800405	CGGV:assertion_bdf9374a-2ec6-4852-ac0b-ec1a3e638245-2022-10-06T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0800405	MONDO:CLINGEN	CNGA1-related retinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0800102	CGGV:assertion_39fe36b7-54c3-486b-a9f9-19bce71f096e-2022-02-03T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0800102	MONDO:CLINGEN	CNGA3-related retinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0800403	CGGV:assertion_664a3eaa-0139-4f5a-8f97-a4a7e00ddfd3-2022-09-01T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0800403	MONDO:CLINGEN	CNGB1-related retinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100446	CGGV:assertion_aa7bad05-3d4d-4a69-b4e9-82f9224a77f4-2022-05-24T171317.094Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100446	MONDO:CLINGEN	CNGB3-related retinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100148	CGGV:assertion_420ee599-c745-43b9-b9a9-c80dfd7f68a8-2020-12-16T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100148	MONDO:CLINGEN	X-linked complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009007	CGGV:assertion_e3cedd07-df9e-4838-8a6b-b24b2802f223-2021-08-06T154836.361Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009007	MONDO:CLINGEN	Jalili syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_0684b8e2-5552-44d3-a72e-2022e273e24f-2023-09-19T180000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0032787	CGGV:assertion_91d394c9-60fe-40cb-918b-9790a08873d9-2023-09-30T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0032787	MONDO:CLINGEN	holoprosencephaly 12 with or without pancreatic agenesis	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_585384c5-8958-4934-af26-4040774a644c-2021-08-24T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_716109ea-60b6-48d9-8ab7-b3883063bae0-2022-04-14T180000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_bda9083a-7edc-4102-be62-e1c62d0a6bc2-2022-09-20T180000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_3af732e2-062d-4bb3-a3cd-2045e460dc8f-2021-06-15T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100038	CGGV:assertion_e91dc4be-821d-4f54-acdd-755a25070eec-2021-03-16T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	MONDO:CLINGEN	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0044970	CGGV:assertion_83ca0cfa-10b9-4bd5-86dd-83bef18e33dc-2022-08-15T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0044970	MONDO:CLINGEN	mitochondrial disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_998da390-3e32-4b80-a733-d64d87d5357b-2018-01-05T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013281	CGGV:assertion_6c9f2031-7487-45a5-abbe-ca2d27f1b09c-2023-05-17T180000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013281	MONDO:CLINGEN	COG4-congenital disorder of glycosylation	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_0665772a-ba94-4561-b597-364f7db7e4ca-2018-12-20T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008975	CGGV:assertion_177bddd8-0566-4f80-a9f1-679ca96a7c60-2018-12-20T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008975	MONDO:CLINGEN	otospondylomegaepiphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008975	CGGV:assertion_27b13a91-0a04-4393-bf1c-4f8418154c9b-2018-12-20T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008975	MONDO:CLINGEN	otospondylomegaepiphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_561327b9-7c55-40c3-b83c-5a3ed9d75606-2023-11-15T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0800167	CGGV:assertion_ae24ab5e-a4a9-45eb-a52d-18e6dfebae53-2023-02-28T100000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0800167	MONDO:CLINGEN	Knobloch syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008147	CGGV:assertion_0b093295-1c7c-4526-90eb-d6a9fff1cc75-2021-03-22T211103.977Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008147	MONDO:CLINGEN	osteogenesis imperfecta type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0007244	CGGV:assertion_21b43a7b-79d4-4adf-b1a4-cd26e21ba8fa-2023-09-28T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0007244	MONDO:CLINGEN	Caffey disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019567	CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019567	MONDO:CLINGEN	Ehlers-Danlos syndrome, classic type, 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008146	CGGV:assertion_74914fec-a5c4-437c-8c83-66c9f1df3e6e-2021-03-16T235154.009Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008146	MONDO:CLINGEN	osteogenesis imperfecta type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
