cls	clsLabel	numSuperCls
UBERON:0004376	"fin bone"	1
MONDO:0002631	"conventional osteosarcoma"	1
HP:0010156	"Pseudoepiphysis of the 1st metatarsal"	1
GO:1905215	"negative regulation of RNA binding"	2
http://identifiers.org/hgnc/11720	"TECTA"	1
NCBITaxon:9622	"Lycaon pictus"	1
MONDO:0045058	"ACTH-producing pituitary gland neoplasm"	1
http://identifiers.org/hgnc/29326	"SLC7A14"	1
MONDO:0100458	"MECOM-associated syndrome"	1
UBERON:0005056	"external female genitalia"	2
MONDO:0010462	"syndromic X-linked intellectual disability Chudley-Schwartz type"	1
MONDO:0011313	"megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1"	2
GO:1903037	"regulation of leukocyte cell-cell adhesion"	1
UBERON:0003216	"hard palate"	2
CHEBI:25513	"neutral glycosphingolipid"	1
MONDO:0018923	"22q11.2 deletion syndrome"	5
http://identifiers.org/hgnc/6931	"MC3R"	1
MONDO:0957385	"dystonia 37, early-onset, with striatal lesions"	1
GO:0050881	"musculoskeletal movement"	2
UBERON:0012423	"layer of microvilli"	1
MONDO:0008609	"Tristichiasis"	1
UBERON:0004347	"limb bud"	1
HP:0009258	"Small epiphysis of the distal phalanx of the 4th finger"	3
http://identifiers.org/hgnc/15561	"IL36RN"	1
http://identifiers.org/hgnc/17416	"ADGRV1"	1
MONDO:0010118	"inherited threoninemia"	2
UBERON:0009142	"entire embryonic mesenchyme"	1
UBERON:0007142	"left internal carotid artery"	1
UBERON:0012465	"lumen of terminal part of digestive tract"	1
http://identifiers.org/hgnc/6932	"MC4R"	1
MONDO:0008440	"spastic paraplegia-nephritis-deafness syndrome"	1
http://identifiers.org/hgnc/14450	"LPIN2"	1
MONDO:0013827	"hyperekplexia 3"	1
GO:1905652	"negative regulation of artery morphogenesis"	2
GO:0009890	"negative regulation of biosynthetic process"	2
MONDO:0100111	"focal segmental glomerulosclerosis and neurodevelopmental syndrome"	1
MONDO:0007741	"congenital hydronephrosis"	1
ECTO:3000000	"exposure to organism"	1
ENVO:01001041	"fungi-associated environment"@en	2
MONDO:0016759	"pontocerebellar hypoplasia type 2"	3
GO:0006012	"galactose metabolic process"	1
HP:0025489	"Bladder duplication"	1
MONDO:0100052	"acetazolamide-responsive hereditary episodic ataxia"	1
MONDO:1011421	"complement component 3 deficiency, non-human animal"	1
MONDO:0045022	"disorder of organic acid metabolism"	1
MONDO:0859233	"epidermolysis bullosa, junctional 6, with pyloric atresia"	1
MONDO:0958335	"cutis laxa, autosomal recessive, type 1d"	1
GO:0022836	"gated channel activity"	1
MONDO:0002181	"exostosis"	1
MONDO:0850519	"tetrahydrobiopterin (BH4)-deficient hyperphenylalaninemia"	1
MONDO:0041447	"metastatic malignant neoplasm in the colon"	1
MONDO:0024913	"cattle disease"	1
GO:0045717	"negative regulation of fatty acid biosynthetic process"	4
MONDO:0024455	"autosomal dominant Robinow syndrome 1"	1
MONDO:1012569	"hepatocellular fibrinogen storage disease, cattle"	1
CL:1000306	"fibroblast of tunica adventitia of artery"	2
UBERON:0014763	"fused metatarsal bones 2-4"	2
MONDO:0005651	"arenavirus hemorrhagic fever"	2
MONDO:0020830	"diaphragmitis"	2
CHR:9606-chr2q3	"2q3 (Human)"	1
MONDO:0013775	"thrombomodulin-related bleeding disorder"	3
UBERON:0001971	"gastric juice"	1
MONDO:0011147	"chromosome 18q deletion syndrome"	2
CL:0000842	"mononuclear cell"	2
MONDO:0001438	"postinflammatory pulmonary fibrosis"	1
MONDO:0022942	"deafness mesenteric diverticula of small bowel neuropathy"	1
HP:0100878	"Enlarged uterus"	1
MONDO:0024506	"Adams-Oliver syndrome 1"	2
MONDO:0017318	"phakomatosis pigmentovascularis"	4
HP:0010885	"Avascular necrosis"	1
UBERON:0003833	"abdominal segment muscle"	2
MONDO:0003875	"childhood central nervous system mature teratoma"	2
HP:0010371	"Aplasia/Hypoplasia of the phalanges of the 4th toe"	2
NCBITaxon:2560602	"Mumps orthorubulavirus"	1
MONDO:0035454	"B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome"	2
MONDO:1011946	"congenital joint laxity and dwarfism, non-human animal"	1
MONDO:0017928	"9p13 microdeletion syndrome"	2
HP:0430008	"Accessory eyelid"	1
GO:0060406	"positive regulation of penile erection"	3
MONDO:0700112	"heterotaxy, visceral, 5, autosomal"	1
NCBITaxon:51026	"Oxyuridae"	1
MONDO:0000987	"cholesterolosis of gallbladder"	1
MONDO:0017805	"intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome"	2
MONDO:0012278	"supranuclear palsy, progressive, 2"	1
MONDO:0022965	"desmoplastic infantile ganglioglioma"	1
HP:0030384	"Decreased proportion of marginal zone B cells"	1
HP:0005303	"Aortic arch calcification"	1
GO:0008456	"alpha-N-acetylgalactosaminidase activity"	1
UBERON:0002618	"root of trochlear nerve"	1
NCBITaxon:318546	"Pseudocrenilabrinae"	1
MONDO:1011718	"Kurosawa and Kusanagi hypercholesterolaemia, non-human animal"	1
GO:0050817	"coagulation"	1
GO:0090206	"negative regulation of cholesterol metabolic process"	3
NCBITaxon:5873	"Theileria"	1
CHEBI:6495	"lipoprotein"	2
http://identifiers.org/hgnc/8820	"PDYN"	1
http://identifiers.org/hgnc/8889	"PGAM2"	1
MONDO:0018607	"combined hamartoma of the retina and retinal pigment epithelium"	1
FOODON:03420127	"animal (whole or parts)"@en	1
GO:0032868	"response to insulin"	1
CHEBI:50047	"organic amino compound"	2
MONDO:0009323	"Halothane hepatitis"	1
MONDO:0014333	"polymicrogyria, bilateral perisylvian, autosomal recessive"	2
HP:0004360	"Abnormality of acid-base homeostasis"	1
CL:0002535	"epithelial cell of cervix"	1
GO:0045137	"development of primary sexual characteristics"	1
MONDO:0009396	"hyperparathyroidism, neonatal self-limited primary, with hypercalciuria"	1
NCBITaxon:72274	"Pseudomonadales"	1
GO:0098656	"monoatomic anion transmembrane transport"	2
MONDO:0006638	"acute retinal necrosis syndrome"	2
NCBITaxon:2842407	"Alpharhabdovirinae"	1
MONDO:0012524	"corticosterone methyloxidase type 2 deficiency"	2
CHEBI:60832	"tubulin modulator"	1
MONDO:0019124	"microscopic polyangiitis"	2
HP:0100125	"Enlarged epiphysis of the proximal phalanx of the 2nd toe"	2
UBERON:0005408	"circumventricular organ"	1
http://identifiers.org/hgnc/18821	"LIPI"	1
MONDO:0003389	"epithelial-myoepithelial carcinoma"	1
MONDO:0020641	"respiratory tract neoplasm"	2
MONDO:0006849	"mastitis"	2
http://identifiers.org/hgnc/9343	"PRCC"	1
GO:0051093	"negative regulation of developmental process"	2
MONDO:0014062	"mitochondrial DNA deletion syndrome with progressive myopathy"	2
CL:0011021	"fibroblast of upper back skin"	1
MONDO:1012049	"cerebellar disease, cattle"	1
UBERON:0000941	"cranial nerve II"	2
CL:4033049	"taste receptor cell of tongue"	3
MONDO:0005736	"eastern equine encephalitis"	1
MONDO:0019419	"X-linked intellectual disability-macrocephaly-macroorchidism syndrome"	1
http://identifiers.org/hgnc/5956	"IHH"	1
MONDO:0007755	"hyperimmunoglobulin G1(A1) syndrome"	1
MONDO:0004302	"chief cell adenoma"	1
HP:0004232	"Accessory carpal bones"	2
MONDO:0018096	"Weill-Marchesani syndrome"	4
http://identifiers.org/hgnc/17208	"BICD2"	1
MONDO:0009960	"inflammatory bowel disease 1"	1
MONDO:0957225	"neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities"	1
MONDO:0007154	"arteriovenous malformations of the brain"	2
MONDO:0003024	"breast angiosarcoma"	2
MONDO:0032766	"hypoalphalipoproteinemia, primary, 2"	1
MONDO:0001197	"qualitative platelet defect"	1
MONDO:0010981	"absent tibia-polydactyly-arachnoid cyst syndrome"	3
MONDO:0005791	"herpangina"	1
MONDO:0001328	"thyroid hormone resistance syndrome"	1
PATO:0001928	"blistered"	1
CL:0002115	"B220-positive CD38-positive unswitched memory B cell"	1
MONDO:0015231	"Bartter syndrome"	3
MONDO:0008564	"DiGeorge syndrome"	5
HP:3000043	"Abnormal facial vein morphology"	3
MONDO:0024659	"colorectal Kaposi sarcoma"	4
MONDO:0001182	"idiopathic corneal edema"	2
MONDO:1010113	"glucocorticoid resistance, non-human animal"	2
HP:0005209	"Intrahepatic bile duct cysts"	1
GO:0046886	"positive regulation of hormone biosynthetic process"	3
CHEBI:27026	"toxin"	2
MONDO:0043783	"sclerema neonatorum"	1
HP:0410214	"Hypercapnia in cord blood"	1
MONDO:0003801	"corneal intraepithelial neoplasm"	2
CL:0000492	"CD4-positive helper T cell"	1
http://identifiers.org/hgnc/19125	"FGD4"	1
MONDO:0009253	"Fryns syndrome"	2
http://identifiers.org/ncbigene/101083010	"LTBP2"	1
MONDO:0021057	"classic or attenuated familial adenomatous polyposis"	1
FOODON:03315173	"fish product (unspecified species)"@en	1
MONDO:0005747	"enterovirus infectious disease"	1
HP:0000160	"Narrow mouth"	1
UBERON:0014686	"angular vein"	2
MONDO:0023575	"Krauss Herman Holmes syndrome"	2
UBERON:0001308	"external iliac artery"	1
ENVO:00003074	"manufactured product"	1
NCBITaxon:169417	"Lutrinae"	1
GO:0007600	"sensory perception"	2
MONDO:0009994	"alveolar rhabdomyosarcoma"	1
HP:0000561	"Absent eyelashes"	2
http://identifiers.org/hgnc/11027	"SLC4A1"	1
MONDO:0021138	"bone marrow cancer"	3
MONDO:1012344	"familial convulsions and ataxia, cattle"	1
MONDO:0005660	"Avulavirus infectious disease"	1
NCBITaxon:2732527	"Chitovirales"	1
MONDO:0043191	"radial defect robin sequence"	1
MONDO:0000316	"opportunistic bacterial infectious disease"	1
HP:0010716	"3-5 toe syndactyly"	1
MONDO:0016528	"limb body wall complex"	1
MONDO:0006464	"thyroid gland mucosa-associated lymphoid tissue lymphoma"	1
MONDO:0004792	"cancer of isthmus of fallopian tube"	1
HP:0006385	"Short lower limbs"	1
MONDO:0002871	"testicular trophoblastic tumor"	3
MONDO:0005366	"chronic hepatitis B virus infection"	1
MONDO:0012107	"neuropathy, hereditary sensory and autonomic, adult-onset, with anosmia"	1
MONDO:0000378	"malignant Sertoli cell tumor"	2
NCBITaxon:9857	"Capreolus"	1
MONDO:0006688	"byssinosis"	1
GO:0043020	"NADPH oxidase complex"	2
NCBITaxon:1723728	"unclassified Polyomaviridae"	1
MONDO:0013069	"autosomal recessive optic atrophy, OPA7 type"	2
MONDO:0957536	"intellectual developmental disorder, autosomal dominant 73"	1
MONDO:0006077	"adrenal medullary hyperplasia"	2
GO:0006417	"regulation of translation"	2
MONDO:0024541	"trichohepatoenteric syndrome 1"	1
MONDO:0040732	"Pseudomonas aeruginosa infectious disease"	1
HP:0004364	"Abnormal circulating nitrogen compound concentration"	1
MONDO:0002885	"erythrasma"	1
UBERON:0013148	"early midbrain vesicle"	1
HP:3000050	"Abnormal odontoid tissue morphology"	2
NCBITaxon:7197	"Psychodidae"	1
HP:0002778	"Abnormal tracheal morphology"	1
MONDO:0009264	"gastroschisis"	1
MONDO:0002032	"colon carcinoma"	3
NCBITaxon:66360	"Cochliomyia"	1
GO:0014831	"gastro-intestinal system smooth muscle contraction"	1
UBERON:0004176	"external genitalia"	1
HP:0008714	"Ureterovesical stenosis"	1
HP:0003225	"Reduced coagulation factor V activity"	1
GO:2000155	"positive regulation of cilium-dependent cell motility"	2
MF:0000076	"intentional modality"@en	1
HP:0004299	"Hernia of the abdominal wall"	2
MONDO:0015467	"craniosynostosis, Philadelphia type"	1
HP:0100063	"Small epiphyses of the 3rd toe"	2
MONDO:0044907	"metastatic squamous cell carcinoma"	2
MONDO:0008456	"spinocerebellar ataxia with rigidity and peripheral neuropathy"	1
http://identifiers.org/hgnc/11610	"TCAP"	1
NBO:0000024	"sleeping behavior"	2
MONDO:0017312	"Perrault syndrome"	3
MONDO:0016103	"isolated asymptomatic elevation of creatine phosphokinase"	2
MONDO:0800462	"FHL1-related myopathy"	2
MONDO:0013688	"linear and whorled nevoid hypermelanosis"	3
MONDO:0015942	"frontometaphyseal dysplasia"	1
MONDO:0024392	"anaerobic balanitis"	2
HP:0031481	"Abnormal mitral valve physiology"	1
MONDO:0004605	"chronic ulcer of skin"	1
HsapDv:0000226	"prime adult stage"	1
MONDO:0032765	"bleeding disorder, platelet-type, 22"	1
UBERON:0013231	"sebaceous gland of eyelid"	2
NCBITaxon:33259	"Toxocaridae"	1
UBERON:0014874	"distal epiphysis of distal phalanx of pedal digit 4"	1
UBERON:0014875	"distal epiphysis of distal phalanx of pedal digit 5"	1
UBERON:0014871	"distal epiphysis of distal phalanx of pedal digit 1"	1
UBERON:0014873	"distal epiphysis of distal phalanx of pedal digit 3"	1
UBERON:0014872	"distal epiphysis of distal phalanx of pedal digit 2"	1
UBERON:0004544	"epididymis epithelium"	4
UBERON:0011757	"differentiated genital tubercle"	1
MONDO:0019476	"primary cutaneous peripheral T-cell lymphoma not otherwise specified"	1
MONDO:0012880	"hypogonadotropic hypogonadism 5 with or without anosmia"	1
MONDO:0019730	"light chain deposition disease"	1
UBERON:0007684	"uriniferous tubule"	3
MONDO:0002287	"glandular cystitis"	1
MONDO:0009498	"lethal Kniest-like dysplasia"	2
UBERON:0018142	"caudal vertebra endochondral element"	2
CL:2000086	"neocortex basket cell"	2
GO:1901334	"lactone metabolic process"	1
MONDO:0001126	"gastric ulcer"	2
HP:0004020	"Irregular ossification of the radial metaphysis"	2
HP:0006660	"Aplastic clavicle"	1
UBERON:5106050	"digit 3 digitopodial skeleton"	1
HP:0010933	"Hyperxanthinemia"	1
http://identifiers.org/hgnc/4138	"GANAB"	1
CHR:9606-chr5q31.3	"5q31.3 (Human)"	1
MONDO:0020419	"pulmonary artery hypoplasia"	1
MONDO:1010448	"dilated cardiomyopathy, dog"	2
http://identifiers.org/hgnc/8086	"OAS1"	1
http://identifiers.org/hgnc/1161	"CEP55"	1
MONDO:0009801	"familial osteodysplasia, Anderson type"	3
GO:0051050	"positive regulation of transport"	2
MONDO:0043183	"podder-tolmie syndrome"	1
HP:0001290	"Generalized hypotonia"	1
HP:0000197	"Abnormal parotid gland morphology"	1
MONDO:0025152	"non-human ape disease"	1
MONDO:1010651	"Pelger-Huet anomaly, domestic cat"	1
MONDO:0001811	"tetanic cataract"	1
MONDO:0019192	"AKT2-related familial partial lipodystrophy"	1
GO:0048878	"chemical homeostasis"	1
GO:0045840	"positive regulation of mitotic nuclear division"	3
HP:0003676	"Progressive"	1
GO:0002088	"lens development in camera-type eye"	1
UBERON:0010912	"subdivision of skeleton"	1
MONDO:0000371	"oral cavity carcinoma in situ"	2
MONDO:0019587	"autosomal dominant nonsyndromic hearing loss"	3
CHEBI:32761	"L-tyrosinate(2-)"	1
MONDO:0005579	"epilepsy, idiopathic generalized"	3
MONDO:0001308	"corneal deposit"	1
MONDO:0006565	"juvenile dermatitis herpetiformis"	1
MONDO:0023603	"hereditary disorder of connective tissue"	2
CL:1000467	"chromaffin cell of left ovary"	1
MONDO:0004549	"cork-handlers' disease"	2
MONDO:0007826	"incisors, shovel-shaped"	1
UBERON:0001268	"peritoneal fluid"	3
MONDO:0005381	"bone disorder"	1
MONDO:0006502	"acute respiratory distress syndrome"	2
MONDO:0013502	"amyloidosis, primary localized cutaneous, 2"	1
MONDO:0005316	"bacterial vaginosis"	2
MONDO:0012561	"congenital anomalies of kidney and urinary tract 1"	1
MONDO:1011441	"mast cell tumor, non-human animal"	2
MONDO:0009464	"immunodeficiency with defective T-cell response to interleukin 1"	1
GO:0046031	"ADP metabolic process"	2
MONDO:0033639	"mitochondrial complex 4 deficiency, nuclear type 10"	1
MONDO:0007996	"microphthalmia, isolated, with corectopia"	1
ECTO:9001747	"exposure to immunosuppressive agent"	1
MONDO:0033543	"cone-rod synaptic disorder syndrome, congenital nonprogressive"	1
UBERON:0005145	"metanephric comma-shaped body"	1
MONDO:0011279	"autosomal recessive nonsyndromic hearing loss 17"	1
UBERON:0001763	"odontogenic papilla"	2
MONDO:0006365	"Peutz-Jeghers polyp"	1
MONDO:1012560	"dysplastic gangliocytoma of the cerebellum, domestic cat"	1
GO:0046888	"negative regulation of hormone secretion"	4
HP:0000651	"Diplopia"	1
NCBITaxon:317865	"Rickettsia conorii subsp. indica"	1
MONDO:0005616	"pulmonary mucoepidermoid carcinoma"	2
MONDO:0013724	"bacteremia, susceptibility to, 2"	1
GO:0050776	"regulation of immune response"	2
MONDO:0013718	"nephronophthisis 13"	1
MONDO:0030513	"dystonia 33"	1
http://identifiers.org/hgnc/25396	"FREM2"	1
MONDO:0006181	"digestive system carcinoma"	2
GO:0060761	"negative regulation of response to cytokine stimulus"	2
MONDO:0957825	"deafness, autosomal recessive 121"	1
GO:0014060	"regulation of epinephrine secretion"	1
GO:0010513	"positive regulation of phosphatidylinositol biosynthetic process"	3
HP:0004372	"Reduced consciousness"	1
UBERON:0003320	"mesenchyme of hip"	1
HP:0003635	"Loss of subcutaneous adipose tissue in limbs"	1
GO:0006446	"regulation of translational initiation"	1
UBERON:0035038	"carpal tunnel"	1
UBERON:0001218	"middle colic vein"	1
MONDO:0005461	"endometrium adenocarcinoma"	2
CL:0002236	"basal epithelial cell of prostatic duct"	2
MONDO:0017441	"congenital absence of upper arm and forearm with hand present"	2
MONDO:1010140	"alopecia areata, non-human animal"	1
MONDO:0001635	"bladder squamous papilloma"	2
HP:0010331	"Aplasia/Hypoplasia of the 3rd toe"	2
MONDO:0015840	"complete septate uterus"	1
http://identifiers.org/hgnc/5438	"IFNG"	1
UBERON:0004151	"cardiac chamber"	2
UBERON:0010394	"lymphocyte domain"	2
HP:0001913	"Granulocytopenia"	1
GO:1902117	"positive regulation of organelle assembly"	3
MONDO:0011463	"polyneuropathy, lethal neonatal, axonal sensorimotor, autosomal recessive"	1
MONDO:0013723	"bacteremia, susceptibility to, 1"	1
HP:0009026	"Hypoplasia of latissimus dorsi muscle"	1
MONDO:0003413	"hair follicle neoplasm"	2
HP:0010755	"Asymmetry of the maxilla"	1
MONDO:0004535	"childhood choriocarcinoma of the ovary"	4
MONDO:1010930	"myotubular myopathy 1, domestic cat"	1
CHEBI:17485	"homocystine"	1
MONDO:0007090	"amastia, bilateral, with ureteral triplication and dysmorphism"	1
CHEBI:35516	"cholestane"	1
UBERON:0011824	"fibrous connective tissue"	1
MONDO:0013744	"cataract 37"	1
MONDO:0014984	"lung disease, immunodeficiency, and chromosome breakage syndrome;"	1
MONDO:0024985	"sheep disease"	1
UBERON:0003126	"trachea"	1
MONDO:0016099	"overlap myositis"	1
MONDO:0060781	"Preeyasombat-Varavithya syndrome"	1
MONDO:0009790	"Opticocochleodentate degeneration"	1
MONDO:0018483	"secondary pulmonary alveolar proteinosis"	1
NCBITaxon:11083	"Powassan virus"	1
HP:0008715	"Testicular dysgenesis"	1
http://identifiers.org/hgnc/7602	"MYO5A"	1
http://identifiers.org/hgnc/7603	"MYO5B"	1
MONDO:0019462	"splenic marginal zone lymphoma"	1
CHEBI:35238	"amino acid zwitterion"	1
NCBITaxon:35460	"Chlorellales"	1
MONDO:0001678	"intestinal tuberculosis"	2
HP:0010500	"Hyperextensibility of the knee"	1
MONDO:0011765	"multiple epiphyseal dysplasia type 5"	1
MONDO:0009883	"alpha-2-plasmin inhibitor deficiency"	3
http://identifiers.org/hgnc/9594	"PTGER2"	1
MONDO:0005033	"ganglioneuroma"	6
MONDO:0006773	"gonadal tissue neoplasm"	1
MONDO:0010597	"glutamyl ribose-5-phosphate storage disease"	1
MONDO:0018309	"Hirschsprung disease"	3
UBERON:0016510	"epithelium of male urethra"	1
MONDO:0001737	"tetanus neonatorum"	1
CL:0000593	"androgen secreting cell"	1
http://identifiers.org/hgnc/25118	"OTULIN"	1
MONDO:0009727	"atelosteogenesis type II"	3
MONDO:0027666	"codeine toxicity"	1
HP:0003414	"Atlantoaxial dislocation"	1
MONDO:0035707	"blepharophimosis-intellectual disability syndrome/genitopatellar overlap syndrome"	1
http://identifiers.org/hgnc/5173	"HRAS"	1
MONDO:0015805	"intestinal botulism"	1
UBERON:0009472	"axilla"	1
MONDO:0044995	"parasympathetic nervous system disorder"	1
UBERON:0002334	"submandibular duct"	1
MONDO:0006429	"splenic hodgkin lymphoma"	1
MONDO:0017427	"congenital deformities of limbs"	1
MONDO:0002669	"ampullary signet ring cell adenocarcinoma"	2
GO:0048845	"venous blood vessel morphogenesis"	1
HP:0500219	"Abnormal CSF tyrosine concentration"	1
MONDO:0008916	"cardiomyopathy associated with myopathy and sudden death"	1
PATO:0000963	"opaque"	1
http://identifiers.org/hgnc/20603	"DHDDS"	1
MONDO:0044313	"intellectual disability, autosomal recessive 60"	1
MONDO:0005962	"skeletal tuberculosis"	2
MONDO:1010153	"Darier disease, non-human animal"	1
MONDO:0017407	"deficiency in anterior pituitary function - variable immunodeficiency syndrome"	2
CL:1000303	"fibroblast of areolar connective tissue"	1
MONDO:1012452	"intestinal cobalamin (vitamin B12) malabsorption, domestic cat"	1
NCBITaxon:114277	"spotted fever group"	1
MONDO:1012298	"displaced abomasum, water buffalo"	1
MONDO:1010172	"alpha-mannosidosis, non-human animal"	5
MONDO:0010037	"sodium-potassium-ATPase activity of red cell"	1
GO:0032786	"positive regulation of DNA-templated transcription, elongation"	2
CL:1000681	"kidney cortex interstitial cell"	2
MONDO:0014645	"BENTA disease"	1
GO:0051650	"establishment of vesicle localization"	3
GO:0055007	"cardiac muscle cell differentiation"	2
MONDO:0019630	"congenital ectropion uveae"	1
MONDO:0010723	"retinitis pigmentosa 2"	2
MONDO:0003813	"ovarian papillary tumor"	2
MONDO:0014307	"Dowling-Degos disease 4"	1
CHEBI:48355	"non-polar solvent"	1
CHEBI:50733	"nutraceutical"	1
MONDO:0005367	"heroin dependence"	1
HP:0001298	"Encephalopathy"	1
MONDO:0859570	"braddock-carey syndrome 2"	1
UBERON:0000203	"pallium"	1
MONDO:0008864	"Biemond syndrome type 2"	1
UBERON:0010581	"pedal digit 2 phalanx pre-cartilage condensation"	2
MONDO:0035821	"isolated female hypospadias"	1
MONDO:0007275	"carpal tunnel syndrome"	2
MONDO:0000214	"hypermanganesemia with dystonia"	1
GO:0051966	"regulation of synaptic transmission, glutamatergic"	1
NCBITaxon:1491	"Clostridium botulinum"	1
NCBITaxon:948	"Anaplasma phagocytophilum"	1
HP:0100167	"Triangular epiphysis of the proximal phalanx of the 3rd toe"	2
MONDO:0017587	"onychomatricoma"	1
HP:0012092	"Abnormality of exocrine pancreas physiology"	1
MONDO:0006965	"secondary hypertrophic osteoarthropathy"	1
SO:0000056	"hypoploid"	1
UBERON:0004796	"prostate gland secretion"	1
MONDO:0002351	"glottis cancer"	2
MONDO:0012913	"Wilms tumor, aniridia, genitourinary anomalies, intellectual disability, and obesity syndrome"	1
UBERON:2001073	"axial vasculature"	1
MONDO:0013445	"complement component 9 deficiency"	2
UBERON:0001442	"skeleton of manus"	1
MONDO:0013132	"hereditary spastic paraplegia 36"	1
MONDO:0030961	"Olmsted syndrome 2"	1
HP:0007700	"Ocular anterior segment dysgenesis"	1
UBERON:0001515	"thoracic aorta"	1
MONDO:0020490	"mosaic trisomy 9"	2
MONDO:0006190	"endolymphatic sac tumor"	2
http://identifiers.org/hgnc/39080	"KCNJ18"	1
MONDO:0008449	"spina bifida"	3
MONDO:0006372	"pituicytoma"	4
MONDO:0060585	"neuronopathy, distal hereditary motor, type 9"	1
MONDO:0008639	"vascular helix of umbilical cord"	1
MONDO:0035529	"infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia"	2
CHEBI:33672	"heterobicyclic compound"	2
MONDO:0024863	"small size posterior uveal melanoma"	1
http://identifiers.org/hgnc/18233	"BANK1"	1
GO:1903561	"extracellular vesicle"	2
NCBITaxon:33090	"Viridiplantae"	1
UBERON:0013636	"epithelium of intestinal villus"	1
MONDO:0958231	"neurodevelopmental disorder with motor abnormalities, seizures, and facial dysmorphism"	1
MONDO:0015023	"MYPN-related myopathy"	1
HP:0000042	"Absent external genitalia"	1
MONDO:0020547	"chronic graft versus host disease"	1
MONDO:0019975	"pellagra"	2
CL:1001517	"stomach enteroendocrine cell"	2
UBERON:0006133	"funiculus of neuraxis"	2
MONDO:0018555	"hypogonadotropic hypogonadism"	2
GO:0045862	"positive regulation of proteolysis"	2
NCBITaxon:1329799	"Archelosauria"	1
MONDO:0017627	"congenital hereditary facial paralysis-variable hearing loss syndrome"	2
MONDO:0016982	"angiosarcoma"	2
http://identifiers.org/hgnc/4948	"HLA-DRB1"	1
MONDO:1012176	"myasthenia, domestic cat"	1
MONDO:0020680	"acute bronchiolitis"	2
GO:0016774	"phosphotransferase activity, carboxyl group as acceptor"	1
GO:0006855	"xenobiotic transmembrane transport"	2
CL:4033009	"goblet cell of epithelium of lobar bronchus"	2
SO:0000578	"snoRNA_encoding"	1
UBERON:0013632	"sesamoid cartilage"	2
MONDO:0012718	"hypotonia with lactic acidemia and hyperammonemia"	1
MONDO:0700118	"proximal chromosome 18q deletion syndrome"	1
MONDO:0025598	"pneumonia caused by chlamydia"	2
UBERON:0005233	"medial-nasal process ectoderm"	3
UBERON:8410036	"medullary venule of lymph node"	1
MONDO:0958018	"leukodystrophy, hypomyelinating, 27"	1
MONDO:0005652	"Arterivirus infectious disease"	1
MONDO:0007507	"absence of fingerprints-congenital milia syndrome"	2
GO:0001705	"ectoderm formation"	1
MONDO:0958091	"cleft palate-congenital heart defect-intellectual disability syndrome"	2
HP:0003107	"Abnormal circulating cholesterol concentration"	1
NCBITaxon:7864	"Chimaeriformes"	1
http://identifiers.org/hgnc/753	"ASNS"	1
CL:0000307	"tracheal epithelial cell"	1
MONDO:0017236	"rapidly progressive glomerulonephritis"	1
http://identifiers.org/hgnc/9906	"RBFOX2"	1
MONDO:0016658	"8p23.1 microdeletion syndrome"	2
MONDO:0019230	"inborn disorder of ornithine or proline metabolism"	1
MONDO:0016798	"ataxia neuropathy spectrum"	1
MONDO:0013865	"mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency"	1
UBERON:0009500	"periotic mesenchyme"	1
http://identifiers.org/hgnc/6081	"INS"	1
HP:0011032	"Abnormality of fluid regulation"	1
http://identifiers.org/hgnc/18658	"NUP205"	1
http://identifiers.org/hgnc/10521	"SAG"	1
MONDO:0005015	"diabetes mellitus"	2
CHR:9606-chr11q2	"11q2 (Human)"	1
MONDO:0003744	"spindle cell intraocular melanoma"	3
MONDO:0001579	"corneal staphyloma"	1
MONDO:0003707	"distal biliary tract carcinoma"	1
UBERON:0009577	"metencephalon sulcus limitans"	1
HP:0008607	"Progressive conductive hearing impairment"	1
UBERON:0003506	"chest blood vessel"	1
NCBITaxon:1485	"Clostridium"	1
MONDO:0060752	"neurodevelopmental disorder with spasticity and poor growth"	1
MONDO:0011183	"Paget disease of bone 2, early-onset"	2
MONDO:1012169	"lower motor neuron disease, pig"	1
GO:0007268	"chemical synaptic transmission"	1
HP:0005918	"Abnormal finger phalanx morphology"	1
MONDO:0010264	"X-linked adrenal hypoplasia congenita"	5
MONDO:1011783	"alpha fucosidosis, non-human animal"	1
MONDO:0012907	"blindness - scoliosis - arachnodactyly syndrome"	2
MONDO:0000340	"bulbospinal polio"	1
MONDO:0001999	"primary pulmonary hypertension"	1
HP:0009499	"Abnormality of the epiphysis of the distal phalanx of the 2nd finger"	3
GO:0098647	"collagen beaded filament"	1
MONDO:0014176	"hypotonia, infantile, with psychomotor retardation and characteristic facies"	3
MONDO:0006102	"basaloid carcinoma"	1
MONDO:0005476	"atrioventricular node disorder"	1
MONDO:0000807	"latex allergy"	1
MONDO:0850144	"germ cell benign neoplasm"	2
UBERON:0001817	"lacrimal gland"	4
MONDO:0016735	"papillary glioneuronal tumor"	1
CL:0011001	"spinal cord motor neuron"	2
HP:0025016	"Abnormal capillary morphology"	1
