Mondo ID	Disease label	Synonym	ClinGen Preferred subset tag
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011225	severe combined immunodeficiency due to DCLRE1C deficiency	severe combined immunodeficiency due to DCLRE1C deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018838	lissencephaly spectrum disorders	lissencephaly spectrum disorders	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010239	lissencephaly type 1 due to doublecortin gene mutation	lissencephaly type 1 due to doublecortin gene mutation	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009846	pentosuria	pentosuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010213	xeroderma pigmentosum group E	xeroderma pigmentosum group E	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012256	hereditary spastic paraplegia 28	hereditary spastic paraplegia 28	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013789	DDOST-CDG	DDOST-CDG	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020119	X-linked syndromic intellectual disability	X-linked syndromic intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010497	intellectual disability, X-linked 102	intellectual disability, X-linked 102	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014809	DDX41-related hematologic malignancy predisposition syndrome	DDX41-related hematologic malignancy predisposition syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014464	progressive encephalopathy with leukodystrophy due to DECR deficiency	progressive encephalopathy with leukodystrophy due to DECR deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020310	familial focal epilepsy with variable foci	familial focal epilepsy with variable foci	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018943	myofibrillar myopathy	myofibrillar myopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011076	myofibrillar myopathy 1	myofibrillar myopathy 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014005	immunoglobulin-mediated membranoproliferative glomerulonephritis	immunoglobulin-mediated membranoproliferative glomerulonephritis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009636	mitochondrial DNA depletion syndrome 3	mitochondrial DNA depletion syndrome 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010035	Smith-Lemli-Opitz syndrome	Smith-Lemli-Opitz syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009903	postaxial acrofacial dysostosis	postaxial acrofacial dysostosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008774	2-aminoadipic 2-oxoadipic aciduria	2-aminoadipic 2-oxoadipic aciduria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0044635	diaph1-related sensorineural hearing loss-thrombocytopenia syndrome	diaph1-related sensorineural hearing loss-thrombocytopenia syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0021944	auditory neuropathy	auditory neuropathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011014	pleuropulmonary blastoma	pleuropulmonary blastoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017288	DICER1 syndrome	DICER1 syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005212	rhabdomyosarcoma	rhabdomyosarcoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009965	Perlman syndrome	Perlman syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100152	DKC1-related disorder	DKC1-related disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010584	dyskeratosis congenita, X-linked	dyskeratosis congenita, X-linked	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	pyruvate dehydrogenase E3 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019181	non-syndromic X-linked intellectual disability	non-syndromic X-linked intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010452	intellectual disability, X-linked 90	intellectual disability, X-linked 90	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0032877	neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures	neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	split hand-foot malformation 1 with sensorineural hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	split hand-foot malformation 1 with sensorineural hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016106	progressive muscular dystrophy	progressive muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010542	dilated cardiomyopathy 3B	dilated cardiomyopathy 3B	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010679	Duchenne muscular dystrophy	Duchenne muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011610	dimethylglycine dehydrogenase deficiency	dimethylglycine dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009430	hypophosphatemic rickets, autosomal recessive, 1	hypophosphatemic rickets, autosomal recessive, 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013174	primary ciliary dyskinesia 13	primary ciliary dyskinesia 13	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013979	primary ciliary dyskinesia 19	primary ciliary dyskinesia 19	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012748	primary ciliary dyskinesia 7	primary ciliary dyskinesia 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012085	primary ciliary dyskinesia 3	primary ciliary dyskinesia 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009484	primary ciliary dyskinesia 1	primary ciliary dyskinesia 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012906	primary ciliary dyskinesia 9	primary ciliary dyskinesia 9	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0054842	polycystic kidney disease 6 with or without polycystic liver disease	polycystic kidney disease 6 with or without polycystic liver disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0004691	autosomal dominant polycystic kidney disease	autosomal dominant polycystic kidney disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0044304	hyperphenylalaninemia due to DNAJC12 deficiency	hyperphenylalaninemia due to DNAJC12 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012435	3-methylglutaconic aciduria type 5	3-methylglutaconic aciduria type 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019260	adult neuronal ceroid lipofuscinosis	adult neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014231	juvenile onset Parkinson disease 19A	juvenile onset Parkinson disease 19A	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016021	obsolete early infantile epileptic encephalopathy	obsolete early infantile epileptic encephalopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100062	developmental and epileptic encephalopathy	developmental and epileptic encephalopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013726	encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008048	autosomal dominant centronuclear myopathy	autosomal dominant centronuclear myopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015626	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011397	autosomal dominant cerebellar ataxia, deafness and narcolepsy	autosomal dominant cerebellar ataxia, deafness and narcolepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014382	tall stature-intellectual disability-facial dysmorphism syndrome	tall stature-intellectual disability-facial dysmorphism syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100062	developmental and epileptic encephalopathy	developmental and epileptic encephalopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014371	developmental and epileptic encephalopathy, 23	developmental and epileptic encephalopathy, 23	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009478	combined immunodeficiency due to DOCK8 deficiency	combined immunodeficiency due to DOCK8 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009690	congenital myasthenic syndrome 10	congenital myasthenic syndrome 10	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015286	congenital disorder of glycosylation	congenital disorder of glycosylation	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012123	congenital disorder of glycosylation type 1E	congenital disorder of glycosylation type 1E	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013049	DPM3-CDG	DPM3-CDG	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014580	intellectual disability, autosomal dominant 33	intellectual disability, autosomal dominant 33	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009111	dihydropyrimidinuria	dihydropyrimidinuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016342	familial isolated arrhythmogenic right ventricular dysplasia	familial isolated arrhythmogenic right ventricular dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012506	arrhythmogenic right ventricular dysplasia 11	arrhythmogenic right ventricular dysplasia 11	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013136	hereditary hypotrichosis with recurrent skin vesicles	hereditary hypotrichosis with recurrent skin vesicles	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020643	autism susceptibility 1	autism susceptibility 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014236	Ehlers-Danlos syndrome, musculocontractural type 2	Ehlers-Danlos syndrome, musculocontractural type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016342	familial isolated arrhythmogenic right ventricular dysplasia	familial isolated arrhythmogenic right ventricular dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012434	arrhythmogenic right ventricular dysplasia 10	arrhythmogenic right ventricular dysplasia 10	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011932	hypotrichosis 6	hypotrichosis 6	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005045	hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011581	arrhythmogenic cardiomyopathy with woolly hair and keratoderma	arrhythmogenic cardiomyopathy with woolly hair and keratoderma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011831	arrhythmogenic right ventricular dysplasia 8	arrhythmogenic right ventricular dysplasia 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016342	familial isolated arrhythmogenic right ventricular dysplasia	familial isolated arrhythmogenic right ventricular dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018849	dentinogenesis imperfecta	dentinogenesis imperfecta	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013559	Hermansky-Pudlak syndrome 7	Hermansky-Pudlak syndrome 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016761	spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013127	asphyxiating thoracic dystrophy 3	asphyxiating thoracic dystrophy 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014214	short-rib thoracic dysplasia 8 with or without polydactyly	short-rib thoracic dysplasia 8 with or without polydactyly	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013971	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0026782	chondrodysplasia punctata 2, X-linked dominant	chondrodysplasia punctata 2, X-linked dominant	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014563	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	X-linked hypohidrotic ectodermal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013201	Waardenburg syndrome type 4B	Waardenburg syndrome type 4B	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010192	Waardenburg syndrome type 4A	Waardenburg syndrome type 4A	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007471	Doyne honeycomb retinal dystrophy	Doyne honeycomb retinal dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005027	epilepsy	epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010570	craniofrontonasal syndrome	craniofrontonasal syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	mandibulofacial dysostosis-microcephaly syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005233	non-small cell lung carcinoma	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012455	Kleefstra syndrome	Kleefstra syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0027407	Kleefstra syndrome 1	Kleefstra syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009192	Wolcott-Rallison syndrome	Wolcott-Rallison syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011380	leukoencephalopathy with vanishing white matter	leukoencephalopathy with vanishing white matter	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011380	leukoencephalopathy with vanishing white matter	leukoencephalopathy with vanishing white matter	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009998	Richieri Costa-Pereira syndrome	Richieri Costa-Pereira syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0001475	neutropenia	neutropenia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008504	supravalvular aortic stenosis	supravalvular aortic stenosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010680	X-linked Emery-Dreifuss muscular dystrophy	X-linked Emery-Dreifuss muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016830	Emery-Dreifuss muscular dystrophy	Emery-Dreifuss muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010011	schizencephaly	schizencephaly	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019180	hereditary hemorrhagic telangiectasia	hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008276	generalized juvenile polyposis/juvenile polyposis coli	generalized juvenile polyposis/juvenile polyposis coli	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008535	telangiectasia, hereditary hemorrhagic, type 1	telangiectasia, hereditary hemorrhagic, type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013046	glycogen storage disease due to muscle beta-enolase deficiency	glycogen storage disease due to muscle beta-enolase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013219	hypophosphatemic rickets, autosomal recessive, 2	hypophosphatemic rickets, autosomal recessive, 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013364	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012985	hereditary spherocytosis type 5	hereditary spherocytosis type 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013196	colorectal cancer, hereditary nonpolyposis, type 8	colorectal cancer, hereditary nonpolyposis, type 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016419	hereditary breast carcinoma	hereditary breast carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005835	Lynch syndrome	Lynch syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013184	congenital diarrhea 5 with tufting enteropathy	congenital diarrhea 5 with tufting enteropathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018630	hereditary nonpolyposis colon cancer	hereditary nonpolyposis colon cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009697	Lafora disease	Lafora disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014428	autosomal recessive nonsyndromic deafness 102	autosomal recessive nonsyndromic deafness 102	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014223	amyotrophic lateral sclerosis type 19	amyotrophic lateral sclerosis type 19	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012554	cerebrooculofacioskeletal syndrome 4	cerebrooculofacioskeletal syndrome 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010212	xeroderma pigmentosum group D	xeroderma pigmentosum group D	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012531	xeroderma pigmentosum group B	xeroderma pigmentosum group B	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010215	xeroderma pigmentosum group F	xeroderma pigmentosum group F	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010216	xeroderma pigmentosum group G	xeroderma pigmentosum group G	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014317	pancytopenia-developmental delay syndrome	pancytopenia-developmental delay syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019569	Cockayne syndrome type 1	Cockayne syndrome type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010929	craniosynostosis 4	craniosynostosis 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0004976	amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100253	Roberts-SC phocomelia syndrome	Roberts-SC phocomelia syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012170	autosomal recessive nonsyndromic deafness 36	autosomal recessive nonsyndromic deafness 36	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016297	prelingual non-syndromic genetic deafness	prelingual non-syndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019588	deafness, autosomal recessive	deafness, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019588	deafness, autosomal recessive	deafness, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012060	autosomal recessive nonsyndromic deafness 35	autosomal recessive nonsyndromic deafness 35	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016297	prelingual non-syndromic genetic deafness	prelingual non-syndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	multiple acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	multiple acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	multiple acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014536	thrombocytopenia 5	thrombocytopenia 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009162	Ellis-van Creveld syndrome	Ellis-van Creveld syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018630	hereditary nonpolyposis colon cancer	hereditary nonpolyposis colon cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013853	pontocerebellar hypoplasia type 1B	pontocerebellar hypoplasia type 1B	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014014	epidermolysis bullosa simplex due to exophilin 5 deficiency	epidermolysis bullosa simplex due to exophilin 5 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007585	exostoses, multiple, type 1	exostoses, multiple, type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007586	exostoses, multiple, type 2	exostoses, multiple, type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007029	branchio-oto-renal syndrome	branchio-oto-renal syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007236	branchiootorenal syndrome 1	branchiootorenal syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011541	dilated cardiomyopathy 1J	dilated cardiomyopathy 1J	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011031	autosomal dominant nonsyndromic deafness 10	autosomal dominant nonsyndromic deafness 10	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
