?cls	?label	subclass	source	comment
MONDO:0011473	Leber congenital amaurosis 5	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014896	congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033548	myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009326	congenital heart block	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018138	ocular albinism with congenital sensorineural hearing loss	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017372	congenital varicella syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014587	congenital myasthenic syndrome 9	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012262	fibrosis of extraocular muscles, congenital, 3c	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012497	congenital stationary night blindness autosomal dominant 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022869	coronary arteries congenital malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016349	congenital hydrocephalus	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014011	autosomal recessive congenital ichthyosis 10	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018281	congenital muscular dystrophy with hyperlaxity	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017500	congenital absence of both lower leg and foot, unilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014101	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020194	congenital alacrima	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010241	congenital stationary night blindness 2A	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013154	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014588	congenital myasthenic syndrome 11	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020385	congenitally uncorrected transposition of the great arteries with coarctation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016049	congenital myopathy, Paradas type	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017462	congenital pseudoarthrosis of the tibia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013772	congenital cataract-hearing loss-severe developmental delay syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012498	congenital stationary night blindness autosomal dominant 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011600	congenital myasthenic syndrome 4A	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014449	congenital analbuminemia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032862	hydrocephalus, congenital communicating, 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008764	Leber congenital amaurosis 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032675	myasthenic syndrome, congenital, 25, presynaptic	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016408	permanent congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017501	congenital absence of both lower leg and foot, bilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014094	severe congenital hypochromic anemia with ringed sideroblasts	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022841	congenital hypotrichosis milia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013184	congenital diarrhea 5 with tufting enteropathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032794	leber congenital amaurosis 19	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007900	nonsyndromic congenital nail disorder 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013155	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008909	congenital disorder of glycosylation, type i/IIx	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019068	congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0044749	X-linked congenital stationary night blindness	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010649	isolated congenital megalocornea	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020766	neuropathy, congenital hypomyelinating, 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0060650	Leber congenital amaurosis with early-onset deafness	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014285	congenital dyserythropoietic anemia type type 1B	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017463	congenital pseudoarthrosis of the femur	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009114	congenital sucrase-isomaltase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014538	fibrosis of extraocular muscles, congenital, 5	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009682	muscular dystrophy, congenital, with rapid progression	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008765	Leber congenital amaurosis 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015018	ichthyosis, congenital, autosomal recessive 12	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020337	congenital dyserythropoietic anemia type 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016409	primary congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011595	nonsyndromic congenital nail disorder 7	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007741	congenital hydronephrosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007719	diaphragmatic hernia, congenital 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012525	Leber congenital amaurosis 12	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0024607	congenital muscular dystrophy with cataracts and intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020765	neuropathy, congenital hypomyelinating, 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017620	congenital sucrase-isomaltase deficiency without starch intolerance	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018144	congenital myasthenic syndromes with glycosylation defect	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010066	familial isolated congenital asplenia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0700075	congenital muscular dystrophy caused by variation in POMGNT2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017464	congenital pseudoarthrosis of the fibula	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007363	congenital contractural arachnodactyly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009115	congenital lactase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032913	congenital heart defects, multiple types, 7	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011291	congenital disorder of glycosylation type 1C	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020428	congenital Gerbode defect	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018284	congenital disorder of glycosylation with neurological involvement	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022843	congenital mumps	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015170	congenital sodium diarrhea	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016024	shoulder and thorax deformity-congenital heart disease syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018542	severe congenital neutropenia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009867	lethal congenital glycogen storage disease of heart	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014570	lethal congenital contracture syndrome 8	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018145	congenital retinal arteriovenous communication	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0044331	genetic transient congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020292	congenital anomaly of the great arteries	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0000182	congenital myasthenic syndrome with tubular aggregates	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0043008	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014965	lethal congenital contracture syndrome 11	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016220	congenital temporomandibular joint ankylosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014140	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013225	congenital generalized lipodystrophy type 4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014375	congenital diarrhea 7 with exudative enteropathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017465	congenital pseudoarthrosis of the radius	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0100060	congenital/infantile spindle cell rhabdomyosarcoma with VGLL2/NCOA2/CITED2 rearrangements	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015171	congenital enterocyte heparan sulfate deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015341	congenital panfollicular nevus	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0005711	congenital diaphragmatic hernia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022846	congenital nonhemolytic jaundice	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0043007	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012393	congenital brain dysgenesis due to glutamine synthetase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010466	multiple congenital anomalies-hypotonia-seizures syndrome 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0060663	congenital heart defects, multiple types, 5	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010614	X-linked congenital generalized hypertrichosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008502	sulfhemoglobinemia, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013592	nonsyndromic congenital nail disorder 9	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014141	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B14	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0005584	congenital left-sided heart lesions	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018612	congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010475	X-linked central congenital hypothyroidism with late-onset testicular enlargement	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017466	congenital pseudoarthrosis of the ulna	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008727	congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012123	congenital disorder of glycosylation type 1E	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015570	isolated congenital auditory ossicle malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0005712	congenital nystagmus	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0021083	congenital fibrosis of extraocular muscles type 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009722	Bailey-Bloch congenital myopathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015735	severe congenital nemaline myopathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017470	congenital knee dislocation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008035	muscular hypoplasia, congenital universal, of Krabbe	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0034041	congenital axonal neuropathy with encephalopathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019630	congenital ectropion uveae	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008106	nystagmus 2, congenital, autosomal dominant	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032819	hypothyroidism, congenital, nongoitrous, 7	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009339	congenital bile acid synthesis defect 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017496	congenital absence of thigh and lower leg with foot present, unilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022854	congenital unilateral pulmonary hypoplasia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007075	alacrima, congenital, autosomal dominant	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019627	isolated congenital alacrima	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0042490	neutropenia, severe congenital, 1, autosomal dominant	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013227	congenital plasminogen activator inhibitor type 1 deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0044303	congenital heart defects and ectodermal dysplasia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008728	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019153	brain malformation-congenital heart disease-postaxial polydactyly syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033556	muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type b, 15	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020400	congenital supravalvular mitral ring	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0044643	congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012723	Leber congenital amaurosis 10	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017506	congenital absence/hypoplasia of thumb, unilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020295	congenital pulmonary veins anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0026729	congenital disorder of glycosylation, type ICC	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0034109	congenital myopathy with reduced type 2 muscle fibers	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032596	myasthenic syndrome, congenital, 23, presynaptic	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009690	congenital myasthenic syndrome 10	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0030043	congenital disorder of glycosylation, type iit	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017497	congenital absence of thigh and lower leg with foot present, bilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022855	congenital vagal hyperreflexivity	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015160	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009687	myasthenia, congenital, refractory to acetylcholinesterase inhibitors	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015395	congenital subglottic stenosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017441	congenital absence of upper arm and forearm with hand present	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008729	congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0026731	hypothyroidism, congenital, nongoitrous, 8	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009459	channelopathy-associated congenital insensitivity to pain, autosomal recessive	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011402	congenital cataracts-facial dysmorphism-neuropathy syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020401	congenital unguarded mitral orifice	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0044644	congenital agenesis of the scrotum	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0005714	congenital syphilis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013270	Rett syndrome, congenital variant	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017507	congenital absence/hypoplasia of thumb, bilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032781	congenital hypotonia, epilepsy, developmental delay, and digital anomalies	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019853	congenital hypothyroidism due to developmental anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0100072	neonatal diabetes, congenital sensorineural hearing loss and congenital cataracts	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011246	megaconial type congenital muscular dystrophy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009432	hypopituitarism, congenital, with central diabetes insipidus	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020296	congenital arteriovenous fistula	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032597	myasthenic syndrome, congenital, 24, presynaptic	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011921	aural atresia, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013760	congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010260	arthrogryposis, congenital, lower limb, X-linked	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032833	lower urinary tract obstruction, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012656	lethal congenital contracture syndrome 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033683	congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017498	congenital absence of both forearm and hand, unilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015161	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
