?mondo_id	?label	?definition	?parents	?branches	?ancestors	?obsoletion_candidates	?parent_labels	?ancestor_labels	?obsoletion_candidate_labels
<http://purl.obolibrary.org/obo/MONDO_0002114>	"pancreas lymphoma"	"A lymphoma that arises from the pancreas with the bulk of the tumor localized to this organ. The vast majority of cases are non-Hodgkin lymphomas of B-cell phenotype and include mucosa-associated lymphoid tissue lymphomas, follicular lymphomas, and diffuse large B-cell lymphomas."	"http://purl.obolibrary.org/obo/MONDO_0004699|http://purl.obolibrary.org/obo/MONDO_0009831|http://purl.obolibrary.org/obo/MONDO_0005062"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0004699|http://purl.obolibrary.org/obo/MONDO_0005062|http://purl.obolibrary.org/obo/MONDO_0015757|http://purl.obolibrary.org/obo/MONDO_0019044|http://purl.obolibrary.org/obo/MONDO_0002334|http://purl.obolibrary.org/obo/MONDO_0005570|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0005070|http://purl.obolibrary.org/obo/MONDO_0023370|http://purl.obolibrary.org/obo/MONDO_0045024|http://purl.obolibrary.org/obo/MONDO_0005157|http://purl.obolibrary.org/obo/MONDO_0044881|http://purl.obolibrary.org/obo/MONDO_0002516|http://purl.obolibrary.org/obo/MONDO_0021223|http://purl.obolibrary.org/obo/MONDO_0004992|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0009831|http://purl.obolibrary.org/obo/MONDO_0021040|http://purl.obolibrary.org/obo/MONDO_0002356|http://purl.obolibrary.org/obo/MONDO_0005151"		"gastrointestinal lymphoma|malignant pancreatic neoplasm|lymphoma"	"gastrointestinal lymphoma|lymphoma|lymphoid hemopathy|tumor of hematopoietic and lymphoid tissues|hematopoietic and lymphoid system neoplasm|hematologic disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|neoplasm|neoplastic disease or syndrome|cancer or benign tumor|lymphoid neoplasm|hematopoietic and lymphoid cell neoplasm|digestive system cancer|digestive system neoplasm|cancer|digestive system disorder|malignant pancreatic neoplasm|pancreatic neoplasm|pancreas disorder|endocrine system disorder"	"tumor of hematopoietic and lymphoid tissues"
<http://purl.obolibrary.org/obo/MONDO_0018368>	"primary peritoneal serous/papillary carcinoma"		"http://purl.obolibrary.org/obo/MONDO_0006386|http://purl.obolibrary.org/obo/MONDO_0003195|http://purl.obolibrary.org/obo/MONDO_0005211|http://purl.obolibrary.org/obo/MONDO_0018364"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0006386|http://purl.obolibrary.org/obo/MONDO_0003195|http://purl.obolibrary.org/obo/MONDO_0002113|http://purl.obolibrary.org/obo/MONDO_0002087|http://purl.obolibrary.org/obo/MONDO_0004992|http://purl.obolibrary.org/obo/MONDO_0005070|http://purl.obolibrary.org/obo/MONDO_0023370|http://purl.obolibrary.org/obo/MONDO_0045024|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0006901|http://purl.obolibrary.org/obo/MONDO_0004993|http://purl.obolibrary.org/obo/MONDO_0005626|http://purl.obolibrary.org/obo/MONDO_0005278|http://purl.obolibrary.org/obo/MONDO_0004970|http://purl.obolibrary.org/obo/MONDO_0024276|http://purl.obolibrary.org/obo/MONDO_0015686|http://purl.obolibrary.org/obo/MONDO_0015683|http://purl.obolibrary.org/obo/MONDO_0015682|http://purl.obolibrary.org/obo/MONDO_0005211|http://purl.obolibrary.org/obo/MONDO_0002752|http://purl.obolibrary.org/obo/MONDO_0005140|http://purl.obolibrary.org/obo/MONDO_0008170|http://purl.obolibrary.org/obo/MONDO_0021068|http://purl.obolibrary.org/obo/MONDO_0021148|http://purl.obolibrary.org/obo/MONDO_0006054|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0005558|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0001416|http://purl.obolibrary.org/obo/MONDO_0002149|http://purl.obolibrary.org/obo/MONDO_0002229|http://purl.obolibrary.org/obo/MONDO_0018364|http://purl.obolibrary.org/obo/MONDO_0024885|http://purl.obolibrary.org/obo/MONDO_0037255|http://purl.obolibrary.org/obo/MONDO_0037256"		"primary peritoneal serous adenocarcinoma|peritoneal serous adenocarcinoma|ovarian serous adenocarcinoma|malignant epithelial tumor of ovary"	"primary peritoneal serous adenocarcinoma|peritoneal serous adenocarcinoma|peritoneal carcinoma|peritoneum cancer|cancer|neoplasm|neoplastic disease or syndrome|cancer or benign tumor|human disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|peritoneal neoplasm|carcinoma|epithelial neoplasm|serous adenocarcinoma|adenocarcinoma|glandular cell neoplasm|primary peritoneal carcinoma|primary malignant peritoneal tumor|primary peritoneal tumor|ovarian serous adenocarcinoma|ovarian adenocarcinoma|ovarian carcinoma|ovarian cancer|ovarian neoplasm|female reproductive system neoplasm|reproductive system neoplasm|reproductive system disorder|female reproductive system disorder|ovarian disorder|gonadal disorder|endocrine system disorder|female reproductive organ cancer|reproductive system cancer|ovarian epithelial tumor|malignant epithelial tumor of ovary|malignant ovarian serous tumor|ovarian serous tumor|serous neoplasm"	"primary peritoneal tumor|primary malignant peritoneal tumor"
<http://purl.obolibrary.org/obo/MONDO_0019838>	"adenohypophysitis"	"An autoimmune disease of the pituitary gland which can present with varying degrees of pituitary hormonal impairment and/or with symptoms related to pituitary enlargement. It predominantly affects young women in pregnancy or the peripartum period."	"http://purl.obolibrary.org/obo/MONDO_0024468|http://purl.obolibrary.org/obo/MONDO_0019835"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0024468|http://purl.obolibrary.org/obo/MONDO_0003381|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0005560|http://purl.obolibrary.org/obo/MONDO_0002602|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0019835|http://purl.obolibrary.org/obo/MONDO_0000568|http://purl.obolibrary.org/obo/MONDO_0002977|http://purl.obolibrary.org/obo/MONDO_0007179|http://purl.obolibrary.org/obo/MONDO_0005046|http://purl.obolibrary.org/obo/MONDO_0000569|http://purl.obolibrary.org/obo/MONDO_0021156|http://purl.obolibrary.org/obo/MONDO_0015144|http://purl.obolibrary.org/obo/MONDO_0005156|http://purl.obolibrary.org/obo/MONDO_0021166|http://purl.obolibrary.org/obo/MONDO_0019832|http://purl.obolibrary.org/obo/MONDO_0005152|http://purl.obolibrary.org/obo/MONDO_0015127"		"anterior pituitary gland disorder|primary hypophysitis"	"anterior pituitary gland disorder|pituitary gland disorder|endocrine system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|brain disorder|central nervous system disorder|nervous system disorder|primary hypophysitis|autoimmune disorder of central nervous system|autoimmune disorder of the nervous system|autoimmune disease|immune system disorder|autoimmune disorder of endocrine system|hypophysitis|brain inflammatory disease|encephalomyelitis|inflammatory disease|acquired pituitary hormone deficiency|hypopituitarism|pituitary deficiency"	"brain inflammatory disease"
<http://purl.obolibrary.org/obo/MONDO_0008730>	"congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency"	"A very rare form of congenital adrenal hyperplasia (CAH) characterized by glucocorticoid deficiency, hypergonadotrophic hypogonadism and severe hypokalemic hypertension."	"http://purl.obolibrary.org/obo/MONDO_0015327|http://purl.obolibrary.org/obo/MONDO_0018479|http://purl.obolibrary.org/obo/MONDO_0957025|http://purl.obolibrary.org/obo/MONDO_0017969"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015327|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0018479|http://purl.obolibrary.org/obo/MONDO_0015129|http://purl.obolibrary.org/obo/MONDO_0015128|http://purl.obolibrary.org/obo/MONDO_0005495|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0000004|http://purl.obolibrary.org/obo/MONDO_0002816|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0005523|http://purl.obolibrary.org/obo/MONDO_0002525|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0015898|http://purl.obolibrary.org/obo/MONDO_0045012|http://purl.obolibrary.org/obo/MONDO_0957025|http://purl.obolibrary.org/obo/MONDO_0020040|http://purl.obolibrary.org/obo/MONDO_0002145|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/MONDO_0017969"		"developmental anomaly of metabolic origin|congenital adrenal hyperplasia|hereditary 46,XY disorder of sex development|46,XY disorder of sex development of endocrine origin"	"developmental anomaly of metabolic origin|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|developmental defect during embryogenesis|disorder of development or morphogenesis|congenital adrenal hyperplasia|chronic primary adrenal insufficiency|primary adrenal insufficiency|adrenal gland disorder|endocrine system disorder|adrenocortical insufficiency|adrenal cortex disorder|hereditary endocrine growth disease|steroid inherited metabolic disorder|inherited lipid metabolism disorder|inborn errors of metabolism|hereditary disease|adrenogenital syndrome|steroid metabolism disease|hereditary 46,XY disorder of sex development|46,XY disorder of sex development|disorder of sexual differentiation|gonadal disorder|reproductive system disorder|46,XY disorder of sex development of endocrine origin"	"46,XY disorder of sex development of endocrine origin|hereditary 46,XY disorder of sex development"
<http://purl.obolibrary.org/obo/MONDO_0019505>	"hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome"	"Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome is characterized by the association of demyelinating leukodystrophy with progressive cerebellar ataxia, hypogonadotropic hypogonadism and hypodontia."	"http://purl.obolibrary.org/obo/MONDO_0015770"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015770|http://purl.obolibrary.org/obo/MONDO_0015860|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0016072|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0018555|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0002146"		"congenital hypogonadotropic hypogonadism"	"congenital hypogonadotropic hypogonadism|anomaly of puberty or/and menstrual cycle|female reproductive system disorder|reproductive system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|hereditary endocrine growth disease|anomaly of puberty or/and menstrual cycle of genetic origin|hereditary disease|hypogonadotropic hypogonadism|gonadal disorder|hypogonadism"	"anomaly of puberty or/and menstrual cycle|anomaly of puberty or/and menstrual cycle of genetic origin"
<http://purl.obolibrary.org/obo/MONDO_0024464>	"pituitary hormone deficiency, combined, 1"	"Any combined pituitary hormone deficiencies, genetic form in which the cause of the disease is a mutation in the POU1F1 gene."	"http://purl.obolibrary.org/obo/MONDO_0013099"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0013099|http://purl.obolibrary.org/obo/MONDO_0015770|http://purl.obolibrary.org/obo/MONDO_0015860|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0016072|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0018555|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0002146|http://purl.obolibrary.org/obo/MONDO_0002320|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0005152|http://purl.obolibrary.org/obo/MONDO_0003381|http://purl.obolibrary.org/obo/MONDO_0005560|http://purl.obolibrary.org/obo/MONDO_0002602"		"combined pituitary hormone deficiencies, genetic form"	"combined pituitary hormone deficiencies, genetic form|congenital hypogonadotropic hypogonadism|anomaly of puberty or/and menstrual cycle|female reproductive system disorder|reproductive system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|hereditary endocrine growth disease|anomaly of puberty or/and menstrual cycle of genetic origin|hereditary disease|hypogonadotropic hypogonadism|gonadal disorder|hypogonadism|congenital nervous system disorder|nervous system disorder|hypopituitarism|pituitary gland disorder|brain disorder|central nervous system disorder"	"anomaly of puberty or/and menstrual cycle|anomaly of puberty or/and menstrual cycle of genetic origin"
<http://purl.obolibrary.org/obo/MONDO_0008892>	"progressive familial intrahepatic cholestasis type 1"	"PFIC1, a type of progressive familial intrahepathic cholestasis (PFIC), is an infantile hereditary disorder in bile formation that is hepatocellular in origin and associated with extrahepatic features."	"http://purl.obolibrary.org/obo/MONDO_0015762"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015762|http://purl.obolibrary.org/obo/MONDO_0017755|http://purl.obolibrary.org/obo/MONDO_0017754|http://purl.obolibrary.org/obo/MONDO_0037821|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0024431|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0017290|http://purl.obolibrary.org/obo/MONDO_0019072|http://purl.obolibrary.org/obo/MONDO_0001751|http://purl.obolibrary.org/obo/MONDO_0002887|http://purl.obolibrary.org/obo/MONDO_0004868|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0015509|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151"		"progressive familial intrahepatic cholestasis"	"progressive familial intrahepatic cholestasis|inborn disorder of bilirubin metabolism|inborn disorder of porphyrin metabolism|porphyrin metabolism disease|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|inborn errors of metabolism|hereditary disease|bilirubin metabolism disease|syndromic disease|familial intrahepatic cholestasis|intrahepatic cholestasis|cholestasis|bile duct disorder|biliary tract disorder|hepatobiliary disorder|digestive system disorder|hereditary biliary tract disease|liver disorder|endocrine system disorder"	"hereditary biliary tract disease"
<http://purl.obolibrary.org/obo/MONDO_0030503>	"cholestasis, progressive familial intrahepatic, 7, with or without hearing loss"		"http://purl.obolibrary.org/obo/MONDO_0015762"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015762|http://purl.obolibrary.org/obo/MONDO_0017755|http://purl.obolibrary.org/obo/MONDO_0017754|http://purl.obolibrary.org/obo/MONDO_0037821|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0024431|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0017290|http://purl.obolibrary.org/obo/MONDO_0019072|http://purl.obolibrary.org/obo/MONDO_0001751|http://purl.obolibrary.org/obo/MONDO_0002887|http://purl.obolibrary.org/obo/MONDO_0004868|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0015509|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151"		"progressive familial intrahepatic cholestasis"	"progressive familial intrahepatic cholestasis|inborn disorder of bilirubin metabolism|inborn disorder of porphyrin metabolism|porphyrin metabolism disease|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|inborn errors of metabolism|hereditary disease|bilirubin metabolism disease|syndromic disease|familial intrahepatic cholestasis|intrahepatic cholestasis|cholestasis|bile duct disorder|biliary tract disorder|hepatobiliary disorder|digestive system disorder|hereditary biliary tract disease|liver disorder|endocrine system disorder"	"hereditary biliary tract disease"
<http://purl.obolibrary.org/obo/MONDO_0018808>	"Caroli syndrome"		"http://purl.obolibrary.org/obo/MONDO_0015509"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015509|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0004868"		"hereditary biliary tract disease"	"hereditary biliary tract disease|hereditary disease|human disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|liver disorder|endocrine system disorder|hepatobiliary disorder|digestive system disorder|biliary tract disorder"	"hereditary biliary tract disease"
<http://purl.obolibrary.org/obo/MONDO_0023282>	"granulomatous hypophysitis"	"Granulomatous hypophysitis is rare pathology that mimics pituitary adenoma."	"http://purl.obolibrary.org/obo/MONDO_0021156"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0021156|http://purl.obolibrary.org/obo/MONDO_0015144|http://purl.obolibrary.org/obo/MONDO_0005560|http://purl.obolibrary.org/obo/MONDO_0002602|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0005156|http://purl.obolibrary.org/obo/MONDO_0021166|http://purl.obolibrary.org/obo/MONDO_0003381|http://purl.obolibrary.org/obo/MONDO_0005151"		"hypophysitis"	"hypophysitis|brain inflammatory disease|brain disorder|central nervous system disorder|nervous system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|encephalomyelitis|inflammatory disease|pituitary gland disorder|endocrine system disorder"	"brain inflammatory disease"
<http://purl.obolibrary.org/obo/MONDO_0010350>	"premature ovarian failure 2A"	"Any primary ovarian failure in which the cause of the disease is a mutation in the DIAPH2 gene."	"http://purl.obolibrary.org/obo/MONDO_0019852|http://purl.obolibrary.org/obo/MONDO_0003847"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0019852|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0015860|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/MONDO_0016072|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0005387|http://purl.obolibrary.org/obo/MONDO_0005558|http://purl.obolibrary.org/obo/MONDO_0002259"		"inherited primary ovarian failure|hereditary disease"	"inherited primary ovarian failure|endocrine system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|hereditary endocrine growth disease|anomaly of puberty or/and menstrual cycle|female reproductive system disorder|reproductive system disorder|anomaly of puberty or/and menstrual cycle of genetic origin|hereditary disease|primary ovarian failure|ovarian disorder|gonadal disorder"	"anomaly of puberty or/and menstrual cycle|anomaly of puberty or/and menstrual cycle of genetic origin"
<http://purl.obolibrary.org/obo/MONDO_0019756>	"lobar holoprosencephaly"	"Lobar holoprosencephaly is the mildest classical form of holoprosencephaly (HPE) characterized by separation of the right and left cerebral hemispheres and lateral ventricules with some continuity across the frontal neocortex, especially rostrally and ventrally."	"http://purl.obolibrary.org/obo/MONDO_0016296"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0016296|http://purl.obolibrary.org/obo/MONDO_0018762|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0017090|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0016054|http://purl.obolibrary.org/obo/MONDO_0020022|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0002320|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0957008|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0015159|http://purl.obolibrary.org/obo/MONDO_0019042"		"holoprosencephaly"	"holoprosencephaly|non-acquired combined pituitary hormone deficiency|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|hereditary endocrine growth disease|midline cerebral malformation|disorder of development or morphogenesis|cerebral malformation|central nervous system malformation|nervous system disorder|developmental defect during embryogenesis|congenital nervous system disorder|syndromic disease|hereditary cerebral malformation|hereditary disease|multiple congenital anomalies/dysmorphic syndrome-intellectual disability|multiple congenital anomalies/dysmorphic syndrome"	"midline cerebral malformation|cerebral malformation"
