ID	LABEL	SYNONYMS
MONDO:0009636	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	DGUOK mitochondrial DNA depletion syndrome|MTDPS3|mitochondrial DNA depletion syndrome 3|mitochondrial DNA depletion syndrome 3 (hepatocerebral type)|mitochondrial DNA depletion syndrome caused by mutation in DGUOK|mitochondrial DNA depletion syndrome type 3|mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency
MONDO:0009637	inborn mitochondrial myopathy	mitochondrial cytopathy|mitochondrial myopathy
MONDO:0009638	mitochondrial myopathy with a defect in mitochondrial-protein transport	mitochondrial myopathy with a defect in mitochondrial-protein transport
MONDO:0009642	orofaciodigital syndrome type II	MOHR syndrome|Mohr syndrome|OFD syndrome 2|OFD2|Ofds 2|oral facial digital syndrome 2|oral facial digital syndrome type 2|oral-Facial-digital syndrome, type 2|oral-facial-digital syndrome type 2|orofaciodigital syndrome 2|orofaciodigital syndrome II|orofaciodigital syndrome type 2
MONDO:0009643	sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	MOCOD type A|MOCODA|combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type A|molybdenum cofactor deficiency A|molybdenum cofactor deficiency complementation group A|molybdenum cofactor deficiency type A|molybdenum cofactor deficiency, complementation group A|molybdenum cofactor deficiency, complementation group type a|sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase, combined deficiency of
MONDO:0009644	sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	MOCOD type B|MOCODB|combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type B|molybdenum cofactor deficiency B|molybdenum cofactor deficiency complementation group B|molybdenum cofactor deficiency type B|molybdenum cofactor deficiency, complementation group B|molybdenum cofactor deficiency, complementation group type B|sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
MONDO:0009645	chronic mucocutaneous candidiasis due to monocyte chemotactic disorder	monocyte chemotactic disorder
MONDO:0009646	monosomy 7 myelodysplasia and leukemia syndrome 1	M7MLS1|chromosome 7Q deletion|monosomy 7 of bone marrow|myelodysplasia and leukemia syndrome with monosomy 7
MONDO:0009647	Morquio syndrome C	Morquio syndrome C|Morquio syndrome type C|Morquio syndrome, Nonkeratosulfate-Excreting type
MONDO:0009648	peripheral motor neuropathy-dysautonomia syndrome	Lisker-Garcia-Ramos syndrome|motor neuropathy, peripheral, with dysautonomia
MONDO:0009649	moyamoya disease 1	MYMY1|Moyamoya disease|Moyamoya disease 1|spontaneous occlusion of the circle of Willis
MONDO:0009650	mucolipidosis type II	GNPTA|I cell disease|I-cell disease|Leroy disease|ML 2|ML 2 Alpha/Beta|ML disorder type 2|N-acetylglucosamine 1-phosphotransferase deficiency|N-acetylglucosamine 1phosphotransferase deficiency|inclusion cell disease|mucolipidosis 2|mucolipidosis 2 alpha/beta|mucolipidosis II|mucolipidosis II alpha/beta|mucolipidosis type II|mucolipidosis type II alpha/beta
MONDO:0009652	GNPTG-mucolipidosis	GNPTG-mucolipidosis|ML 3 gamma|ML 3C|ML III gamma|mucolipidosis 3 gamma|mucolipidosis 3C|mucolipidosis III gamma|mucolipidosis III, Iranian variant form|mucolipidosis III, complementation group C|mucolipidosis III, variant form|mucolipidosis type 3 gamma|mucolipidosis type III gamma
MONDO:0009653	mucolipidosis type IV	Berman syndrome|ML 4|ML IV|ML4|MLIV|ganglioside neuraminidase deficiency|ganglioside sialidase deficiency|mucolipidosis 4|mucolipidosis IV|mucolipidosis type 4|mucolipidosis type IV|sialolipidosis
MONDO:0009655	mucopolysaccharidosis type 3A	MPS 3A|MPS III A|MPS IIIA|MPS3A|MPSIIIA|Sanfilippo A|Sanfilippo syndrome a|Sanfilippo syndrome type A|heparan sulfamidase deficiency|heparan sulfate sulfatase deficiency|heparane sulfamidase deficiency|mucopoly-saccharidosis type 3A|mucopolysaccharidosis type 3A|mucopolysaccharidosis type IIIA|mucopolysaccharidosis type IIIA (Sanfilippo A)|mucopolysaccharidosis, type 3A|mucopolysaccharidosis, type IIIA|sulfamidase deficiency
MONDO:0009656	mucopolysaccharidosis type 3B	MPS 3B|MPS III B|MPS IIIB|MPS3B|MPSIIIB|Mucopoly-saccharidosis type 3B|N-Acetyl-Alpha-D-glucosaminidase deficiency|N-acetyl-alpha-glucosaminidase deficiency|NAGLU deficiency|Sanfilippo B|Sanfilippo syndrome B|Sanfilippo syndrome type B|mucopolysaccharidosis type 3B|mucopolysaccharidosis type IIIB|mucopolysaccharidosis type IIIB (Sanfilippo B)|mucopolysaccharidosis, type 3B|mucopolysaccharidosis, type IIIB
MONDO:0009657	mucopolysaccharidosis type 3C	Acetyl-CoA alpha-glucosaminide n-acetyltransferase deficiency|HGSNAT deficiency|MPS 3C|MPS III C|MPS IIIC|MPS3C|MPSIIIC|Mucopoly-saccharidosis type 3C|Sanfilippo C|Sanfilippo syndrome C|Sanfilippo syndrome type C|acetyl-CoA:alpha-glucosaminide N-acetyltransferase deficiency|heparan-alpha-glucosaminide N-acetyltransferase deficiency|mucopolysaccharidosis type 3C|mucopolysaccharidosis type IIIC|mucopolysaccharidosis type IIIC (Sanfilippo C)|mucopolysaccharidosis, type 3C|mucopolysaccharidosis, type IIIC
MONDO:0009658	mucopolysaccharidosis type 3D	GNS deficiency|MPS 3D|MPS III D|MPS IIID|MPS3D|MPSIIID|Mucopoly-saccharidosis type 3D|N-acetylglucosamine-6-sulfatase deficiency|N-acetylglucosamine-6-sulfate sulfatase deficiency|Sanfilippo D|Sanfilippo syndrome D|Sanfilippo syndrome type D|glucosamine N-acetyl-6-sulfatase deficiency|mucopolysaccharidosis type 3D|mucopolysaccharidosis type IIID|mucopolysaccharidosis, type 3D|mucopolysaccharidosis, type IIID
MONDO:0009659	mucopolysaccharidosis type 4A	GALNS deficiency|MPS 4A|MPS IV A|MPS IVA|MPS4A|MPSIVA|Morquio A disease|Morquio disease type A|Morquio syndrome A|N-acetylgalactosamine-6-sulfate sulfatase deficiency|galactosamine-6-sulfatase deficiency|mucopolysaccharidosis IVA|mucopolysaccharidosis type 4A|mucopolysaccharidosis type IVA|mucopolysaccharidosis, type 4A|mucopolysaccharidosis, type IVA
MONDO:0009660	mucopolysaccharidosis type 4B	Beta-D-galactosidase deficiency|MPS 4B|MPS IV B|MPS IVB|MPS4B|MPSIVB|Morquio disease type B|Morquio syndrome B|mucopolysaccharidosis type IVB|mucopolysaccharidosis type IVB (Morquio)|mucopolysaccharidosis, type 4B|mucopolysaccharidosis, type IVB
MONDO:0009661	mucopolysaccharidosis type 6	ARSB deficiency|ASB deficiency|Arsb deficiency|MPS 6|MPS VI|MPS VI - Maroteaux-Lamy syndrome|MPS6|MPSVI|Maroteaux - Lamy syndrome|Maroteaux Lamy syndrome|Maroteaux-Lamy disease|Maroteaux-Lamy syndrome|Mucopoly-saccharidosis type VI|N-acetylgalactosamine 4-sulfatase deficiency|N-acetylgalactosamine-4-sulfatase deficiency|arylsulfatase B deficiency|deficiency of N-acetylgalactosamine-4-sulfatase|mucopolysaccharidosis VI|mucopolysaccharidosis type VI|mucopolysaccharidosis type VI (Maroteaux-Lamy)
MONDO:0009662	mucopolysaccharidosis type 7	Beta-glucuronidase deficiency|Gus deficiency|Gusb deficiency|MPS 7|MPS VII|MPS VII - Sly syndrome|MPS VII - mucopolysaccharidosis VII|MPS7|MPSVII|Sly disease|Sly syndrome|beta-glucuronidase deficiency|deficiency of beta-glucuronidase|gusb deficiency|mucopolysaccharidosis VII|mucopolysaccharidosis type 7|mucopolysaccharidosis type VII|mucopolysaccharidosis, mps-VII|mucopolysaccharidosis, type 7|mucopolysaccharidosis, type VII
MONDO:0009664	mulibrey nanism	MUL|Perheentupa syndrome|mulibrey dwarfism|mulibrey nanism|muscle-liver-brain-eye nanism|pericardial constriction and Growth failure|pericardial constriction and growth failure|pericardial constriction-growth failure syndrome
MONDO:0009665	biotinidase deficiency	BTD deficiency|biotin deficiency|biotinidase deficiency|deficiency of biotinidase|juvenile-onset multiple carboxylase deficiency|late-onset biotin-responsive multiple carboxylase deficiency|late-onset multiple carboxylase deficiency|multiple carboxylase deficiency, juvenile-onset|multiple carboxylase deficiency, late-onset
MONDO:0009666	holocarboxylase synthetase deficiency	HLCS deficiency|biotin-(propionyl-CoA-carboxylase) ligase deficiency|early-onset multiple carboxylase deficiency|holocarboxylase synthase deficiency|holocarboxylase synthetase deficiency|multiple carboxylase deficiency|multiple carboxylase deficiency - neonatal onset|multiple carboxylase deficiency, early onset|multiple carboxylase deficiency, neonatal form|neonatal multiple carboxylase deficiency
MONDO:0009667	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3	MDDGA3|Walker-Warburg syndrome or muscle-eye-brain disease, POMGNT1-related|muscle-eye-brain-POMGNT1 related|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A, 3|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3
MONDO:0009668	lethal multiple pterygium syndrome	LMPS|autosomal recessive lethal multiple pterygium syndrome|lethal multiple pterygium syndrome|multiple pterygium syndrome lethal type|multiple pterygium syndrome, lethal type|pterygium syndrome multiple lethal type|pterygium syndrome, multiple, lethal type
MONDO:0009669	spinal muscular atrophy, type 1	HMN (hereditary motor neuropathy) proximal type I|SMA type 1|SMA type I|SMA, infantile acute form|SMA-I|SMA1|Werdnig Hoffmann disease|Werdnig-Hoffman disease|Werdnig-Hoffmann disease|hereditary motor neuropathy proximal type I|infantile muscular atrophy|infantile spinal muscular atrophy|muscular atrophy, infantile|progressive muscular atrophy of infancy|proximal spinal muscular atrophy type 1|proximal spinal muscular atrophy, type 1|severe infantile spinal muscular atrophy|spinal muscular atrophies of childhood|spinal muscular atrophy 1|spinal muscular atrophy, type I|spinal muscular atrophy-1|survival motor neuron spinal muscular atrophy
MONDO:0009670	lethal congenital contracture syndrome 1	GLE1 lethal congenital contracture syndrome|Herva disease|LCCS1|Lccs|lethal autosomal recessive syndrome of multiple congenital contractures|lethal congenital contracture syndrome 1|lethal congenital contracture syndrome caused by mutation in GLE1|lethal congenital contracture syndrome type 1|multiple contracture syndrome, Finnish type
MONDO:0009671	intellectual disability-myopathy-short stature-endocrine defect syndrome	Chudley Rozdilsky syndrome|Chudley syndrome|Chudley-Rozdilsky syndrome|multicore myopathy with intellectual disability, short stature, and hypogonadotropic hypogonadism|multicore myopathy with mental retardation, short stature, and hypogonadotropic hypogonadism
MONDO:0009672	spinal muscular atrophy, type III	KWS|Kugelberg-Welander disease|Kugelberg-Welander syndrome|SMA 3|SMA type 3|SMA type III|SMA-III|SMA3|Sma 3|childhood spinal muscular atrophy|juvenile spinal muscular atrophy|muscular atrophy, juvenile|pediatric spinal muscular atrophy|proximal spinal muscular atrophy type 3|spinal muscular atrophy III|spinal muscular atrophy of childhood|spinal muscular atrophy type 3|spinal muscular atrophy, familial|spinal muscular atrophy, mild childhood and adolescent form|spinal muscular atrophy, type 3|spinal muscular atrophy, type III|spinal muscular atrophy, type III, modifier of|spinal muscular atrophy-3|type III spinal muscular atrophy
MONDO:0009673	spinal muscular atrophy, type II	Dubowitz disease|Intermediate spinal muscular atrophy|SMA II|SMA type 2|SMA type II|SMA-II|SMA2|Sma 2|chronic infantile spinal muscular atrophy|chronic spinal muscular atrophy|muscular atrophy, spinal, Intermediate type|muscular atrophy, spinal, infantile chronic form|muscular atrophy, spinal, intermediate type|proximal spinal muscular atrophy type 2|spinal muscular atrophy type 2|spinal muscular atrophy type II|spinal muscular atrophy, type 2|spinal muscular atrophy, type II|spinal muscular atrophy-2
MONDO:0009675	autosomal recessive limb-girdle muscular dystrophy type 2A	CAPN3 autosomal recessive limb-girdle muscular dystrophy|LGMD2|LGMD2A|Leyden-Moebius muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy caused by mutation in CAPN3|autosomal recessive limb-girdle muscular dystrophy type 2A|calpainopathy|limb-girdle muscular dystrophy due to calpain deficiency|limb-girdle muscular dystrophy type 2|limb-girdle muscular dystrophy type 2A|muscular dystrophy limb girdle type 2A, erb type|muscular dystrophy, Pelvofemoral|muscular dystrophy, limb-girdle, autosomal recessive 1|muscular dystrophy, limb-girdle, type 2|muscular dystrophy, limb-girdle, type 2A|myositis, eosinophilic|pelvofemoral muscular dystrophy|primary calpainopathy
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	DYSF autosomal recessive limb-girdle muscular dystrophy|LGMD2B|LGMD3|autosomal recessive limb-girdle muscular dystrophy caused by mutation in DYSF|limb-girdle muscular dystrophy due to dysferlin deficiency|limb-girdle muscular dystrophy type 2B|limb-girdle muscular dystrophy type 3|limb-girdle muscular dystrophy, type 2B|muscular dystrophy, limb-girdle, autosomal recessive 2|muscular dystrophy, limb-girdle, type 2B|muscular dystrophy, limb-girdle, type 3
MONDO:0009677	autosomal recessive limb-girdle muscular dystrophy type 2C	Adhalin deficiency, secondary|DMDA1|Dmda|Duchenne-like muscular dystrophy, autosomal recessive, type 1|LGMD2C|Maghrebian myopathy|SCARMD|SGCG autosomal recessive limb-girdle muscular dystrophy|autosomal recessive Duchenne-like muscular dystrophy type 1|autosomal recessive limb-girdle muscular dystrophy caused by mutation in SGCG|autosomal recessive limb-girdle muscular dystrophy type 2C|deficiency of sarcoglycan gamma|gamma-sarcoglycanopathy|limb-girdle muscular dystrophy due to gamma-sarcoglycan deficiency|limb-girdle muscular dystrophy with gamma-sarcoglycan deficiency|limb-girdle muscular dystrophy, type 2C|muscular dystrophy, Duchenne-like|muscular dystrophy, limb-girdle, autosomal recessive 5|muscular dystrophy, limb-girdle, type 2C|sarcoglycan, gamma, deficiency of|severe childhood autosomal recessive muscular dystrophy North African type|severe childhood autosomal recessive muscular dystrophy, North African type
MONDO:0009678	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	FCMD|Fukuyama congenital muscular dystrophy|MDDGA4|Walker-Warburg syndrome or muscle-eye-brain disease, FKTN-related|congenital muscular dystrophy, Fukuyama type|muscle-eye-brain-FKTN related|muscular dystrophy-dystroglycanopathy (congenital with Brain and eye anomalies) type A, 4|muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4
MONDO:0009679	arthrogryposis due to muscular dystrophy	congenital muscular dystrophy producing arthrogryposis|muscular dystrophy, congenital, producing arthrogryposis
MONDO:0009680	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	Bassoe syndrome|benign muscular dystrophy with hypergonadotrophic hypogonadism and congenital cataract|familial congenital muscular dystrophy with gonadal dysgenesis|muscular dystrophy, congenital, infantile with cataract and hypogonadism|muscular dystrophy, congenital, with infantile cataract and hypogonadism
MONDO:0009681	Ullrich congenital muscular dystrophy 1	UCMD1|Ullrich Scleroatonic muscular dystrophy|Ullrich congenital muscular dystrophy|Ullrich congenital muscular dystrophy 1|Ullrich congenital muscular dystrophy type 1|Ullrich disease|muscular dystrophy, Scleroatonic
MONDO:0009682	muscular dystrophy, congenital, with rapid progression	muscular dystrophy, congenital, with rapid progression
MONDO:0009683	autosomal recessive limb-girdle muscular dystrophy type 2H	LGMD2H|Sarcotubular myopathy|TRIM32 autosomal recessive limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy caused by mutation in TRIM32|autosomal recessive limb-girdle muscular dystrophy type 2H|limb-girdle muscular dystrophy due to TRIM32 deficiency|limb-girdle muscular dystrophy type 2H|muscular dystrophy Hutterite type|muscular dystrophy limb-girdle type 2H|muscular dystrophy, Hutterite type|muscular dystrophy, limb-girdle, autosomal recessive 8|muscular dystrophy, limb-girdle, type 2H|sarcotubular myopathy
MONDO:0009685	Miyoshi myopathy	MM|MMD1|Miyoshi distal myopathy|Miyoshi muscular dystrophy|Miyoshi muscular dystrophy 1|Miyoshi muscular dystrophy type 1|muscular dystrophy, distal, late onset, autosomal recessive
MONDO:0009687	myasthenia, congenital, refractory to acetylcholinesterase inhibitors	myasthenia, congenital, refractory to acetylcholinesterase inhibitors
MONDO:0009688	myasthenia gravis	MG|acquired myasthenia|autoimmune myasthenia gravis|myasthenia gravis
MONDO:0009689	congenital myasthenic syndrome 6	CHAT congenital myasthenic syndrome|CMS Ia2|CMS Ia2, formerly|CMS w/episodic apnea|CMS-ea|CMS1A|CMS1A2|CMS1A2, formerly|CMS6|CMSEA|Cms Ia2|Cms Ia2, formerly|FIM|FIM, formerly|FIMG2|FIMG2 (formerly)|FIMG2, formerly|congenital myasthenic syndrome 6|congenital myasthenic syndrome 6, presynaptic|congenital myasthenic syndrome caused by mutation in CHAT|congenital myasthenic syndrome type 1a|congenital myasthenic syndrome type 6|congenital myasthenic syndrome type Ia|congenital myasthenic syndrome type Ia2|congenital myasthenic syndrome type Ia2, formerly|congenital myasthenic syndrome with episodic apnea|congenital presynaptic myasthenic syndrome associated with episodic apnea|familial infantile myasthenia|familial infantile myasthenia gravis 2|myasthenia familial infantile|myasthenia gravis familial infantile 2 (formerly)|myasthenia gravis, familial infantile, 2|myasthenia gravis, familial infantile, 2, formerly|myasthenia, familial infantile|myasthenia, familial infantile, formerly|myasthenic syndrome congenital associated with episodic apnea|myasthenic syndrome, congenital, 6, presynaptic|myasthenic syndrome, congenital, associated with episodic apnea|myasthenic syndrome, presynaptic, congenital, associated with episodic apnea|presynaptic congenital myasthenic syndrome 6
MONDO:0009690	congenital myasthenic syndrome 10	CMS Ib|CMS10|CMS1B|Cms Ib|Cms Ib, formerly|DOK7 congenital myasthenic syndrome|LGM|congenital muscular dystrophy merosin-positive|congenital myasthenic syndrome 10|congenital myasthenic syndrome caused by mutation in DOK7|congenital myasthenic syndrome type 10|congenital myasthenic syndrome type IB|congenital myasthenic syndrome type IB, formerly|familial limb-girdle myasthenia|muscular dystrophy, congenital, merosin-POSITIVE|myasthenia, limb-girdle, familial|myasthenia, limb-girdle, familial, formerly|myasthenic myopathy|myasthenic myopathy, formerly|myasthenic syndrome, congenital, 10|myasthenic syndrome, congenital, type 10
MONDO:0009691	mycosis fungoides	Alibert-Bazin syndrome|CTCL/ mycosis fungoides|MF|classic mycosis fungoides|cutaneous T-cell lymphoma/mycosis fungoides|granuloma fungoides|mycosis fungoides|mycosis fungoides (morphologic abnormality)|mycosis fungoides NOS (morphologic abnormality)|mycosis fungoides lymphoma|mycosis fungoides of unspecified site|mycosis fungoides, Alibert-Bazin type|mycosis fungoides, unspecified site, extranodal and solid organ sites
MONDO:0009692	primary myelofibrosis	AMM|Agnogenic myeloid metaplasia|CIMF|aleukemic myelosis|bone marrow fibrosis|chronic idiopathic myelofibrosis|idiopathic bone marrow fibrosis|idiopathic myelofibrosis|megakaryocytic myelosclerosis|myelofibrosis|myelofibrosis with myeloid metaplasia|myelofibrosis with myeloid metaplasia, somatic|myelofibrosis, somatic|myeloid metaplasia|myelosclerosis|myelosclerosis with myeloid metaplasia|osteomyelofibrosis|primary myelofibrosis
MONDO:0009693	plasma cell myeloma	Al amyloidosis|Kahler disease|Kahler's disease|amyloidosis, systemic|medullary plasmacytoma|multiple myeloma|multiple myeloma, resistance to, Somatic mutation|multiple myeloma, susceptibility to, Somatic mutation|multiple myeloma/plasma cell myeloma|myeloid neoplasm of plasma cell|myeloma|myeloma - multiple|myeloma, multiple|myeloma, plasma cell, malignant|myelomatosis|plasma cell myeloid neoplasm|plasma cell myeloma
MONDO:0009694	myeloperoxidase deficiency	MPO deficiency|MPOD|myeloperoxidase deficiency
MONDO:0009695	myeloproliferative disease, autosomal recessive	myeloproliferative disease, autosomal recessive
MONDO:0009696	juvenile myoclonic epilepsy	EJM|JME|Janz syndrome|epilepsy, myoclonic juvenile|juvenile myoclonus epilepsy|myoclonic epilepsy, juvenile|myoclonic epilepsy, juvenile, 1|myoclonic epilepsy, juvenile, susceptibility to, 1|petit mal, impulsive
MONDO:0009697	Lafora disease	EPM2|Epm2|Lafora body disease|Lafora body disorder|Lafora disease|Lafora progressive myoclonic epilepsy|Lafora's disease|Melf|PME type 2|epilepsy progressive myoclonic 2|epilepsy, progressive myoclonic 2A (Lafora)|epilepsy, progressive myoclonic 2B (Lafora)|epilepsy, progressive myoclonic, 2A|epilepsy, progressive myoclonic, 2B|myoclonic epilepsy of Lafora|progressive myoclonic epilepsy type 2|progressive myoclonus epilepsy type 2
MONDO:0009698	Unverricht-Lundborg syndrome	Baltic myoclonic epilepsy|EPM1|PME type 1|ULD|Uld|Unverricht - Lundborg disease|Unverricht's disease|Unverricht-Lundborg disease|Unverricht-Lundborg syndrome|epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)|epilepsy, progressive myoclonic type 1|epilepsy, progressive myoclonic, 1|epilepsy, progressive myoclonic, 1A|epilepsy, progressive myoclonus 1|myoclonic epilepsy of Unverricht and Lundborg|myoclonus progressive epilepsy of Unverricht and Lundborg|progressive myoclonic epilepsy|progressive myoclonic epilepsy type 1|progressive myoclonus epilepsy Baltic myoclonic epilepsy|progressive myoclonus epilepsy type 1
MONDO:0009699	action myoclonus-renal failure syndrome	AMRF|EPM4|action myoclonus-renal failure syndrome|epilepsy, progressive myoclonic 4, with or without renal failure|epilepsy, progressive myoclonic, 4, with or without renal failure|myoclonus-nephropathy syndrome|progressive myoclonic epilepsy type 4
MONDO:0009703	myopathy with abnormal lipid metabolism	LIPID storage myopathy due to flavin adenine dinucleotide synthetase deficiency|LSMFLAD|lipid storage myopathy|lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency|myopathy with abnormal lipid metabolism
MONDO:0009704	carnitine palmitoyl transferase II deficiency, myopathic form	CARNITINE PALMITOYLTRANSFERASE II deficiency, late-onset|CARNITINE PALMITOYLTRANSFERASE II deficiency, myopathic, stress-induced|CPT 2 deficiency, myopathic|CPT II deficiency, myopathic, stress-induced|CPT2, adult-onset form|CPT2, myopathic form|CPTII, adult-onset form|CPTII, myopathic form|Carnitine Palmitoyltransferase 2 deficiency, adult-onset|Carnitine Palmitoyltransferase 2 deficiency, myopathic|Carnitine Palmitoyltransferase 2 deficiency, myopathic, stress-induced|Carnitine palmitoyl transferase II deficiency, adult-onset form|Carnitine palmitoyl transferase deficiency type 2, adult-onset form|Carnitine palmitoyl transferase deficiency type 2, myopathic form|Cpt2 deficiency, late-onset|carnitine palmitoyl transferase II deficiency, myopathic form
MONDO:0009705	carnitine palmitoyl transferase 1A deficiency	CPT 1 deficiency|CPT I deficiency|CPT deficiency, hepatic, type 1|CPT1A deficiency|CPT1A disorder of carnitine cycle and carnitine transport|Carnitine Palmitoyltransferase 1 deficiency|Carnitine Palmitoyltransferase 1A deficiency|Carnitine palmitoyl transferase 1 deficiency|Carnitine palmitoyl transferase IA deficiency|Carnitine palmitoyltransferase 1A deficiency|L-CPT 1 deficiency|L-CPT1 deficiency|L-CPTI deficiency|carnitine palmitoyl transferase 1A deficiency|carnitine palmitoyl transferase IA deficiency|carnitine palmitoyltransferase I deficiency|cpt deficiency, hepatic, type IA|disorder of carnitine cycle and carnitine transport caused by mutation in CPT1A|hepatic CPT deficiency type I|hepatic CPT1|hepatic carnitine palmitoyl transferase 1 deficiency|hepatic carnitine palmitoyl transferase I deficiency|hepatic carnitine palmitoyltransferase 1 deficiency
MONDO:0009706	hereditary myopathy with lactic acidosis due to ISCU deficiency	HML|ISCU myopathy|aconitase deficiency|iron-sulfur cluster deficiency myopathy|myoglobinuria due to abnormal glycolysis|myopathy with deficiency of succinate dehydrogenase and aconitase|myopathy with exercise intolerance, Swedish type|myopathy with lactic acidosis, hereditary
MONDO:0009708	myopathy, myosin storage, autosomal recessive	MSMB|myopathy, hyaline body, autosomal recessive|myopathy, myosin storage, autosomal recessive
MONDO:0009709	myopathy, centronuclear, 2	BIN1 centronuclear myopathy|CNM2|centronuclear myopathy 2|centronuclear myopathy caused by mutation in BIN1|myopathy, centronuclear, 2|myopathy, centronuclear, autosomal recessive|myopathy, centronuclear, type 2|myotubular myopathy, autosomal recessive
MONDO:0009710	Thomsen and Becker disease	Batten-Turner congenital myopathy|myopathy, congenital|myotonia congenita
MONDO:0009711	congenital fiber-type disproportion myopathy	CFTDM|congenital fiber type disproportion|congenital fiber-type disproportion|congenital myopathy with fiber type disproportion|congenital myopathy with fibre type disproportion|myopathy, congenital with fiber-type disproportion
MONDO:0009712	congenital multicore myopathy with external ophthalmoplegia	minicore myopathy|minicore myopathy with external ophthalmoplegia|minicore myopathy, antenatal onset, with arthrogryposis|multicore myopathy|multicore myopathy with external ophthalmoplegia|multiminicore disease with external ophthalmoplegia|multiminicore myopathy multicore myopathy with external ophthalmoplegia
MONDO:0009714	myosclerosis	congenital myosclerosis, LC6wenthal type|congenital myosclerosis, Löwenthal type|myopathy, myosclerotic|myosclerosis, autosomal recessive|myosclerosis, congenital|myosclerosis, congenital, of Lowenthal
MONDO:0009715	myotonia congenita, autosomal recessive	Becker disease|autosomal recessive myotonia congenita|myotonia congenita, autosomal recessive|myotonia congenita, recessive|myotonia, generalized
MONDO:0009716	Richieri Costa-da Silva syndrome	Richieri Costa Da Silva syndrome|myotonia with skeletal abnormalities and intellectual disability|myotonia with skeletal abnormalities and mental retardation|myotonia-intellectual disability-skeletal anomalies syndrome
MONDO:0009717	Schwartz-Jampel syndrome	Aberfeld syndrome|Catel-Hempel syndrome|Catel-Hempel type dysostosis enchondralis metaepiphysaria|Osteochondromuscular dystrophy|SJS|Schwartz Jampel Aberfeld syndrome|Schwartz Jampel syndrome|Schwartz-Jampel syndrome|Schwartz-Jampel-Aberfeld syndrome|burton skeletal dysplasia|burton syndrome|dysostosis enchondralis metaepiphysaria, Catel-Hempel type|myotonic chondrodystrophy|myotonic myopathy dwarfism chondrodystrophy and ocular and facial abnormalities|myotonic myopathy, dwarfism, chondrodystrophy, and ocular and Facial abnormalities|myotonic myopathy, dwarfism, chondrodystrophy, ocular and facial anomalies|osteochondromuscular dystrophy
MONDO:0009719	familial atrial myxoma	MYXOMA, intracardiac|atrial Myxoma, familial|intracardiac myxoma
MONDO:0009720	Keipert syndrome	KPTS|Keipert syndrome|Keipert syndrome, X-linked recessive|nasodigitoacoustic syndrome|nasodigitoacoustic syndrome, formerly
MONDO:0009721	Nathalie syndrome	Nathalie syndrome|deafness, cataract, muscular atrophy, skeletal abnormalities, growth retardation, underdeveloped secondary sexual characteristics|deafness-cataract-skeletal anomalies syndrome|deafness-cataracts-skeletal anomalies syndrome|sensorineural hearing loss-cataract-skeletal anomalies-cardiomyopathy syndrome
MONDO:0009722	Bailey-Bloch congenital myopathy	Bailey-Bloch congenital myopathy|NAM|Native American myopathy|STAC3 disorder|congenital myopathy - cleft palate - malignant hyperthermia|congenital myopathy cleft palate and malignant hyperthermia|congenital myopathy-cleft palate-malignant hyperthermia syndrome|myopathy, congenital, baily-bloch|myopathy, congenital, with cleft palate and malignant hyperthermia
MONDO:0009723	Leigh syndrome	LS|LSS|Leigh disease|Leigh syndrome|Leigh syndrome due to mitochondrial Complex 1 deficiency|Leigh syndrome due to mitochondrial Complex 2 deficiency|Leigh syndrome due to mitochondrial Complex 3 deficiency|Leigh syndrome due to mitochondrial Complex 4 deficiency|Leigh syndrome due to mitochondrial Complex 5 deficiency|Leigh syndrome spectrum|Leigh's disease|Leigh's necrotizing encephalopathy|SNE|infantile necrotizing encephalomyelopathy|infantile subacute necrotizing encephalopathy|juvenile subacute necrotizing encephalomyelopathy|necrotizing encephalopathy, infantile Subacute, of Leigh|subacute necrotizing encephalomyelopathy|subacute necrotizing encephalopathy
MONDO:0009724	nail-patella-like renal disease	Salcedo syndrome|focal segmental glomerulosclerosis 10|glomerular basement Membrane disease, nail-patella syndrome type|nail patella like renal disease|nail-patella-like renal disease
MONDO:0009725	nemaline myopathy 2	NEB nemaline myopathy|NEM2|nemaline myopathy 2|nemaline myopathy 2, autosomal recessive|nemaline myopathy caused by mutation in NEB|nemaline myopathy type 2
