ID	LABEL	SYNONYMS
MONDO:0004668	fascioliasis	Fasciolosis|fasciola hepatica infection|infection by fasciola|liver flukes|sheep liver fluke infection
MONDO:0004674	chorioretinitis	chorioretinitis|chorioretinitis (disease)|retinochoroiditis
MONDO:0004675	mitochondrial encephalomyopathy	
MONDO:0004679	leukoplakia of vagina	leukoplakia of the vagina|vaginal leukoplakia
MONDO:0004689	inborn metal metabolism disorder	metal metabolism disorder|metal metabolism, inborn error
MONDO:0004694	hepatopulmonary syndrome	
MONDO:0004697	esophageal leukoplakia	esophageal epidermoid metaplasia|esophageal leukoplakia|esophageal leukoplakia (disease)|esophagus leukoplakia|leukoplakia of esophagus|leukoplakia of the esophagus
MONDO:0004702	uterine cervix leukoplakia	cervical leukoplakia|cervix leukoplakia|cervix uteri leukoplakia|leukoplakia of cervix|leukoplakia of cervix (uteri)|leukoplakia of cervix uteri|leukoplakia of the cervix|leukoplakia of the cervix uteri|leukoplakia of the uterine cervix|leukoplakia of uterine cervix
MONDO:0004703	bladder carcinoma in situ	bladder Ca in situ|bladder flat CIS|bladder flat carcinoma in situ|cancer in situ of urinary bladder|carcinoma in situ of bladder|carcinoma in situ of the urinary bladder|carcinoma in situ of urinary bladder|flat CIS of the bladder|flat CIS of the urinary bladder|flat carcinoma in situ of the bladder|flat carcinoma in situ of the urinary bladder|high grade bladder Intraurothelial neoplasia|stage 0 urinary bladder carcinoma|stage 0is bladder cancer|stage 0is bladder carcinoma|stage 0is bladder urothelial cancer|stage 0is bladder urothelial carcinoma|stage 0is bladder urothelial carcinoma aJCC v6|stage 0is bladder urothelial carcinoma aJCC v6 and v7|stage 0is bladder urothelial carcinoma aJCC v7|stage 0is carcinoma of bladder|stage 0is carcinoma of the bladder|stage 0is carcinoma of the urinary bladder|stage 0is carcinoma of urinary bladder|stage 0is urinary bladder carcinoma|urinary bladder carcinoma in situ|urinary bladder flat CIS|urinary bladder flat carcinoma in situ|urinary bladder in situ carcinoma
MONDO:0004705	liver solitary fibrous tumor	fibroma of liver|fibroma of the liver|hepatic fibroma|liver fibroma|liver localized fibrous mesothelioma|liver localized fibrous tumor|liver solitary fibrous tumor
MONDO:0004708	esophagus carcinoma in situ	carcinoma in situ of esophagus|esophageal carcinoma in situ|esophageal carcinoma in situ aJCC v7|esophagus in situ carcinoma|severe esophageal dysplasia|severe esophageal dysplasia aJCC v7|stage 0 carcinoma of the esophagus|stage 0 esophageal cancer|stage 0 esophageal cancer aJCC v7|stage 0 esophageal carcinoma in situ|stage 0 esophagus carcinoma
MONDO:0004714	atrophic muscular disease	atrophic muscular disorder
MONDO:0004715	liver carcinoma in situ	carcinoma in situ of liver|carcinoma in situ of liver and biliary system|carcinoma in situ of liver, gallbladder and bile ducts|liver in situ carcinoma|stage 0 liver carcinoma
MONDO:0004720	variola minor infection	Variola minor|alastrim|cottonpox|milkpox|whitepox
MONDO:0004724	submandibular gland cancer	cancer of submandibular gland|carcinoma of submandibular gland|carcinoma of the submandibular gland|malignant neoplasm of submandibular gland|malignant neoplasm of submaxillary gland|malignant submandibular gland neoplasm|malignant tumor of submandibular gland|malignant tumor of the submandibular gland|submandibular gland cancer|submandibular gland carcinoma
MONDO:0004725	rectum carcinoma in situ	carcinoma in situ of rectum|carcinoma in situ of the rectum|marked dysplasia of rectum|marked dysplasia of the rectum|marked rectal dysplasia|rectal carcinoma in situ|rectum in situ carcinoma|severe dysplasia of rectum|severe dysplasia of the rectum|severe rectal dysplasia|stage 0 carcinoma of rectum|stage 0 carcinoma of the rectum|stage 0 rectal cancer|stage 0 rectal cancer aJCC v6|stage 0 rectal cancer aJCC v6 and v7|stage 0 rectal cancer aJCC v7|stage 0 rectal carcinoma|stage 0 rectum carcinoma
MONDO:0004730	speech disorder	speech impediment or impairment
MONDO:0004736	inborn disorder of amino acid metabolism	amino acid metabolic disorder|amino acid metabolism, inborn errors|inborn amino acid metabolism disorder|inborn cellular amino acid metabolic process disorder|inborn error of amino acid metabolism|inborn error of cellular amino acid metabolic process|inborn errors of amino acid metabolism|inherited amino acid metabolic disorder|rare inborn error of cellular amino acid metabolic process
MONDO:0004737	homocystinuria	CBS deficiency|cystathionine beta synthase deficiency|cystathionine synthase deficiency|homocystinuria|homocystinuria (disease)
MONDO:0004741	tyrosinemia	
MONDO:0004742	primary cerebellar degeneration	
MONDO:0004743	hyperhomocysteinemia	homocysteinemia|hyperhomocysteinemia
MONDO:0004746	myopathy of extraocular muscle	extra-ocular muscle myopathy|myopathy of extra-ocular muscle|myopathy of extraocular muscles
MONDO:0004749	myocardium cancer	cancer of myocardium|malignant myocardial neoplasm|malignant myocardial tumor|malignant myocardium neoplasm|malignant neoplasm of myocardium|malignant neoplasm of the myocardium|malignant tumor of myocardium|malignant tumor of the myocardium|myocardium cancer|tumor of myocardium
MONDO:0004750	language disorder	
MONDO:0004769	orbital plasma cell granuloma	granuloma, plasma cell, orbital|inflammatory pseudotumor of orbit|inflammatory pseudotumor, orbital|inflammatory pseudotumors, orbital|orbital granuloma, plasma cell|orbital inflammatory pseudotumor|orbital inflammatory pseudotumors|orbital myositis|orbital pseudotumors|plasma cell granuloma, orbital|pseudotumor of orbit|pseudotumor, inflammatory, orbital|pseudotumor, orbital|pseudotumor, orbital inflammatory|pseudotumors, orbital
MONDO:0004772	glaucomatocyclitic crisis	Posner-Schlossman syndrome|Terrien-Viel syndrome
MONDO:0004773	iridocyclitis	iridocyclitis|iridocyclitis (disease)|primary iridocyclitis
MONDO:0004774	gonococcal iridocyclitis	Neisseria gonorrhoeae caused iridocyclitis (disease)|Neisseria gonorrhoeae iridocyclitis (disease)
MONDO:0004775	lens-induced iridocyclitis	lens-induced iridocyclitis
MONDO:0004792	cancer of isthmus of fallopian tube	cancer of isthmus of fallopian tube|isthmus of fallopian tube cancer|malignant isthmus of fallopian tube neoplasm|malignant neoplasm of isthmus of fallopian tube
MONDO:0004797	mononeuritis of lower limb	hindlimb mononeuritis simplex|mononeuritis simplex of hindlimb
MONDO:0004829	Krukenberg carcinoma	Krukenberg neoplasm|Krukenberg tumor|Krukenberg’s tumor
MONDO:0004835	necrotizing fasciitis	
MONDO:0004844	oral mucosa leukoplakia	leukokeratosis of oral mucosa|leukoplakia of oral mucosa|leukoplakia of the oral mucosa|oral keratoses|oral keratosis|oral leukoplakia
MONDO:0004852	gonococcal keratitis	
MONDO:0004853	gonococcal endophthalmia	
MONDO:0004854	ophthalmia neonatorum	gonococcal conjunctivitis (neonatorum)|gonococcal ophthalmia neonatorum|neonatal conjunctivitis
MONDO:0004855	tenosynovitis	Inflammation of tendon sheath|Tenosynovitides|inflammation of tendon sheath|tendon sheath inflammation
MONDO:0004857	tendinitis	inflammation of tendon|tendon inflammation|tendonitis
MONDO:0004862	vitreous abscess	
MONDO:0004863	purulent endophthalmitis	
MONDO:0004875	xanthogranulomatous cholecystitis	CX
MONDO:0004881	myositis fibrosa	interstitial myositis
MONDO:0004882	angioid streaks of choroid	angioid streaks of optic choroid|optic choroid angioid streaks
MONDO:0004890	partial central choroid dystrophy	choroidal dystrophy, central areolar|circinate choroidal dystrophy|partial central choroid dystrophy|partial central dystrophy of choroid
MONDO:0004895	accommodative esotropia	
MONDO:0004900	peripheral vertigo	
MONDO:0004913	alternating esotropia	
MONDO:0004951	susceptibility to HIV infection	AIDS, delayed/rapid progression to|AIDS, progression to|AIDS, rapid progression to|AIDS, resistance to|AIDS, slow progression to|HIV infection, resistance to|HIV type 1, susceptibility to|HIV-1 disease, delayed progression of|HIV-1 disease, rapid progression of|HIV-1 viremia, susceptibility to|HIV-1, resistance to|HIV-1, susceptibility to|HIV/AIDS, susceptibility to|HIV1 infection, resistance to|HIV1, resistance to|acquired immunodeficiency syndrome, progression to|human immunodeficiency virus type 1, resistance to|human immunodeficiency virus type 1, susceptibility to|rapid progression to AIDS from HIV1 infection
MONDO:0004969	acute quadriplegic myopathy	
MONDO:0004971	adenoid cystic carcinoma	adenocystic carcinoma|adenoid cystic cancer|adenoid cystic carcinoma|cribriform carcinoma|cylindroid adenocarcinoma|cylindroma
MONDO:0004973	adenosquamous lung carcinoma	adenosquamous cell lung carcinoma|adenosquamous lung cancer|adenosquamous lung carcinoma|lung adenosquamous carcinoma
MONDO:0004986	urinary bladder carcinoma	bladder cancer|bladder carcinoma|cancer of bladder|cancer of the bladder|cancer of the urinary bladder|cancer of urinary bladder|carcinoma bladder|carcinoma of bladder|carcinoma of the bladder|carcinoma of the urinary bladder|carcinoma of urinary bladder|urinary bladder cancer|urinary bladder carcinoma
MONDO:0004991	minimally invasive lung adenocarcinoma	bac|bronchioalveolar adenocarcinoma of lung|bronchioalveolar adenocarcinoma of the lung|bronchioalveolar lung carcinoma|bronchiolo-alveolar adenocarcinoma|bronchiolo-alveolar carcinoma of lung|bronchiolo-alveolar carcinoma of the lung|bronchiolo-alveolar lung carcinoma|bronchioloalveolar adenocarcinoma of lung|bronchioloalveolar adenocarcinoma of the lung|bronchioloalveolar carcinoma|bronchioloalveolar lung adenocarcinoma|carcinoma, bronchioloalveolar, malignant|minimally invasive lung adenocarcinoma
MONDO:0005007	colon mucinous adenocarcinoma	colloid adenocarcinoma of colon|colloid adenocarcinoma of the colon|colloid colon adenocarcinoma|colloidal adenocarcinoma of colon|colloidal adenocarcinoma of the colon|colloidal colon adenocarcinoma|colon colloid adenocarcinoma|colon colloidal adenocarcinoma|colon mucinous adenocarcinoma|colonic colloid adenocarcinoma|colonic colloidal adenocarcinoma|colonic mucinous adenocarcinoma|mucinous adenocarcinoma of colon|mucinous adenocarcinoma of the colon|mucinous colon adenocarcinoma
MONDO:0005008	colorectal adenocarcinoma	adenocarcinoma of large bowel|adenocarcinoma of large intestine|adenocarcinoma of the large bowel|adenocarcinoma of the large intestine|colorectal (colon or rectal) adenocarcinoma|colorectal adenocarcinoma|colorectum adenocarcinoma|large bowel adenocarcinoma|large intestine adenocarcinoma
MONDO:0005012	cutaneous melanoma	cutaneous (skin) melanoma|cutaneous melanoma|cutaneous melanoma (disease)|malignant cutaneous melanoma|malignant ear melanoma|malignant lip melanoma|malignant lower limb melanoma|malignant melanoma (of skin), stage unspecified|malignant melanoma of ear and/or external auricular canal|malignant melanoma of skin|malignant melanoma of skin of lower limb|malignant melanoma of skin of trunk except scrotum|malignant melanoma of skin of upper limb|malignant melanoma of skin stage unspecified|malignant neck melanoma|malignant scalp melanoma|malignant trunk melanoma|malignant upper limb melanoma|melanoma (disease) of zone of skin|melanoma of skin|melanoma of the skin|skin melanoma|skin, melanoma|zone of skin melanoma|zone of skin melanoma (disease)
MONDO:0005017	diffuse gastric adenocarcinoma	adenocarcinoma of linitis plastica type|adenocarcinoma of the linitis plastica type|carcinoma, diffuse type|carcinoma, diffuse type (morphologic abnormality)|diffuse adenocarcinoma of stomach|diffuse adenocarcinoma of the stomach|diffuse gastric adenocarcinoma|diffuse stomach adenocarcinoma|diffuse type stomach adenocarcinoma|gastric diffuse adenocarcinoma|stomach diffuse type adenocarcinoma
MONDO:0005019	diffuse scleroderma	diffuse systemic sclerosis|systemic sclerosis, diffuse
MONDO:0005032	follicular thyroid adenoma	adenoma of the thyroid|adenoma of the thyroid gland|adenoma of thyroid|adenoma of thyroid gland|adenoma, follicular cell, benign|follicular adenoma|follicular adenoma (morphologic abnormality)|follicular adenoma of the thyroid|follicular adenoma of the thyroid gland|follicular adenoma of thyroid|follicular adenoma of thyroid gland|follicular thyroid adenoma|thyroid adenoma|thyroid adenoma (disease)|thyroid follicle adenoma|thyroid follicular adenoma|thyroid gland adenoma|thyroid gland follicular adenoma
MONDO:0005034	thyroid gland follicular carcinoma	carcinoma of thyroid follicle|carcinoma, follicular cell, malignant|follicular adenocarcinoma|follicular adenocarcinoma (morphologic abnormality)|follicular adenocarcinoma, well differentiated|follicular adenocarcinoma, well differentiated (morphologic abnormality)|follicular cancer of the thyroid|follicular cancer of the thyroid gland|follicular cancer of thyroid|follicular cancer of thyroid gland|follicular carcinoma|follicular carcinoma of the thyroid|follicular carcinoma of the thyroid gland|follicular carcinoma of thyroid|follicular carcinoma of thyroid gland|follicular thyroid cancer|follicular thyroid carcinoma|follicular thyroid gland carcinoma|thyroid follicle carcinoma|thyroid follicular carcinoma|thyroid gland adenocarcinoma|thyroid gland follicular cancer|thyroid gland follicular carcinoma|well-differentiated follicular adenocarcinoma|well-differentiated follicular carcinoma
MONDO:0005037	gastric intestinal type adenocarcinoma	gastric intestinal type adenocarcinoma|gastric intestinal-type adenocarcinoma|intestinal adenocarcinoma of stomach|intestinal adenocarcinoma of the stomach|intestinal gastric adenocarcinoma|intestinal stomach adenocarcinoma|intestinal type stomach adenocarcinoma
MONDO:0005040	germ cell tumor	germ cell cancer|germ cell neoplasm|germ cell tumor|germ cell tumour|germ cells tumors|neoplasm of germ cell|neoplasm of the germ cell|tumor of germ cell|tumor of the germ cell
MONDO:0005057	large cell neuroendocrine carcinoma	LCNEC|large cell NEC|large cell neuroendocrine carcinoma|large-cell neuroendocrine carcinoma
MONDO:0005074	papillary cystadenocarcinoma	cystadenocarcinoma, papillary, malignant|papillary cystadenocarcinoma|papillary cystadenocarcinoma (morphologic abnormality)|papillary cystadenocarcinoma, NOS (morphologic abnormality)
MONDO:0005075	thyroid gland papillary carcinoma	papillary cancer of the thyroid|papillary cancer of the thyroid gland|papillary cancer of thyroid|papillary cancer of thyroid gland|papillary carcinoma of the thyroid|papillary carcinoma of the thyroid gland|papillary carcinoma of thyroid|papillary carcinoma of thyroid gland|papillary thyroid cancer|papillary thyroid carcinoma|papillary thyroid gland carcinoma|thyroid gland papillary cancer|thyroid gland papillary carcinoma|thyroid papillary carcinoma
MONDO:0005112	malignant pleural mesothelioma	malignant mesothelioma of pleura|malignant mesothelioma of the pleura|malignant pleural mesothelioma|pleura mesothelioma|pleural diffuse malignant mesothelioma|pleural malignant mesothelioma
MONDO:0005139	morbid obesity	severe obesity
MONDO:0005140	ovarian carcinoma	carcinoma of ovary|carcinoma of the ovary|epithelial ovarian cancer|ovarian cancer|ovarian carcinoma|ovarian epithelial cancer|ovary carcinoma
MONDO:0005185	chronic childhood arthritis	JRA|Juvenile rheumatoid arthritis|Juvenile rheumatoid arthritis (AQ)
MONDO:0005190	macroglobulinemia	primary macroglobulinemia
MONDO:0005191	metastatic melanoma	metastatic malignant melanoma|metastatic melanoma
MONDO:0005204	primary antiphospholipid syndrome	
MONDO:0005208	amelanotic skin melanoma	amelanotic cutaneous (skin) melanoma|amelanotic malignant melanoma (of skin)|amelanotic malignant melanoma of skin|amelanotic malignant melanoma of the skin|amelanotic malignant skin melanoma|amelanotic melanoma of skin|amelanotic melanoma of the skin|amelanotic melanoma of zone of skin|amelanotic skin melanoma|skin amelanotic malignant melanoma|skin amelanotic melanoma|zone of skin amelanotic melanoma
MONDO:0005211	ovarian serous adenocarcinoma	ovarian serous adenocarcinoma|ovarian serous carcinoma|ovary serous adenocarcinoma|serous adenocarcinoma of ovary|serous adenocarcinoma of the ovary|serous carcinoma of ovary|serous carcinoma of the ovary|serous ovarian cancer
MONDO:0005221	renal pelvis urothelial carcinoma	kidney renal pelvis urothelial cancer|renal pelvis transitional cell carcinoma|renal pelvis urothelial cancer|renal pelvis urothelial carcinoma|transitional cell carcinoma of renal pelvis|transitional cell carcinoma of the renal pelvis|urothelial cell carcinoma of renal pelvis|urothelial cell carcinoma of the renal pelvis
MONDO:0005244	peripheral neuropathy	neuropathy|peripheral nerve disorder|peripheral neuropathy
MONDO:0005260	autism	Kanner's syndrome|autism|autism (disease)|autism spectrum disorder|autism, susceptiblity to|autistic disorder|autistic disorder of childhood onset|childhood autism|infantile autism
MONDO:0005282	cutaneous lupus erythematosus	lupus erythematosus, cutaneous
MONDO:0005284	chronic progressive multiple sclerosis	
MONDO:0005314	relapsing-remitting multiple sclerosis	RRMS|Relapsing-remitting MS
MONDO:0005336	myopathy	
MONDO:0005369	carcinoid tumor	NET G1|carcinoid|carcinoid tumor|carcinoid tumor (disease)|neuroendocrine neoplasm G1|neuroendocrine tumor G1
MONDO:0005373	meningococcal infection	Neisseria meningitidis infection|infections, Neisseria meningitidis|meningococcal disease
MONDO:0005414	treatment-refractory schizophrenia	TRS|refractory schizophrenia|treatment-refractory schizophrenia
MONDO:0005424	elephantiasis	
MONDO:0005425	podoconiosis	elephantiasis from soil|non-filarial elephantiasis|nonfilarial elephantiasis|soil elephantiasis
MONDO:0005434	skin sensitivity to sun	
MONDO:0005437	testicular dysgenesis syndrome	
MONDO:0005439	familial hypercholesterolemia	Fredrickson type IIa hyperlipoproteinemia|Fredrickson type IIa lipidaemia|familial hyperbetalipoproteinaemia|familial hypercholesteremia|hyperbetalipoproteinemia|hyperlipoproteinemia type II|type II hyperlipidemia
MONDO:0005454	lung neuroendocrine neoplasm	lung NET|lung neuroendocrine neoplasm|lung neuroendocrine tumor|lung neuroendocrine tumor, well differentiated, low or intermediate grade|neuroendocrine neoplasm of lung|neuroendocrine neoplasm of the lung|pulmonary neuroendocrine neoplasm|pulmonary neuroendocrine tumor
MONDO:0005493	carbon monoxide-induced delayed encephalopathy	delayed encephalopathy after acute carbon monoxide poisoning
MONDO:0005496	bile duct carcinoma	bile duct cancer|bile duct cancer (including cholangiocarcinoma)|bile duct carcinoma|carcinoma of bile duct
MONDO:0005500	congenital disorder of glycosylation type I	ALG1-CDG|ALG1-CDG (CDG-1k)|ALG11-CDG|ALG11-CDG (CDG-1p)|ALG12-CDG|ALG12-CDG (CDG-1g)|ALG2-CDG|ALG2-CDG (CDG-1i)|ALG3-CDG|ALG3-CDG (CDG-1d)|ALG6-CDG|ALG6-CDG (CDG-1c)|ALG8-CDG|ALG8-CDG (CDG-1h)|ALG9-CDG|ALG9-CDG (CDG-1l)|DOLK-CDG|DOLK-CDG (CDG-1m)|DPAGT1-CDG|DPAGT1-CDG (CDG-1j)|DPM1-CDG|DPM1-CDG (CDG-1e)|DPM2-CDG|DPM2-CDG (CDG-1u)|DPM3-CDG|DPM3-CDG (CDG-1o)|MPDU1-CDG|MPDU1-CDG (CDG-1f)|MPI-CDG|MPI-CDG (CDG-1b)|PMM2-CDG|PMM2-CDG (CDG-1a)|RFT1-CDG|RFT1-CDG (CDG-1n)|SRD5A3-CDG|SRD5A3-CDG (CDG-1q)|congenital disorders of glycosylation, type I
MONDO:0005501	congenital disorder of glycosylation type II	B4GALT1-CDG|B4GALT1-CDG (CDG-2d)|MGAT2-CDG|MGAT2-CDG (CDG-2a)|MOGS-CDG|MOGS-CDG (CDG-2b)|congenital disorder of glycosylation type II|congenital disorders of glycosylation, type II
MONDO:0005518	pseudohermaphroditism	indeterminate sex and pseudohermaphroditism
MONDO:0005520	rickets	active rickets|hypovitaminosis D|nutritional rickets|rachitis|rickets|rickets (disease)|vitamin D deficiency disease|vitamin D hydroxylation-deficient rickets|vitamin-D deficiency rickets
MONDO:0005522	small intestine carcinoma	cancer of small bowel|cancer of the small bowel|carcinoma of small bowel|carcinoma of small intestine|carcinoma of the small bowel|carcinoma of the small intestine|small bowel cancer|small bowel carcinoma|small intestinal cancer|small intestinal carcinoma|small intestine cancer|small intestine cancer, NOS|small intestine carcinoma
MONDO:0005523	steroid inherited metabolic disorder	
MONDO:0005528	inborn vitamin metabolic disorder	inborn error of vitamin metabolic process|inborn vitamin metabolic process disorder|rare inborn error of vitamin metabolic process|vitamin metabolic disorder
MONDO:0005532	Crohn's colitis	Crohn colitis
MONDO:0005533	distal colitis	inflammation of left colon|left colon inflammation
MONDO:0005534	ileocolitis	
MONDO:0005535	oral Crohn disease	oral Crohn's disease
MONDO:0005536	pancolitis	pan-ulcerative colitis|universal colitis
MONDO:0005537	perianal Crohn disease	perianal Crohn's disease
MONDO:0005539	small bowel Crohn disease	small bowel Crohn's disease
MONDO:0005576	cryoglobulinemia	Cryoimmunoglobulinaemia|cryoglobulinemia
MONDO:0005599	malignant epithelioid mesothelioma	epithelial mesothelioma|epithelioid mesothelioma|epithelioid mesothelioma, malignant|epithelioid mesothelioma, malignant (morphologic abnormality)|malignant epithelial mesothelioma
MONDO:0005611	bladder transitional cell carcinoma	BLCA|bladder transitional cell carcinoma|bladder urothelial cancer|bladder urothelial carcinoma|transitional cell carcinoma of bladder|transitional cell carcinoma of the urinary bladder|urinary bladder transitional cell carcinoma|urinary bladder urothelial carcinoma|urothelial bladder carcinoma|urothelial carcinoma of the urinary bladder
MONDO:0005616	pulmonary mucoepidermoid carcinoma	lung mucoepidermoid cancer|lung mucoepidermoid carcinoma|mucoepidermoid carcinoma of the lung
MONDO:0005638	agnosia	Monomodal visual amnesia|agnosia|dyspraxia (finding)|dyspraxia syndrome|primary visual agnosia|visual amnesia
MONDO:0005667	biliary dyskinesia	sphincter of Oddi dysfunction
MONDO:0005672	blastomycosis	Blastomyces dermatitidis caused disease or disorder|Blastomyces dermatitidis disease or disorder|Blastomyces dermatitidis infection|Blastomyces dermatitidis infectious disease|Chicago disease|Gilchrist's disease|North American blastomycosis|blastomycotic infection|infection by Blastomyces dermatitidis
MONDO:0005690	Caplan syndrome	Caplan syndrome|Caplan's disease|Caplan's syndrome|Caplans syndrome|rheumatoid pneumoconiosis
MONDO:0005693	cauda equina syndrome	cauda equina syndromic disease|syndromic disease of cauda equina
MONDO:0005728	diaphragm disorder	diaphragm disease|diaphragm disease or disorder|diaphragmatic disease|diaphragmatic disorder|disease of diaphragm|disease or disorder of diaphragm|disorder of diaphragm
MONDO:0005774	glanders	Burkholderia mallei|Burkholderia mallei caused disease or disorder|Burkholderia mallei disease or disorder|Burkholderia mallei infection|Burkholderia mallei infectious disease|farcy pipes|infection due to Pseudomonas mallei
MONDO:0005775	G6PD deficiency	G-6-PD variant enzyme deficiency Anemia|G6PD|G6PD deficiency|deficiency of G-6PD|glucose-6-phosphate dehydrogenase deficiency|glucosephosphate dehydrogenase deficiency|inborn error of glucose-6-phosphate dehydrogenase activity|inborn glucose-6-phosphate dehydrogenase activity disorder|rare inborn error of glucose-6-phosphate dehydrogenase activity
MONDO:0005777	granuloma inguinale	donovanosis|granuloma inguinale|pudendal ulcer
MONDO:0005788	hepatitis E virus infection	Hepatitis E virus caused hepatitis|Hepatitis E virus hepatitis|hepatitis type E
MONDO:0005801	human T-lymphotropic virus 1 infectious disease	HTLV-1|Human T lymphotropic virus type 1|Human T-lymphotropic virus 1 caused disease or disorder|Human T-lymphotropic virus 1 disease or disorder|Human T-lymphotropic virus 1 infectious disease|human T-lymphotropic virus 1 infectious disease
MONDO:0005834	lymphogranuloma venereum	Durand-Nicolas-Favre disease|LGV|Poradenitis inguinale|climatic or tropical bubo|lymph granuloma inguinale|lymphogranuloma inguinale|strumous bubo
MONDO:0005845	meningoencephalitis	
MONDO:0005866	mycobacterium avium complex disease	DMAC|MAC disease|Mycobacterium avium Complex|Mycobacterium avium complex caused disease or disorder|Mycobacterium avium complex disease or disorder|Mycobacterium avium complex infectious disease|Mycobacterium avium infection|disseminated infection with mycobacterium avium complex|infection due to Mycobacterium intracellulare
MONDO:0005879	ocular toxoplasmosis	
MONDO:0005884	opisthorchiasis	infection by Opisthorchis|infection due to Opisthorchis (felineus)(viverrini)|infection due to cat liver fluke
MONDO:0005885	optic neuritis	
MONDO:0005895	paragonimiasis	Paragonimus westermani caused disease or disorder|Paragonimus westermani disease or disorder|Paragonimus westermani infection|Paragonimus westermani infectious disease|infection by Paragonimus|lung fluke disease|lung fluke infection|pulmonary paragonimiasis
MONDO:0005950	Salmonella gastroenteritis	Salmonella caused gastroenteritis
MONDO:0005960	silicosis	accelerated silicosis|acute silicosis|chronic silicosis|experimental silicosis|nodular silicosis|pneumoconiosis caused by silica|pneumoconiosis due to silica|pneumoconiosis due to silicates|silica pneumoconiosis|silicatosis|silicosis|silicotic fibrosis of lung|silicotuberculosis
MONDO:0006008	vestibular neuronitis	epidemic neurolabyrinthitis|vestibular neuritis
MONDO:0006028	cecum adenocarcinoma	adenocarcinoma of cecum|adenocarcinoma of the cecum|caecum adenocarcinoma|cecal adenocarcinoma|cecum adenocarcinoma
MONDO:0006029	cecum carcinoma	caecum carcinoma|carcinoma of caecum|carcinoma of cecum|carcinoma of the cecum|cecal cancer|cecum cancer|cecum carcinoma
MONDO:0006034	gastric adenosquamous carcinoma	STAS|adenosquamous carcinoma of stomach|adenosquamous carcinoma of the stomach|gastric (stomach) adenosquamous cancer|gastric adenosquamous carcinoma|stomach adenosquamous carcinoma
MONDO:0006035	gastric tubular adenocarcinoma	gastric tubular adenocarcinoma|stomach tubular adenocarcinoma|tubular adenocarcinoma of stomach|tubular adenocarcinoma of the stomach|tubular stomach adenocarcinoma
MONDO:0006041	lung carcinoid tumor	carcinoid tumor (disease) of lung|carcinoid tumor of lung|carcinoid tumor of the lung|lung carcinoid|lung carcinoid tumor|lung carcinoid tumor (disease)|pulmonary carcinoid tumor
MONDO:0006044	nephrosclerosis	renal sclerosis
MONDO:0006046	ovarian serous cystadenocarcinoma	ovarian serous cystadenocarcinoma
MONDO:0006049	papillary lung adenocarcinoma	lung papillary adenocarcinoma|lung papillary-adenocarcinoma|papillary adenocarcinoma of lung|papillary adenocarcinoma of the lung|papillary lung adenocarcinoma
MONDO:0006056	squamous cell breast carcinoma	breast primary squamous cell carcinoma|breast squamous cell carcinoma|metaplastic squamous cell carcinoma|primary squamous cell breast carcinoma|primary squamous cell carcinoma of breast|primary squamous cell carcinoma of the breast|scc of breast|scc of the breast|squamous breast carcinoma|squamous carcinoma of breast|squamous carcinoma of the breast|squamous cell breast carcinoma|squamous cell carcinoma of breast|squamous cell carcinoma of the breast
MONDO:0006075	adrenal gland myelolipoma	MYELOLIPOMA, benign|Myelolipoma|adrenal gland myelolipoma
MONDO:0006081	anal melanoma	anal malignant melanoma|anal melanoma|anus melanoma|anus melanoma (disease)|malignant anus melanoma|malignant melanoma of anus|malignant melanoma of the anus|melanoma (disease) of anus|melanoma of anus|melanoma of the anus
MONDO:0006095	atypical carcinoid tumor	atypical carcinoid tumor|malignant carcinoid tumor
MONDO:0006107	benign thyroid gland neoplasm	benign neoplasm of the thyroid|benign neoplasm of the thyroid gland|benign neoplasm of thyroid|benign neoplasm of thyroid gland|benign neoplasm of thyroid glands|benign thyroid gland neoplasm|benign thyroid gland tumor|benign thyroid neoplasm|benign thyroid tumor|benign tumor of the thyroid|benign tumor of the thyroid gland|benign tumor of thyroid|benign tumor of thyroid gland|thyroid gland benign neoplasm|thyroid neoplasm, benign
MONDO:0006109	malignant biphasic mesothelioma	biphasic mesothelioma|malignant biphasic mesothelioma|malignant biphasic mesothelioma, malignant|malignant mixed mesothelioma|mesothelioma, biphasic, malignant|mesothelioma, biphasic, malignant (morphologic abnormality)|mixed mesothelioma
MONDO:0006123	cardiac rhabdomyoma	cardiac rhabdomyoma|cardiac rhabdomyoma (disease)|heart rhabdomyoma|rhabdomyoma of heart|rhabdomyoma of the heart
MONDO:0006138	cervical large cell neuroendocrine carcinoma	cervical large cell neuroendocrine carcinoma|cervical neuroendocrine tumor
MONDO:0006142	cervical small cell carcinoma	Cervical small cell cancer|SCCE|cervical small cell carcinoma|cervix small cell carcinoma|cervix uteri small cell carcinoma|small cell carcinoma of cervix|small cell carcinoma of cervix uteri|small cell carcinoma of the cervix|small cell carcinoma of the cervix uteri|small cell carcinoma of the uterine cervix|small cell carcinoma of uterine cervix|uterine cervix small cell carcinoma
MONDO:0006157	colorectal adenosquamous carcinoma	colorectal (colon or rectal) adenosquamous cancer|colorectal adenosquamous cancer|colorectal adenosquamous carcinoma|colorectum adenosquamous carcinoma
