id	label
MONDO:0003642	obsolete oral submucous fibrosis
MONDO:0003657	obsolete methotrexate-associated lymphoproliferation
MONDO:0003662	obsolete endometrioid ovary carcinoma
MONDO:0003667	obsolete spermatocytoma
MONDO:0003696	obsolete meningeal melanocytoma
MONDO:0003703	obsolete uterine corpus leiomyomatosis
MONDO:0003711	obsolete malignant peripheral nerve sheath tumor
MONDO:0003779	obsolete gliomatosis cerebri
MONDO:0003793	obsolete uterine carcinosarcoma
MONDO:0003794	obsolete mediastinal neurilemmoma
MONDO:0003797	obsolete inflammatory MFH
MONDO:0003798	obsolete epithelioid sarcoma
MONDO:0003804	obsolete blood protein disease
MONDO:0003807	obsolete follicular thyroid adenoma
MONDO:0003814	obsolete gastric diffuse adenocarcinoma
MONDO:0003683	None
MONDO:0003815	obsolete Cronkhite-Canada syndrome
MONDO:0003817	obsolete peritoneal serous papillary adenocarcinoma
MONDO:0003823	obsolete transient hypogammaglobulinemia of infancy
MONDO:0003833	obsolete severe combined immunodeficiency
MONDO:0003838	obsolete malignant ACTH producing neoplasm of pituitary gland
MONDO:0003854	obsolete tibial adamantinoma
MONDO:0003855	obsolete immature teratoma of ovary
MONDO:0003871	obsolete metanephric adenoma
MONDO:0003877	obsolete cervical adenoid basal carcinoma
MONDO:0003883	obsolete cerebellar liponeurocytoma
MONDO:0003914	obsolete inborn purine-pyrimidine metabolic disorder
MONDO:0003919	obsolete inherited metabolic disorder
MONDO:0003920	obsolete gastric small cell carcinoma
MONDO:0003949	obsolete cervical adenoma malignum
MONDO:0003961	obsolete cervical large cell neuroendocrine carcinoma
MONDO:0003974	obsolete malignant triton tumor
MONDO:0003977	obsolete fibrillary astrocytoma
MONDO:0003981	obsolete cervix small cell carcinoma
MONDO:0003986	obsolete MONDO:0003986
MONDO:0003998	obsolete vaginal tubular adenoma
MONDO:0004002	obsolete pancreatoblastoma
MONDO:0004003	obsolete pancreatic solid pseudopapillary carcinoma
MONDO:0004011	obsolete familial melanoma
MONDO:0004018	obsolete liver carcinoma
MONDO:0004023	obsolete hepatoblastoma
MONDO:0004025	obsolete spinal cord embryonal tumor, not otherwise specified
MONDO:0004027	obsolete embryonal cancer
MONDO:0004029	obsolete ureter small cell carcinoma
MONDO:0004033	obsolete familial ovarian carcinoma
MONDO:0004036	obsolete MONDO:0004036
MONDO:0004061	obsolete mitochondrial myopathy
MONDO:0004068	obsolete disease of anatomical entity
MONDO:0004070	obsolete gemistocytic astrocytoma
MONDO:0004072	obsolete protoplasmic astrocytoma
MONDO:0004073	obsolete dentin dysplasia
MONDO:0004084	obsolete uveal epithelioid cell melanoma
MONDO:0004097	obsolete lipid-rich breast carcinoma
MONDO:0004113	obsolete HCL-v
MONDO:0004115	obsolete gallbladder small cell carcinoma
MONDO:0004119	obsolete endometrial small cell carcinoma
MONDO:0004121	obsolete prostate small cell carcinoma
MONDO:0004123	obsolete laryngeal small cell carcinoma
MONDO:0004137	obsolete MONDO:0004137
MONDO:0004138	obsolete maxillary sinus adenoid cystic carcinoma
MONDO:0004154	obsolete central nervous system embryonal carcinoma
MONDO:0004157	obsolete pancreatic mucinous cystadenoma
MONDO:0004167	obsolete lung clear cell carcinoma
MONDO:0004171	obsolete congenital epulis
MONDO:0004179	obsolete astroblastoma
MONDO:0004228	obsolete hypogonadotropism
MONDO:0004246	obsolete lymphatic system disease
MONDO:0004268	obsolete subareolar duct papillomatosis
MONDO:0004282	obsolete eccrine porocarcinoma
MONDO:0004284	obsolete malignant cystic nephroma
MONDO:0004300	obsolete intracortical osteogenic sarcoma
MONDO:0004342	obsolete osteoclast-like giant cell neoplasm of the pancreas
MONDO:0004347	obsolete MONDO:0004347
MONDO:0004362	obsolete placenta disease
MONDO:0004388	obsolete testicular spermatocytic seminoma
MONDO:0004391	obsolete adult extraosseous chondrosarcoma
MONDO:0004395	obsolete mixed oligodendroglioma-astrocytoma
MONDO:0004399	obsolete epithelial malignant thymoma
MONDO:0004424	obsolete familial glomangioma
MONDO:0004434	obsolete glomangiomyoma
MONDO:0004437	obsolete gastric signet ring cell adenocarcinoma
MONDO:0004470	obsolete osteochondrosis
MONDO:0004476	obsolete thymus sarcomatoid carcinoma
MONDO:0004480	obsolete pancreatic invasive intraductal papillary-mucinous carcinoma
MONDO:0004515	obsolete olfactory neural tumor
MONDO:0004536	obsolete villoglandular variant cervical mucinous adenocarcinoma
MONDO:0004553	obsolete extrinsic allergic alveolitis
MONDO:0004576	obsolete pellagra
MONDO:0004581	obsolete localized scleroderma
MONDO:0004589	obsolete hereditary retinal dystrophy
MONDO:0004590	obsolete fundus dystrophy
MONDO:0004595	obsolete acute pulmonary heart disease
MONDO:0004602	obsolete polymyalgia rheumatica
MONDO:0004606	obsolete pyoderma gangrenosum
MONDO:0004610	obsolete multiple carboxylase deficiency
MONDO:0004623	obsolete prostate carcinoma in situ
MONDO:0004626	obsolete Hodgkin's paragranuloma
MONDO:0004632	obsolete Hodgkin's granuloma
MONDO:0004654	obsolete pyomyositis
MONDO:0004655	obsolete acute megakaryoblastic leukemia
MONDO:0004676	obsolete progressive myoclonus epilepsy
MONDO:0004683	obsolete Evans' syndrome
MONDO:0004688	obsolete sideroblastic anemia
MONDO:0004692	obsolete choledochal cyst
MONDO:0004704	obsolete peroxisomal disease
MONDO:0004711	obsolete amyloidosis
MONDO:0004721	obsolete liver neoplasm
MONDO:0004722	obsolete Wiskott-Aldrich syndrome
MONDO:0004734	obsolete erythromelalgia
MONDO:0004735	obsolete Alagille syndrome
MONDO:0004738	obsolete histidine metabolism disease
MONDO:0004740	obsolete hyperlysinemia
MONDO:0004761	obsolete urethral diverticulum
MONDO:0004771	obsolete Fuchs' heterochromic uveitis
MONDO:0004776	obsolete infectious anterior uveitis
MONDO:0004783	obsolete panhypopituitarism
MONDO:0004791	obsolete lipid storage disease
MONDO:0004793	obsolete uterine corpus cancer
MONDO:0004798	obsolete Sheehan syndrome
MONDO:0004807	obsolete Loeffler syndrome
MONDO:0004809	obsolete cannabis abuse
MONDO:0004814	obsolete vascular skin disease
MONDO:0004818	obsolete benign neurilemmoma
MONDO:0004823	obsolete dextrocardia
MONDO:0004825	obsolete encephalitis
MONDO:0004839	obsolete neurofibroma
MONDO:0004850	obsolete yellow fever
MONDO:0004870	obsolete diabetic neuropathy
MONDO:0004887	obsolete polyarteritis nodosa
MONDO:0004906	obsolete hereditary fructose intolerance syndrome
MONDO:0004908	obsolete galactosemia
MONDO:0004912	obsolete muscular dystrophy
MONDO:0004915	obsolete MONDO:0004915
MONDO:0004916	obsolete MONDO:0004916
MONDO:0004921	obsolete Omsk hemorrhagic fever
MONDO:0004935	obsolete acquired carotenemia
MONDO:0004945	obsolete hypereosinophilic syndrome
MONDO:0004954	obsolete malt lymphoma
MONDO:0004955	obsolete metabolic syndrome
MONDO:0004968	obsolete acute myelomonocytic leukemia
MONDO:0004978	obsolete aortic stenosis
MONDO:0004998	obsolete chondromyxoid fibroma
MONDO:0004999	obsolete chondrosarcoma
MONDO:0005000	obsolete chromophobe renal cell carcinoma
MONDO:0005014	obsolete dermatomyositis
MONDO:0005018	obsolete diffuse large B-cell lymphoma
MONDO:0005022	obsolete ductal breast adenocarcinoma
MONDO:0005024	obsolete emphysema
MONDO:0005038	obsolete genetic disorder
MONDO:0005042	obsolete head disorder
MONDO:0005049	obsolete intracranial hemorrhage
MONDO:0005054	obsolete juvenile dermatomyositis
MONDO:0005064	obsolete infectious meningitis
MONDO:0005069	obsolete narcolepsy with cataplexy
MONDO:0005088	obsolete rheumatoid arthritis
MONDO:0005107	obsolete hepatocellular adenoma
MONDO:0005123	obsolete Hibiscus chlorotic ringspot virus infection
MONDO:0005128	obsolete sensory system disease
MONDO:0005158	obsolete coronary heart disease
MONDO:0005162	obsolete influenza infection
MONDO:0005171	obsolete chronic myeloproliferative disorder
MONDO:0005196	obsolete teratozoospermia
MONDO:0005199	obsolete peripartum cardiomyopathy
MONDO:0005205	obsolete systemic lupus erythematosus
MONDO:0005209	obsolete cutaneous T-cell lymphoma
MONDO:0005218	obsolete muscular disorder
MONDO:0005222	obsolete acute megakaryoblastic leukaemia
MONDO:0005225	obsolete acute myeloblastic leukemia with maturation
MONDO:0005226	obsolete acute basophilic leukemia
MONDO:0005228	obsolete anaplastic large cell lymphoma
MONDO:0005234	obsolete polymyositis
MONDO:0005237	obsolete pleomorphic liposarcoma
MONDO:0005239	obsolete dedifferentiated liposarcoma
MONDO:0005241	obsolete adrenocortical carcinoma
MONDO:0005243	obsolete Cushing syndrome
MONDO:0005245	obsolete testicular seminoma
MONDO:0005251	obsolete pauciarticular juvenile rheumatoid arthritis
MONDO:0005261	obsolete pervasive developmental disorder - not otherwise specified
MONDO:0005263	obsolete unipolar depression
MONDO:0005268	obsolete Hashimoto's thyroiditis
MONDO:0005270	obsolete motor neuron disease
MONDO:0005273	obsolete refractory anemia with excess blasts
MONDO:0005274	obsolete MONDO:0005274
MONDO:0005285	obsolete kidney stone
MONDO:0005290	obsolete rhabdomyolysis
MONDO:0005305	obsolete epistaxis
MONDO:0005307	obsolete contracture
MONDO:0005317	obsolete fatty liver
MONDO:0005329	obsolete vascular sarcoma
MONDO:0005330	obsolete angiosarcoma
MONDO:0005331	obsolete acrocephalosyndactylia
MONDO:0005332	obsolete MONDO:0005332
MONDO:0005337	obsolete neuropathy
MONDO:0005343	obsolete viral human hepatitis
MONDO:0005353	obsolete marijuana dependence
MONDO:0005360	obsolete Dupuytren contracture
MONDO:0005368	obsolete obsessive-compulsive disorder
MONDO:0005370	obsolete interstitial lung disease
MONDO:0005378	obsolete neuromyelitis optica
MONDO:0005389	obsolete sclerosing cholangitis
MONDO:0005390	obsolete cardiac arrhythmia
MONDO:0005400	obsolete ventricular fibrillation
MONDO:0005403	obsolete neonatal systemic lupus erthematosus
MONDO:0005409	obsolete variant Creutzfeld Jacob disease
MONDO:0005410	obsolete acute graft vs. host disease
MONDO:0005415	obsolete acute lung injury
MONDO:0005421	obsolete infantile hypertrophic pyloric stenosis
MONDO:0005422	obsolete nodular sclerosis Hodgkin lymphoma
MONDO:0005423	obsolete pelvic organ prolapse
MONDO:0005427	obsolete vasuclar dementia
MONDO:0005428	obsolete pemphigus vulgaris
MONDO:0005431	obsolete toxic epidermal necrolysis
MONDO:0005442	obsolete type 1 diabetes nephropathy
MONDO:0005443	obsolete type 2 diabetes nephropathy
MONDO:0005444	obsolete leishmaniasis
MONDO:0005248	None
MONDO:0005450	obsolete autoimmune disease
MONDO:0005455	obsolete cholangiocarcinoma
MONDO:0005456	obsolete avian influenza
MONDO:0005457	obsolete acute stress reaction
MONDO:0005458	obsolete q fever
MONDO:0005472	obsolete congenital heart malformation
MONDO:0005474	obsolete non-small cell lung adenocarcinoma
MONDO:0005482	obsolete molar-incisor hypomineralization
MONDO:0005513	obsolete methylmalonic aciduria and homocystinuria type cblE
MONDO:0005521	obsolete shigellosis
MONDO:0005529	obsolete methylmalonic aciduria and homocystinuria type cblG
MONDO:0005540	obsolete rectal adenocarcinoma
MONDO:0005547	obsolete desmoplastic medulloblastoma
MONDO:0005548	obsolete malignant rhabdoid tumour
MONDO:0005553	obsolete parathyroid disease
MONDO:0005569	obsolete cartilage disease
MONDO:0005573	obsolete type II hypersensitivity reaction disease
MONDO:0005577	obsolete narcolepsy without cataplexy
MONDO:0005587	obsolete non-Hodgkins lymphoma
MONDO:0005600	obsolete ovarian adenocarcinoma
MONDO:0005604	obsolete plasma cell leukemia
MONDO:0005612	obsolete ovarian leiomyosarcoma
MONDO:0005622	obsolete vasculitis
MONDO:0005633	obsolete acute disseminated encephalomyelitis
MONDO:0005637	obsolete adult-onset Still disease
MONDO:0005646	obsolete anisakiasis
MONDO:0005653	obsolete asbestosis
MONDO:0005666	obsolete berylliosis
MONDO:0005681	obsolete MONDO:0005681
MONDO:0005685	obsolete bullous pemphigoid
MONDO:0005686	obsolete Bunyaviridae infectious disease
MONDO:0005702	obsolete chromoblastomycosis
MONDO:0005703	obsolete Churg-Strauss syndrome
MONDO:0005713	obsolete MONDO:0005713
MONDO:0005726	obsolete cysticercosis
MONDO:0005727	obsolete cystoisosporiasis
MONDO:0005732	obsolete diphyllobothriasis
MONDO:0005733	obsolete dirofilariasis
MONDO:0005735	obsolete dracunculiasis
MONDO:0005741	obsolete egg allergy
MONDO:0005760	obsolete fibroepithelial neoplasm
MONDO:0005781	obsolete hantavirus pulmonary syndrome
MONDO:0005782	obsolete HELLP syndrome
MONDO:0005793	obsolete herpes simplex virus keratitis
MONDO:0005795	obsolete histoplasmosis
MONDO:0005816	obsolete Japanese encephalitis
MONDO:0005818	obsolete Langerhans cell sarcoma
MONDO:0005839	obsolete Marburg hemorrhagic fever
MONDO:0005840	obsolete mast-cell leukemia
MONDO:0005849	obsolete milk allergic reaction
MONDO:0005860	obsolete MONDO:0005860
MONDO:0005862	obsolete multiple chemical sensitivity
MONDO:0005869	obsolete myiasis
MONDO:0005877	obsolete nocardiosis
MONDO:0005882	obsolete onchocerciasis
MONDO:0005889	obsolete orthomyxoviridae infectious disease
MONDO:0005897	obsolete paratyphoid fever
MONDO:0005902	obsolete peanut allergic reaction
MONDO:0005924	obsolete pneumocystosis
MONDO:0005926	obsolete poliomyelitis
MONDO:0005930	obsolete postpoliomyelitis syndrome
MONDO:0005931	obsolete progressive multifocal leukoencephalopathy
MONDO:0005934	obsolete pyruvate decarboxylase deficiency
MONDO:0005935	obsolete reactive arthritis
MONDO:0005948	obsolete Ritter disease
MONDO:0005951	obsolete sarcocystosis
MONDO:0005955	obsolete scrub typhus
MONDO:0005958	obsolete sex cord-stromal tumor
MONDO:0005992	obsolete trichinosis
MONDO:0006016	obsolete West Nile encephalitis
MONDO:0006017	obsolete western equine encephalitis
MONDO:0006020	obsolete Zollinger-Ellison syndrome
MONDO:0006023	obsolete MONDO:0006023
MONDO:0006048	obsolete pancreatic neuroendocrine tumor
MONDO:0006051	obsolete postweaning multisystemic wasting syndrome
MONDO:0006057	obsolete thymic lymphoma
MONDO:0006063	obsolete carbohydrate metabolic disorder
MONDO:0006064	obsolete lactose intolerance
MONDO:0006070	obsolete acute leukemia
MONDO:0006072	obsolete adenoid cystic breast carcinoma
MONDO:0006080	obsolete ampulla of vater carcinoma
MONDO:0006083	obsolete anaplastic large cell lymphoma, ALK-negative
MONDO:0006084	obsolete angioleiomyoma
MONDO:0006089	obsolete appendix goblet cell carcinoid
MONDO:0006099	obsolete B-cell prolymphocytic leukemia
MONDO:0006100	obsolete Bartholin gland carcinoma
MONDO:0006101	obsolete Bartholin gland squamous cell carcinoma
MONDO:0006110	obsolete bladder adenocarcinoma
MONDO:0006113	obsolete bladder small cell neuroendocrine carcinoma
MONDO:0006114	obsolete bladder squamous cell carcinoma
MONDO:0006127	obsolete cecum villous adenoma
MONDO:0006129	obsolete central nervous system lymphoma
MONDO:0006136	obsolete cervical endometrioid adenocarcinoma
MONDO:0006147	obsolete chronic eosinophilic leukemia, not otherwise specified
MONDO:0006148	obsolete chronic neutrophilic leukemia
MONDO:0005863	None
MONDO:0006024	None
MONDO:0006062	None
MONDO:0006124	None
MONDO:0006125	None
MONDO:0006168	obsolete common hematopoietic neoplasm
MONDO:0006171	obsolete conjunctival melanoma
MONDO:0006175	obsolete craniopharyngioma
MONDO:0006177	obsolete cutaneous undifferentiated pleomorphic sarcoma
MONDO:0006185	obsolete ductal or ductular proliferation
MONDO:0006194	obsolete endometrial mucinous adenocarcinoma
MONDO:0006204	obsolete extramammary Paget disease
MONDO:0006205	obsolete extraskeletal Ewing sarcoma/peripheral primitive neuroectodermal tumor
MONDO:0006236	obsolete granular cell tumor of the neurohypophysis
MONDO:0006240	obsolete hemangiopericytic neoplasm
MONDO:0006242	obsolete hepatoblastoma
MONDO:0006251	obsolete inclusion body fibromatosis
MONDO:0006252	obsolete infiltrating bladder lymphoepithelioma-like carcinoma
MONDO:0006253	obsolete infiltrating bladder urothelial carcinoma sarcomatoid variant
MONDO:0006259	obsolete juvenile xanthogranuloma
MONDO:0006263	obsolete Langerhans cell histiocytosis
MONDO:0006269	obsolete liver inflammatory myofibroblastic tumor
MONDO:0006289	obsolete malignant epitheloid mesothelioma
MONDO:0006293	obsolete malignant mixed neoplasm
MONDO:0006296	obsolete mast cell sarcoma
MONDO:0006299	obsolete mediastinal neuroblastoma
MONDO:0006305	obsolete mixed cell uveal melanoma
MONDO:0006310	obsolete mucinuos carcinoma
MONDO:0006315	obsolete neoplastic medium-sized B-lymphocyte with basophilic cytoplasm
MONDO:0006318	obsolete nevus of Ito
MONDO:0006319	obsolete nevus of Ota
MONDO:0006331	obsolete ovarian carcinosarcoma
MONDO:0006332	obsolete ovarian choriocarcinoma
MONDO:0006333	obsolete ovarian dysgerminoma
MONDO:0006334	obsolete ovarian embryonal carcinoma
MONDO:0006338	obsolete ovarian germ cell tumor
MONDO:0006341	obsolete ovarian small cell carcinoma
MONDO:0006342	obsolete ovarian squamous cell carcinoma
MONDO:0006370	obsolete pineoblastoma
MONDO:0006371	obsolete pineocytoma
MONDO:0006376	obsolete plantar fibromatosis
MONDO:0006379	obsolete pleural mesothelioma
MONDO:0006384	obsolete primary effusion lymphoma
MONDO:0006399	obsolete rhabdoid tumor of the kidney
MONDO:0006415	obsolete small intestinal adenocarcinoma
MONDO:0006425	obsolete spinal chordoma
MONDO:0006431	obsolete splenic marginal zone lymphoma
MONDO:0006433	obsolete subcutaneous panniculitis-like T-cell lymphoma
MONDO:0006434	obsolete Subependymoma
MONDO:0006437	obsolete superficial fibromatosis
MONDO:0006439	obsolete syringocystadenoma papilliferum
MONDO:0006440	obsolete systemic mastocytosis with associated clonal hematological non-mast-cell lineage disease
MONDO:0006441	obsolete T-cell prolymphocytic leukemia
MONDO:0006443	obsolete tenosynovial giant cell tumor
MONDO:0006445	obsolete testicular choriocarcinoma
MONDO:0006448	obsolete testicular teratoma (disease)
MONDO:0006449	obsolete testicular yolk sac tumor
MONDO:0006453	obsolete thymic small cell carcinoma
MONDO:0006454	obsolete thymic squamous cell carcinoma
MONDO:0006457	obsolete thymoma type AB
MONDO:0006461	obsolete thyroid gland carcinoma
MONDO:0006472	obsolete tracheal carcinoma
MONDO:0006473	obsolete tracheal squamous cell carcinoma
MONDO:0006475	obsolete unclassified renal cell carcinoma
MONDO:0006492	obsolete vulvar squamous cell carcinoma
MONDO:0006494	obsolete thyroid disease
MONDO:0006495	obsolete marginal zone B-cell lymphoma
MONDO:0006501	obsolete inflammatory skin disease
MONDO:0006503	obsolete episodic ataxia
MONDO:0006508	obsolete infantile epileptic encephalopathy
MONDO:0006511	obsolete developmental dysplasia of the hip
MONDO:0006516	obsolete sarcopenia
MONDO:0006529	obsolete bullous skin disease
MONDO:0006535	obsolete cicatricial pemphigoid
MONDO:0006538	obsolete dermatitis herpetiformis
MONDO:0006542	obsolete epidermolysis bullosa acquisita
MONDO:0006560	obsolete hypohidrosis
MONDO:0006562	obsolete incontinentia pigmenti achromians
MONDO:0006568	obsolete Kimura disease
MONDO:0006575	obsolete loiasis
MONDO:0006584	obsolete neonatal jaundice
MONDO:0006587	obsolete nodular nonsuppurative panniculitis
MONDO:0006588	obsolete nonepidermolytic palmoplantar keratoderma
MONDO:0006600	obsolete pigmentation disease
MONDO:0006623	obsolete autoimmune pancreatitis type 1
MONDO:0006627	obsolete microscopic polyangiitis
MONDO:0006628	obsolete Sezary disease
MONDO:0006657	obsolete apparent mineralocorticoid excess syndrome
MONDO:0006661	obsolete ascorbic acid deficiency
MONDO:0006667	obsolete B- and T-cell mixed leukemia
MONDO:0006674	obsolete benign fibrous mesothelioma
MONDO:0006675	obsolete benign monoclonal gammopathy
MONDO:0006689	obsolete carcinoid syndrome
MONDO:0006691	obsolete causalgia
MONDO:0006695	obsolete cervical rib syndrome
MONDO:0006697	obsolete Chlamydophila infectious disease
MONDO:0006703	obsolete chronic interstitial cystitis
MONDO:0006707	obsolete MONDO:0006707
MONDO:0006719	obsolete cystic lymphangioma
MONDO:0006724	obsolete desmoplastic small round cell tumor
MONDO:0006725	obsolete diabetic angiopathy
MONDO:0006728	obsolete discitis
MONDO:0006261	None
MONDO:0006308	None
MONDO:0006413	None
MONDO:0006750	obsolete Erdheim-Chester disease
MONDO:0006756	obsolete extracutaneous mastocytoma
MONDO:0006768	obsolete gastric outlet obstruction
MONDO:0006772	obsolete glycogen storage disease VIII
MONDO:0006775	obsolete haemophilus influenzae meningitis
MONDO:0006776	obsolete hairy cell leukemia
MONDO:0006785	obsolete Henoch-Schoenlein purpura
MONDO:0006818	obsolete keratoconjunctivitis sicca
MONDO:0006819	obsolete kernicterus
MONDO:0006822	obsolete Klatskin's tumor
MONDO:0006832	obsolete limited scleroderma
MONDO:0006852	obsolete meningococcal meningitis
MONDO:0006860	obsolete mucoepidermoid tumor
MONDO:0006867	obsolete neovascular glaucoma
MONDO:0006870	obsolete noma
MONDO:0006872	obsolete nut allergic reaction
MONDO:0006885	obsolete MONDO:0006885
MONDO:0006902	obsolete periventricular leukomalacia
MONDO:0006906	obsolete pigmented villonodular synovitis
MONDO:0006910	obsolete pituitary-dependent Cushing disease
MONDO:0006911	obsolete placental site trophoblastic tumor
MONDO:0006914	obsolete POEMS syndrome
MONDO:0006928	obsolete proliferative vitreoretinopathy
MONDO:0006942	obsolete reflex epilepsy
MONDO:0006943	obsolete relapsing polychondritis
MONDO:0006954	obsolete rheumatic fever
MONDO:0006958	obsolete SAPHO syndrome
MONDO:0006959	obsolete Schnitzler syndrome
MONDO:0006967	obsolete septic abortion
MONDO:0006985	obsolete subependymoma
MONDO:0006991	obsolete sympathetic ophthalmia
MONDO:0007003	obsolete twin-to-twin transfusion syndrome
MONDO:0007010	obsolete uveitis
MONDO:0007021	obsolete wheat allergic disease
MONDO:0007026	obsolete non-alcoholic fatty liver
MONDO:0007061	obsolete acylase, cobalt-activated
MONDO:0007063	obsolete long bone adamantinoma
MONDO:0007065	obsolete adenosine deaminase, elevated, hemolytic anemia due to
MONDO:0007069	obsolete Adie syndrome
MONDO:0007076	obsolete ocular albinism with sensorineural deafness
MONDO:0007081	obsolete allergic bronchopulmonary aspergillosis
MONDO:0007117	obsolete angioedema, hereditary, type 1/2
MONDO:0007139	obsolete Antipyrine metabolism
MONDO:0007140	obsolete antiphospholipid syndrome
MONDO:0007141	obsolete antiviral state repressor, regulator of
MONDO:0007146	obsolete apnea, central sleep
MONDO:0007149	obsolete arbitrary restriction polymorphism 1
MONDO:0007189	obsolete B-cell growth factor
MONDO:0007196	obsolete bladder cancer
MONDO:0007255	obsolete colorectal cancer
MONDO:0007262	obsolete carcinoid syndrome
MONDO:0007264	obsolete sudden cardiac death
MONDO:0007291	obsolete familial cerebral cavernous malformation
MONDO:0007292	obsolete celiac artery stenosis from compression by median arcuate ligament of diaphragm
MONDO:0007317	obsolete chlorpropamide-alcohol flushing
MONDO:0007324	obsolete chorea
MONDO:0007326	obsolete paroxysmal nonkinesigenic dyskinesia 1
MONDO:0007331	obsolete cleft chin
MONDO:0007347	obsolete Coxsackievirus B3 susceptibility
MONDO:0007348	obsolete colchicine resistance
MONDO:0007386	obsolete human coronavirus sensitivity
MONDO:0007394	obsolete craniodiaphyseal dysplasia
MONDO:0007419	obsolete Darwinian tubercle of pinna
MONDO:0007455	obsolete diabetes mellitus, noninsulin-dependent
MONDO:0007464	obsolete isolated distichiasis
MONDO:0007468	obsolete DNA, satellite, alpha type
MONDO:0007484	obsolete dyschromatosis universalis
MONDO:0007494	obsolete episodic kinesigenic dyskinesia 1
MONDO:0007506	obsoleted echo virus 11 sensitivity
MONDO:0007521	obsolete egasyn
MONDO:0007532	obsolete Electroencephalographic peculiarity: occipital slow beta waves
MONDO:0007543	obsolete enolase, sperm specific
MONDO:0007563	obsolete epistaxis, hereditary
MONDO:0007567	obsolete Epstein-Barr virus insertion site 1
MONDO:0007575	obsolete erythrokeratodermia variabilis
MONDO:0007578	obsolete esterase B
MONDO:0007579	obsolete esterase C
MONDO:0007580	obsolete esterase ES-2, regulator for
MONDO:0007582	obsolete Cockayne syndrome B
MONDO:0007583	obsolete exostoses of heel
MONDO:0007591	obsolete facial hypertrichosis
MONDO:0007596	obsolete factor VIII deficiency
MONDO:0007602	obsolete favism, susceptibility to
MONDO:0007611	obsolete Zimmermann-Laband syndrome
MONDO:0007613	obsolete fibromuscular dysplasia of arteries
MONDO:0007622	obsolete flood factor deficiency
MONDO:0007632	obsolete fragile site, Distamycin a type, rare, fra(16)(q22.1)
MONDO:0007641	obsolete Futcher line
MONDO:0007645	obsolete gastric sneezing
MONDO:0007649	obsolete gastric juice peptides
MONDO:0007658	obsolete spitz nevus
MONDO:0007659	obsolete giant platelet syndrome with thrombocytopenia
MONDO:0007665	obsolete glaucoma 1, open angle, E
MONDO:0007678	obsolete glycoprotein, renal
MONDO:0007684	obsolete granulomatous disease, chronic, autosomal dominant type
MONDO:0007692	obsolete hairy ears
MONDO:0007703	obsolete heart, malformation of
MONDO:0007714	obsolete migraine, familial hemiplegic, 1
MONDO:0007731	obsolete HLA modifier
MONDO:0006934	None
MONDO:0007749	obsolete autosomal recessive infantile hypercalcemia
MONDO:0007778	obsolete hypertelorism
MONDO:0007780	obsolete hypertelorism, Teebi type
MONDO:0007786	obsolete hypertrichosis lanuginosa congenita
MONDO:0007798	obsolete adult hypophosphatasia
MONDO:0007801	obsolete hypoplasia of teeth roots
MONDO:0007806	obsolete hypotrichosis 4
MONDO:0007815	obsolete immunodeficiency with defective leukocyte and lymphocyte function and with response to histamine-1 antagonist
MONDO:0007816	obsolete immune suppression
MONDO:0007821	obsolete immunoglobulin switch sequences
MONDO:0007822	obsolete incisors, long upper central
MONDO:0007823	obsolete insulin receptors, familial increase 1N
MONDO:0007889	obsolete lentigines
MONDO:0007897	obsolete leukemia, chronic lymphocytic
MONDO:0007926	obsolete Waldenstrom macroglobulinemia
MONDO:0007928	obsolete Fechtner syndrome
MONDO:0007929	obsolete Epstein syndrome
MONDO:0007954	obsolete May-Hegglin anomaly
MONDO:0007960	obsolete megacystis-microcolon-intestinal hypoperistalsis syndrome
MONDO:0007978	obsolete malignant mesothelioma
MONDO:0007981	obsolete metachromatic leukodystrophy, adult-onset, with normal arylsulfatase A
MONDO:0008032	obsolete autosomal dominant limb-girdle muscular dystrophy type 1A
MONDO:0008033	obsolete autosomal dominant limb-girdle muscular dystrophy type 1B
MONDO:0008042	obsolete myoclonus and ataxia
MONDO:0008068	obsolete navicular bone, accessory
MONDO:0008074	obsolete nerve growth factor, alpha subunit
MONDO:0008077	obsolete neurofibromatosis, type 1
MONDO:0008085	obsolete neuropathy, hereditary sensorimotor, with upper motor neuron, visual pathway and autonomic disturbance
MONDO:0008091	obsolete abnormal neutrophil chemotactic response
MONDO:0008110	obsolete ocular dominance
MONDO:0008112	obsolete Goldenhar syndrome
MONDO:0008117	obsolete oculopharyngodistal myopathy
MONDO:0008120	obsolete spinocerebellar ataxia type 7
MONDO:0008122	obsolete olivopontocerebellar atrophy 5
MONDO:0008126	obsolete oncogene Yuasa
MONDO:0008144	obsolete osteochondritis dissecans
MONDO:0008190	obsolete human papillomavirus type 18 integration site 1
MONDO:0008191	obsolete human papillomavirus type 18 integration site 2
MONDO:0008204	obsolete patella aplasia, coxa vara, and tarsal synostosis
MONDO:0008220	obsolete pepsinogen 3, group 1
MONDO:0008279	obsolete familial adenomatous polyposis type 1
MONDO:0008326	obsolete pseudocholinesterase, increase in plasma level of
MONDO:0008331	obsolete pseudopapilledema
MONDO:0008345	obsolete idiopathic pulmonary fibrosis
MONDO:0008351	obsolete pupil, egg-shaped
MONDO:0008360	obsolete radioulnar synostosis
MONDO:0008370	obsolete reticular dystrophy of retinal pigment epithelium
MONDO:0008405	obsolete scapula, contour of vertebral border of
