source	source_version	source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translator	translation_precision	translation_status	translator_expertise
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011186	rdfs:label	scoliosis, chicken		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011187	rdfs:label	scoliosis, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011188	rdfs:label	scoliosis, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011189	rdfs:label	spinal stenosis, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011190	rdfs:label	spinal stenosis, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011191	rdfs:label	synovial chondromatosis, great horned owl		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011192	rdfs:label	synovial chondromatosis, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011193	rdfs:label	craniosynostosis, rabbit		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011194	rdfs:label	osteochondrodysplasia, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011195	rdfs:label	osteochondrodysplasia, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011196	rdfs:label	osteogenesis imperfecta SERPINH1-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011197	rdfs:label	inherited rickets, DMP1-related, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011198	rdfs:label	hypophosphatemic rickets, DMP1-related, rabbit		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011199	rdfs:label	chondrodysplasia FGFR3-related, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011200	rdfs:label	chondrodysplasia FGFR3-related, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011201	rdfs:label	schmid metaphyseal chondrodysplasia dwarfism, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011202	rdfs:label	amelogenesis imperfecta, ENAM-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011203	rdfs:label	osteopetrosis with gingival hamartomas, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011204	rdfs:label	spondylocostal dysostosis, autosomal recessive, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011205	rdfs:label	Van den Ende-Gupta syndrome, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011206	rdfs:label	periodontitis, Rhesus monkey		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011207	rdfs:label	hypophosphatasia, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011208	rdfs:label	hypophosphatasia, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011209	rdfs:label	amelogenesis imperfecta, ACP4-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011210	rdfs:label	GAPO syndrome, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011211	rdfs:label	coloboma, snow leopard		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011212	rdfs:label	coloboma, Mexican tetra		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011213	rdfs:label	coloboma, chicken		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011214	rdfs:label	coloboma, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011215	rdfs:label	coloboma, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011216	rdfs:label	coloboma, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011217	rdfs:label	coloboma, llama		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011218	rdfs:label	coloboma, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011219	rdfs:label	corneal dystrophy, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011220	rdfs:label	corneal dystrophy, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011221	rdfs:label	retinal detachment, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011222	rdfs:label	retinal detachment, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011223	rdfs:label	retinal detachment, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011224	rdfs:label	ectropion, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011225	rdfs:label	entropion, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011226	rdfs:label	entropion, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011227	rdfs:label	entropion, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011228	rdfs:label	entropion, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011229	rdfs:label	entropion, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011230	rdfs:label	entropion, goat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011231	rdfs:label	entropion, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011232	rdfs:label	entropion, rabbit		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011233	rdfs:label	microphthalmia, golden hamster		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011234	rdfs:label	microphthalmia, Campbell's desert hamster		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011235	rdfs:label	microphthalmia, Nile tilapia		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011236	rdfs:label	microphthalmia, water buffalo		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011237	rdfs:label	microphthalmia, chicken		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011238	rdfs:label	microphthalmia, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011239	rdfs:label	microphthalmia, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011240	rdfs:label	microphthalmia, Eastern wapiti		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011241	rdfs:label	microphthalmia, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011242	rdfs:label	microphthalmia, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011243	rdfs:label	congenital nystagmus, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011244	rdfs:label	retinal degeneration, crab-eating macaque		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011245	rdfs:label	retinal degeneration, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011246	rdfs:label	retinal degeneration, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011247	rdfs:label	retinal degeneration, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011248	rdfs:label	strabismus, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011249	rdfs:label	retinoschisis, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011250	rdfs:label	leber congenital amaurosis, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011251	rdfs:label	leber congenital amaurosis, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011252	rdfs:label	keratitis, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011253	rdfs:label	keratitis, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011254	rdfs:label	rod-cone dysplasia, PDE6A-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011255	rdfs:label	congenital stationary night blindness, TRPM1-related, horse		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011256	rdfs:label	achromatopsia, CNGB3-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011257	rdfs:label	achromatopsia, CNGB3-related, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011258	rdfs:label	retinitis pigmentosa, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011259	rdfs:label	retinitis pigmentosa, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011260	rdfs:label	achromatopsia, CNGA3-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011261	rdfs:label	achromatopsia, CNGA3-related, sheep		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011262	rdfs:label	congenital stationary night blindness, LRIT3-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011263	rdfs:label	myopia, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011264	rdfs:label	cone-rod dystrophy, ADAM9-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011265	rdfs:label	rod-cone dysplasia, PCARE-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011266	rdfs:label	cone-rod dystrophy, PDE6B-related dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011267	rdfs:label	cone-rod dystrophy, IQCB1-related, black-footed cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011268	rdfs:label	cone-rod dystrophy, IQCB1-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011269	rdfs:label	early onset cataract HSF4-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011270	rdfs:label	diabetic cataract, degu		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011271	rdfs:label	Peters anomaly, snow leopard		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011272	rdfs:label	cone-rod dystrophy, GUCY2D-related, pig		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011273	rdfs:label	progressive retinal atrophy, TTC8-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011275	rdfs:label	glaucoma, LTBP2-related, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011276	rdfs:label	retinitis pigmentosa, RP1-related, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011277	rdfs:label	progressive retinal atrophy, BBS4-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011278	rdfs:label	macular corneal dystrophy, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011279	rdfs:label	age-related macular degeneration, Rhesus monkey		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011280	rdfs:label	microphthalmia, isolated, with coloboma, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011281	rdfs:label	achromatopsia, PDE6C-related, Rhesus monkey		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011282	rdfs:label	Stargardt disease, ABCA4-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011283	rdfs:label	syndromic retinal atrophy, BBS7-related, Rhesus monkey		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011284	rdfs:label	retinopathy, RDH5-related, domestic cat		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011285	rdfs:label	syndromic retinal atrophy, BBS2-related, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011286	rdfs:label	Leber hereditary optic neuropathy, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011287	rdfs:label	night blindness, dog		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011288	rdfs:label	night blindness, cattle		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011289	rdfs:label	dacryocystitis, rabbit		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011300	rdfs:label	acute disease, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011301	rdfs:label	auditory system disorder, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1011302	rdfs:label	branchial arch disease, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
