?cls	?cls_label	?textdef_count	?xref_count	?named_superclass_count	?anon_superclass_count	?named_equiv_count	?anon_equiv_count
<http://purl.obolibrary.org/obo/MONDO_0019657>	"sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018067>	"triploidy"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0007248>	"hereditary painful callosities"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0013305>	"autosomal dominant nonsyndromic deafness 51"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006334>	"obsolete ovarian embryonal carcinoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015294>	"nephrogenic systemic fibrosis"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0002785>	"skull base neoplasm"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011201>	"ETM2"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0037255>	"ovarian serous tumor"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018258>	"Angora hair nevus"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019415>	"fetal and neonatal alloimmune thrombocytopenia"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017906>	"amyloidosis cutis dyschromia"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008246>	"pigmented paravenous retinochoroidal atrophy"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020477>	"progeria-associated arthropathy"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014097>	"congenital short bowel syndrome"	1	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0004119>	"obsolete endometrial small cell carcinoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020083>	"immunodeficiency-associated lymphoproliferative disease"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017214>	"vitamin B12-responsive methylmalonic acidemia"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0100027>	"febrile seizures plus, genetic epilepsy with febrile seizures plus"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0023807>	"obsolete midphalangeal hair"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020487>	"Pontiac fever"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001820>	"focal labyrinthitis"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019223>	"inborn disorder of fatty acid oxidation and ketone body metabolism"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014586>	"congenital myasthenic syndrome 4B"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019701>	"chondrodysplasia punctata"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0002003>	"papilledema"	1	10	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019343>	"obsolete mixed connective tissue disease"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0008398>	"salivary substance, Clostridium botulinum type"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024291>	"vascular malformation"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0001228>	"conjunctival folliculosis"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0021136>	"rare"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0010745>	"beta-thalassemia-X-linked thrombocytopenia syndrome"	1	7	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0006234>	"grade III prostatic intraepithelial neoplasia"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004590>	"obsolete fundus dystrophy"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0002377>	"breast intracanalicular fibroadenoma"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012745>	"dilated cardiomyopathy 1Z"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012744>	"dilated cardiomyopathy 1Y"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0003403>	"testicular non-seminomatous germ cell cancer"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010742>	"pentalogy of Cantrell"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0007589>	"exudative vitreoretinopathy 1"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014209>	"early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009602>	"metaphyseal modeling abnormality, skin lesions, and spastic paraplegia"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010943>	"schizophrenia 4"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0042963>	"wandering spleen"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011647>	"Alzheimer disease 7"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010463>	"X-linked dominant chondrodysplasia, Chassaing-Lacombe type"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0043069>	"zerres rietschel majewski syndrome"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007964>	"dysplastic nevus syndrome"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003320>	"blastema predominant kidney Wilms tumor"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011255>	"mandibulofacial dysostosis-macroblepharon-macrostomia syndrome"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009504>	"mitochondrial DNA depletion syndrome 9"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0003776>	"renal pelvis inverted papilloma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006192>	"endometrial endometrioid adenocarcinoma"	1	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020502>	"yellow fever"	1	15	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0019220>	"inborn disorder of cobalamin metabolism and transport"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015823>	"primary immunodeficiency due to a defect in adaptive immunity"	0	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021720>	"fetal alcohol spectrum disorders"	1	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012445>	"autosomal recessive nonsyndromic deafness 59"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016190>	"qualitative or quantitative defects of protein ZASP"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012787>	"hereditary spastic paraplegia 39"	1	9	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0002976>	"stomach diverticulosis"	1	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013820>	"intellectual disability, autosomal dominant 15"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0030720>	"trichomonal vulvovaginitis"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0003435>	"microcystic adenoma"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012711>	"peripapillary atrophy, beta type"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008471>	"spondyloepiphyseal dysplasia congenita"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012977>	"autosomal recessive nonsyndromic deafness 1B"	1	7	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006786>	"hepatic vein thrombosis"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001435>	"bullous retinoschisis"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015928>	"secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002145>	"sex differentiation disease"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0021427>	"squamous cell carcinoma of lip"	1	4	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0005402>	"lymphoid leukemia (disease)"	1	13	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0009758>	"congenital stationary night blindness 1B"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006187>	"duodenal villous adenoma"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0005813>	"interdigitating dendritic cell sarcoma"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0019758>	"midline interhemispheric variant of holoprosencephaly"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012012>	"Charcot-Marie-Tooth disease dominant intermediate c"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0009636>	"mitochondrial DNA depletion syndrome 3"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0000242>	"tinea barbae"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017286>	"tempi syndrome"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018328>	"homozygous familial hypercholesterolemia"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005306>	"ankylosing spondylitis"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0008114>	"obsessive-compulsive disorder"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0010414>	"myopathy, reducing body, X-linked, early-onset, severe"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006371>	"obsolete pineocytoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012369>	"SLEB6"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019106>	"obsolete disseminated peritoneal leiomyomatosis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012994>	"dopa-responsive dystonia due to sepiapterin reductase deficiency"	1	9	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0000432>	"lymphoplasmacytic lymphoma"	1	8	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0002803>	"intestinal pseudo-obstruction"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0004711>	"obsolete amyloidosis (disease)"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0100016>	"early-onset generalized dystonia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007185>	"Banki syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0008681>	"WAGR syndrome"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0011011>	"skeletal dysplasia-epilepsy-short stature syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017536>	"central polydactyly of fingers, bilateral"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002245>	"blood platelet disease"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0017844>	"Sezary syndrome"	1	15	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0004637>	"aryepiglottic fold cancer"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021373>	"neoplasm of parietal lobe"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0045051>	"cortical cataract"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005021>	"dilated cardiomyopathy"	1	14	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0009611>	"3-methylglutaconic aciduria type 4"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0024308>	"pseudoxanthoma elasticum (inherited or acquired)"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017734>	"sialidosis"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003223>	"meninges hemangiopericytoma"	1	5	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0004550>	"malignant cornea melanoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012746>	"dilated cardiomyopathy 2A"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0022428>	"aluminosis"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014396>	"dilated cardiomyopathy 1NN"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016516>	"Kenny-Caffey syndrome"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0000294>	"mesocestoidiasis"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008094>	"familial multiple nevi flammei"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0017768>	"reflex epilepsy"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0015884>	"autosomal dominant hypohidrotic ectodermal dysplasia"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008513>	"synpolydactyly type 1"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0000736>	"dyschromatosis universalis hereditaria"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003274>	"thoracic cancer"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0014553>	"Tenorio syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016898>	"partial monosomy of the short arm of chromosome 20"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017480>	"amelia of lower limb, unilateral"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010181>	"oculogastrointestinal muscular dystrophy"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0009734>	"hyperinsulinemic hypoglycemia, familial, 1"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0021104>	"alcoholic fatty liver disease"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018186>	"ring chromosome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014458>	"Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000255>	"subcutaneous mycosis"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0024386>	"large cell lung carcinoma, clear cell variant"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015710>	"immune dysregulation disease with immunodeficiency"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006040>	"lactic acidosis"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004193>	"pediatric ovarian dysgerminoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010122>	"congenital thrombotic thrombocytopenic purpura"	1	7	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0000619>	"obsolete triple-receptor negative breast cancer"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014680>	"herpes simplex encephalitis, susceptibility to, 7"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011285>	"age related macular degeneration 1"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012241>	"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007283>	"cataract 42"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0014115>	"hypomyelination with brain stem and spinal cord involvement and leg spasticity"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009374>	"hydroxyprolinemia (disease)"	0	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017531>	"postaxial polydactyly type A, unilateral"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000132>	"obsolete hypocalcemia (disease)"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004326>	"sphenoid sinus inverted papilloma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019685>	"FGFR3-related chondrodysplasia"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015875>	"rare non-malformative uterine adnexal disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010161>	"tyrosinemia type I"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0014161>	"VUR7"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013821>	"intellectual disability, autosomal dominant 16"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0023209>	"galactorrhoea-hyperprolactinaemia"	0	2	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001708>	"pulmonary sarcoidosis"	1	8	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0015612>	"Dent disease"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0019035>	"pancreatoblastoma"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0011901>	"Charcot-Marie-Tooth disease axonal type 2H"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0015059>	"progressive non-fluent aphasia"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013784>	"lethal neonatal spasticity-epileptic encephalopathy syndrome"	0	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0019361>	"obsolete boutonneuse fever"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0008473>	"spondyloepiphyseal dysplasia, Maroteaux type"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0010068>	"spondyloepimetaphyseal dysplasia, sponastrime type"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0000124>	"obsolete focal facial dermal dysplasia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0011908>	"juvenile myelomonocytic leukemia"	1	14	6	0	6	0
<http://purl.obolibrary.org/obo/MONDO_0022812>	"complement receptor deficiency"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001306>	"recurrent corneal erosion"	0	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018595>	"single-organ polyarteritis nodosa"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015519>	"congenital or early infantile CACH syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016396>	"pontocerebellar hypoplasia type 1"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019009>	"isolated focal cortical dysplasia"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0024285>	"epsilon-heavy chain disease"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007287>	"cataract 41"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0043003>	"familial acanthosis nigricans"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002700>	"obsolete epithelioid trophoblastic tumor"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014288>	"Joubert syndrome 21"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011473>	"Leber congenital amaurosis 5"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0003391>	"vulvar alveolar soft part sarcoma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0022945>	"deafness peripheral neuropathy arterial disease"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013002>	"cone-rod dystrophy 9"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000838>	"obsolete chromosomal disease"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0044723>	"3-methylglutaconic aciduria type 8"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011718>	"primary ciliary dyskinesia 2"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021130>	"disorder of sphingolipid biosynthesis"	1	0	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0019063>	"vascular anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016312>	"5-fluorouracil poisoning"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019691>	"short rib dysplasia"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005992>	"trichinosis"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0009462>	"inosine phosphorylase deficiency, immune defect due to"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019234>	"peroxisome biogenesis disorder"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0017044>	"adult familial nephronophthisis-spastic quadriparesia syndrome"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0044724>	"3-methylglutaconic aciduria type 9"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019548>	"autosomal dominant intermediate Charcot-Marie-Tooth disease"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008756>	"alopecia - intellectual disability syndrome"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0011301>	"pseudohypoparathyroidism type 1B"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009610>	"3-methylglutaconic aciduria type 1"	1	10	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0005483>	"chemotherapy-induced alopecia"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010254>	"hematopoietic stem cell kinetics, control of"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002371>	"breast pericanalicular fibroadenoma"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010091>	"Crisponi syndrome"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0004886>	"diffuse secondary choroid atrophy"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004194>	"ovarian stromal hyperthecosis"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0025485>	"feline acquired immunodeficiency syndrome"	1	2	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0013313>	"ectodermal dysplasia-cutaneous syndactyly syndrome"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010202>	"obsolete Wiskott-Aldrich syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014616>	"Skint1-like pseudogene"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014242>	"van Maldergem syndrome 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011149>	"premature aging syndrome, Okamoto type"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016748>	"hemangioblastoma"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0007924>	"Bannayan-Riley-Ruvalcaba syndrome"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0020661>	"undifferentiated round cell sarcoma"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002822>	"trabecular adenocarcinoma"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019166>	"obsolete strongyloidiasis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001239>	"anemia of prematurity"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001175>	"immature cataract"	1	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001899>	"rheumatic congestive heart failure"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005506>	"eccrine sweat gland cancer"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011931>	"OVCAS1"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014383>	"myopathy, tubular aggregate, 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011827>	"patent ductus arteriosus"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0015120>	"rare acquired eye disease"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004031>	"ovary mixed epithelial carcinoma"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007720>	"hernia, double inguinal"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012664>	"spastic ataxia 3"	1	7	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011786>	"allergic rhinitis"	1	11	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0008921>	"carnosinemia"	1	7	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0012346>	"GEFSP4"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018762>	"non-acquired combined pituitary hormone deficiency"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005101>	"ulcerative colitis (disease)"	1	13	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006916>	"postcholecystectomy syndrome"	1	8	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0043135>	"microcephaly microphthalmos blindness"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0000493>	"obsolete Muckle-Wells syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016045>	"tetragametic chimerism"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014213>	"intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019394>	"Senior-Boichis syndrome"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018485>	"glycogen storage disease due to acid maltase deficiency, late-onset"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020495>	"peho-like syndrome"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003048>	"obsolete type C thymoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015126>	"polyendocrinopathy"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0044201>	"T+ B+ severe combined immunodeficiency"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012639>	"hereditary spastic paraplegia 18"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0024676>	"childhood kidney Wilms tumor"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016570>	"primary pulmonary lymphoma"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0008657>	"vibratory angioedema"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0019854>	"thyroid ectopia"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018641>	"paroxysmal nocturnal hemoglobinuria"	1	14	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0014700>	"neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017784>	"Epstein-Barr virus-associated gastric carcinoma"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0025136>	"tuberculosis, bovine"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001791>	"neonatal urinary tract infectious disease"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015953>	"genetic central nervous system and retinal vascular disease"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000558>	"obsolete spastic ataxia"	0	0	0	0	0	0
