defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0001378	urachus cancer	http://purl.obolibrary.org/obo/UBERON_0002068	urachus
http://purl.obolibrary.org/obo/MONDO_0008627	ureter cancer	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0001379	ureteric orifice cancer	http://purl.obolibrary.org/obo/UBERON_0012303	ureteral orifice
http://purl.obolibrary.org/obo/MONDO_0004192	urethra cancer	http://purl.obolibrary.org/obo/UBERON_0000057	urethra
http://purl.obolibrary.org/obo/MONDO_0001187	urinary bladder cancer	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0002715	uterine cancer	http://purl.obolibrary.org/obo/UBERON_0000995	uterus
http://purl.obolibrary.org/obo/MONDO_0006003	uterine corpus cancer	http://purl.obolibrary.org/obo/UBERON_0009853	body of uterus
http://purl.obolibrary.org/obo/MONDO_0003612	uterine ligament cancer	http://purl.obolibrary.org/obo/UBERON_0036262	uterine ligament
http://purl.obolibrary.org/obo/MONDO_0002659	uveal cancer	http://purl.obolibrary.org/obo/UBERON_0001768	uvea
http://purl.obolibrary.org/obo/MONDO_0004624	uvula cancer	http://purl.obolibrary.org/obo/UBERON_0001734	palatine uvula
http://purl.obolibrary.org/obo/MONDO_0001402	vaginal cancer	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0004607	vallecula cancer	http://purl.obolibrary.org/obo/UBERON_0013165	epiglottic vallecula
http://purl.obolibrary.org/obo/MONDO_0002095	vascular cancer	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature
http://purl.obolibrary.org/obo/MONDO_0004727	vestibule of mouth cancer	http://purl.obolibrary.org/obo/UBERON_0000166	oral opening
http://purl.obolibrary.org/obo/MONDO_0001528	vulva cancer	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
