iri	iri label	disease	disease label	location	location label
MONDO:0000375	bronchus carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002185	bronchus
MONDO:0000531	bronchus mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0002185	bronchus
MONDO:0001574	capillary disease	MONDO:0000001	disease	UBERON:0001982	capillary
MONDO:0002407	capillary hemangioma	MONDO:0006500	hemangioma	UBERON:0001982	capillary
MONDO:0002262	capillary lymphangioma	MONDO:0002013	lymphangioma	UBERON:0001982	capillary
MONDO:0019086	carcinoma of esophagus	MONDO:0004993	carcinoma	UBERON:0001043	esophagus
MONDO:0017590	carcinoma of the ampulla of vater	MONDO:0004993	carcinoma	UBERON:0004913	hepatopancreatic ampulla
MONDO:0016278	carcinosarcoma of the cervix uteri	MONDO:0002928	carcinosarcoma	UBERON:0000002	uterine cervix
MONDO:0001063	cardia cancer	MONDO:0004992	cancer	UBERON:0001162	cardia of stomach
MONDO:0006123	cardiac Rhabdomyoma (disease)	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0000948	heart
MONDO:0003254	cardiac granular cell neoplasm	MONDO:0006235	granular cell tumor	UBERON:0000948	heart
MONDO:0004995	cardiovascular disease	MONDO:0000001	disease	UBERON:0004535	cardiovascular system
MONDO:0000629	cardiovascular organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0004535	cardiovascular system
MONDO:0005269	carotid artery disease	MONDO:0000001	disease	UBERON:0005396	carotid artery segment
MONDO:0021053	carotid body paraganglioma	MONDO:0000448	paraganglioma	UBERON:0001629	carotid body
MONDO:0000639	cartilage cancer	MONDO:0004992	cancer	UBERON:0002418	cartilage tissue
MONDO:0005569	cartilage disease	MONDO:0000001	disease	UBERON:0002418	cartilage tissue
MONDO:0003164	cauda equina neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0012337	cauda equina
MONDO:0005693	cauda equina syndrome	MONDO:0002254	syndromic disease	UBERON:0012337	cauda equina
MONDO:0003644	cavernous hemangioma of colon	MONDO:0003155	cavernous hemangioma	UBERON:0001155	colon
MONDO:0003645	cavernous hemangioma of face	MONDO:0003155	cavernous hemangioma	UBERON:0001456	face
MONDO:0002996	cavernous sinus meningioma	MONDO:0016642	meningioma (disease)	UBERON:0003712	cavernous sinus
MONDO:0002031	cecal disease	MONDO:0000001	disease	UBERON:0001153	caecum
MONDO:0006028	cecum adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001153	caecum
MONDO:0002033	cecum cancer	MONDO:0004992	cancer	UBERON:0001153	caecum
MONDO:0006029	cecum carcinoma	MONDO:0004993	carcinoma	UBERON:0001153	caecum
MONDO:0002034	cecum lymphoma	MONDO:0005062	lymphoma	UBERON:0001153	caecum
MONDO:0000525	cecum villous adenoma	MONDO:0004972	adenoma	UBERON:0001153	caecum
MONDO:0006128	central nervous system anaplastic large cell lymphoma	MONDO:0020325	anaplastic large cell lymphoma	UBERON:0001017	central nervous system
MONDO:0003021	central nervous system angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0001017	central nervous system
MONDO:0002714	central nervous system cancer	MONDO:0004992	cancer	UBERON:0001017	central nervous system
MONDO:0003750	central nervous system childhood germ cell tumor	MONDO:0003751	pediatric germ cell cancer	UBERON:0001017	central nervous system
MONDO:0002779	central nervous system chondroma	MONDO:0002360	chondroma	UBERON:0001017	central nervous system
MONDO:0002602	central nervous system disease	MONDO:0000001	disease	UBERON:0001017	central nervous system
MONDO:0004154	central nervous system embryonal carcinoma	MONDO:0005440	embryonal carcinoma	UBERON:0001017	central nervous system
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0005744	endodermal sinus tumor	UBERON:0001017	central nervous system
MONDO:0016713	central nervous system ewing sarcoma/peripheral primitive neuroectodermal tumor	MONDO:0021038	Ewing sarcoma/peripheral primitive neuroectodermal tumor	UBERON:0001017	central nervous system
MONDO:0003882	central nervous system fibrosarcoma	MONDO:0005164	fibrosarcoma (disease)	UBERON:0001017	central nervous system
MONDO:0003000	central nervous system germ cell tumor	MONDO:0018080	rare germ cell tumor	UBERON:0001017	central nervous system
MONDO:0002999	central nervous system germinoma	MONDO:0002598	germinoma (disease)	UBERON:0001017	central nervous system
MONDO:0003241	central nervous system hemangioma	MONDO:0006500	hemangioma	UBERON:0001017	central nervous system
MONDO:0003641	central nervous system hematopoietic neoplasm	MONDO:0002334	hematopoietic and lymphoid system neoplasm	UBERON:0001017	central nervous system
MONDO:0003287	central nervous system leiomyoma	MONDO:0001572	leiomyoma	UBERON:0001017	central nervous system
MONDO:0003349	central nervous system leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001017	central nervous system
MONDO:0001606	central nervous system leukemia	MONDO:0005059	leukemia (disease)	UBERON:0001017	central nervous system
MONDO:0003844	central nervous system lipoma	MONDO:0005106	lipoma	UBERON:0001017	central nervous system
MONDO:0002571	central nervous system lymphoma	MONDO:0005062	lymphoma	UBERON:0001017	central nervous system
MONDO:0003733	central nervous system mature teratoma	MONDO:0003517	mature teratoma	UBERON:0001017	central nervous system
MONDO:0006130	central nervous system neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001017	central nervous system
MONDO:0000628	central nervous system organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0001017	central nervous system
MONDO:0004423	central nervous system osteosarcoma	MONDO:0009807	osteosarcoma (disease)	UBERON:0001017	central nervous system
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	MONDO:0002084	neuroectodermal tumor	UBERON:0001017	central nervous system
MONDO:0002850	central nervous system rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0001017	central nervous system
MONDO:0002217	central nervous system sarcoma	MONDO:0005089	sarcoma	UBERON:0001017	central nervous system
MONDO:0002718	central nervous system teratoma	MONDO:0002601	teratoma	UBERON:0001017	central nervous system
MONDO:0005696	central nervous system tuberculosis	MONDO:0018076	tuberculosis	UBERON:0001017	central nervous system
MONDO:0003346	central nervous system vasculitis	MONDO:0018882	vasculitis	UBERON:0001017	central nervous system
MONDO:0003901	cerebellar angioblastoma	MONDO:0016748	hemangioblastoma	UBERON:0002037	cerebellum
MONDO:0003165	cerebellar astrocytoma	MONDO:0019781	astrocytoma	UBERON:0002037	cerebellum
MONDO:0002427	cerebellar disease	MONDO:0000001	disease	UBERON:0002037	cerebellum
MONDO:0002913	cerebellar neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002037	cerebellum
MONDO:0002792	cerebellar vermis medulloblastoma	MONDO:0007959	medulloblastoma	UBERON:0004720	cerebellar vermis
MONDO:0003860	cerebellopontine angle meningioma	MONDO:0016642	meningioma (disease)	UBERON:0014908	cerebellopontine angle
MONDO:0004422	cerebral falx meningioma	MONDO:0016642	meningioma (disease)	UBERON:0006059	falx cerebri
MONDO:0003948	cerebral hemangioma	MONDO:0006500	hemangioma	UBERON:0001893	telencephalon
MONDO:0003843	cerebral hemisphere lipoma	MONDO:0005106	lipoma	UBERON:0001869	cerebral hemisphere
MONDO:0003772	cerebral meningioma	MONDO:0016642	meningioma (disease)	UBERON:0001893	telencephalon
MONDO:0002900	cerebral neuroblastoma	MONDO:0005072	neuroblastoma	UBERON:0001893	telencephalon
MONDO:0007300	cerebral sarcoma	MONDO:0005089	sarcoma	UBERON:0001893	telencephalon
MONDO:0002682	cerebral ventricle cancer	MONDO:0004992	cancer	UBERON:0004086	brain ventricle
MONDO:0002731	cerebrum cancer	MONDO:0004992	cancer	UBERON:0001893	telencephalon
MONDO:0000644	cervical benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0000002	uterine cervix
MONDO:0002974	cervical cancer	MONDO:0004992	cancer	UBERON:0000002	uterine cervix
MONDO:0005131	cervical carcinoma	MONDO:0004993	carcinoma	UBERON:0000002	uterine cervix
MONDO:0006135	cervical clear cell adenocarcinoma	MONDO:0005004	clear cell adenocarcinoma	UBERON:0000002	uterine cervix
MONDO:0003665	cervical endometrioid adenocarcinoma	MONDO:0005026	endometrioid adenocarcinoma	UBERON:0000002	uterine cervix
MONDO:0003067	cervical lymphadenitis	MONDO:0002052	lymphadenitis (disease)	UBERON:0000974	neck
MONDO:0002761	cervical verrucous carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0000002	uterine cervix
MONDO:0002256	cervix disease	MONDO:0000001	disease	UBERON:0000002	uterine cervix
MONDO:0004693	cervix uteri carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000002	uterine cervix
MONDO:0004645	cheek mucosa cancer	MONDO:0004992	cancer	UBERON:0006956	buccal mucosa
MONDO:0003933	chest wall bone cancer	MONDO:0002129	bone cancer	UBERON:0016435	chest wall
MONDO:0000971	chest wall lipoma	MONDO:0005106	lipoma	UBERON:0016435	chest wall
MONDO:0003985	chest wall lymphoma	MONDO:0005062	lymphoma	UBERON:0016435	chest wall
MONDO:0004443	chest wall parachordoma	MONDO:0006351	parachordoma	UBERON:0016435	chest wall
MONDO:0004046	childhood brain meningioma	MONDO:0003057	pediatric meningioma	UBERON:0000955	brain
MONDO:0003842	childhood cerebellar astrocytic neoplasm	MONDO:0002505	juvenile astrocytoma	UBERON:0002037	cerebellum
MONDO:0004071	childhood cerebral astrocytoma	MONDO:0002505	juvenile astrocytoma	UBERON:0001893	telencephalon
MONDO:0003759	childhood ovarian yolk sac tumor	MONDO:0003400	childhood endodermal sinus tumor	UBERON:0000992	ovary
MONDO:0006532	cholesteatoma of external ear	MONDO:0006530	cholesteatoma (disease)	UBERON:0001691	external ear
MONDO:0006533	cholesteatoma of middle ear	MONDO:0006530	cholesteatoma (disease)	UBERON:0001756	middle ear
MONDO:0008207	chondromalacia patellae	MONDO:0002342	chondromalacia	UBERON:0002446	patella
MONDO:0005207	choriocarcinoma (disease)	MONDO:0004993	carcinoma	UBERON:0003124	chorion
MONDO:0003507	choriocarcinoma of ovary	MONDO:0005207	choriocarcinoma (disease)	UBERON:0000992	ovary
MONDO:0016740	choriocarcinoma of the central nervous system	MONDO:0005207	choriocarcinoma (disease)	UBERON:0001017	central nervous system
MONDO:0006700	choroid cancer	MONDO:0004992	cancer	UBERON:0001776	optic choroid
MONDO:0001898	choroid disease	MONDO:0000001	disease	UBERON:0001776	optic choroid
MONDO:0004085	choroid epithelioid cell melanoma	MONDO:0002973	epithelioid cell melanoma	UBERON:0001776	optic choroid
MONDO:0002681	choroid plexus cancer	MONDO:0004992	cancer	UBERON:0001886	choroid plexus
MONDO:0003053	choroid plexus meningioma	MONDO:0016642	meningioma (disease)	UBERON:0001886	choroid plexus
MONDO:0009837	choroid plexus papilloma	MONDO:0002363	papilloma	UBERON:0001886	choroid plexus
MONDO:0003745	choroid spindle cell melanoma	MONDO:0006427	spindle cell melanoma	UBERON:0001776	optic choroid
MONDO:0004885	choroidal sclerosis	MONDO:0005559	neurodegenerative disease	UBERON:0001776	optic choroid
MONDO:0002969	ciliary body cancer	MONDO:0004992	cancer	UBERON:0001775	ciliary body
MONDO:0002970	ciliary body disease	MONDO:0000001	disease	UBERON:0001775	ciliary body
MONDO:0004086	ciliary body epithelioid cell melanoma	MONDO:0002973	epithelioid cell melanoma	UBERON:0001775	ciliary body
MONDO:0003746	ciliary body spindle cell melanoma	MONDO:0006427	spindle cell melanoma	UBERON:0001775	ciliary body
MONDO:0005005	clear cell renal carcinoma	MONDO:0005004	clear cell adenocarcinoma	UBERON:0002113	kidney
MONDO:0005006	clear cell sarcoma of kidney	MONDO:0002926	clear cell sarcoma	UBERON:0002113	kidney
MONDO:0002290	clitoris cancer	MONDO:0004992	cancer	UBERON:0002411	clitoris
MONDO:0003850	clivus chondroid chordoma	MONDO:0002893	chondroid chordoma	UBERON:0004108	clivus of occipital bone
MONDO:0003849	clivus chordoma	MONDO:0008978	chordoma (disease)	UBERON:0004108	clivus of occipital bone
MONDO:0003908	clivus meningioma	MONDO:0016642	meningioma (disease)	UBERON:0004108	clivus of occipital bone
MONDO:0003452	cochlear disease	MONDO:0000001	disease	UBERON:0001844	cochlea
MONDO:0005220	collecting duct carcinoma	MONDO:0004993	carcinoma	UBERON:0001232	collecting duct of renal tubule
MONDO:0006150	colon Burkitt lymphoma	MONDO:0007243	Burkitts lymphoma	UBERON:0001155	colon
MONDO:0002271	colon adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001155	colon
MONDO:0000527	colon adenoma	MONDO:0004972	adenoma	UBERON:0001155	colon
MONDO:0002032	colon carcinoma	MONDO:0004993	carcinoma	UBERON:0001155	colon
MONDO:0004663	colon carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001155	colon
MONDO:0001092	colon leiomyoma	MONDO:0001572	leiomyoma	UBERON:0001155	colon
MONDO:0003351	colon leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001155	colon
MONDO:0002035	colon lymphoma	MONDO:0005062	lymphoma	UBERON:0001155	colon
MONDO:0005007	colon mucinous adenocarcinoma	MONDO:0004957	mucinous adenocarcinoma	UBERON:0001155	colon
MONDO:0002882	colon neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0001155	colon
MONDO:0003352	colon sarcoma	MONDO:0005089	sarcoma	UBERON:0001155	colon
MONDO:0003978	colon small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0001155	colon
MONDO:0003485	colon squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001155	colon
MONDO:0003409	colonic disease	MONDO:0000001	disease	UBERON:0001155	colon
MONDO:0001093	colonic lymphangioma	MONDO:0002013	lymphangioma	UBERON:0001155	colon
MONDO:0005401	colonic neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001155	colon
MONDO:0005008	colorectal adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0012652	colorectum
MONDO:0005484	colorectal adenoma	MONDO:0004972	adenoma	UBERON:0012652	colorectum
MONDO:0006157	colorectal adenosquamous carcinoma	MONDO:0006074	adenosquamous carcinoma	UBERON:0012652	colorectum
MONDO:0005575	colorectal cancer	MONDO:0004992	cancer	UBERON:0012652	colorectum
MONDO:0006158	colorectal diffuse large b-cell lymphoma	MONDO:0018905	diffuse large B-cell lymphoma	UBERON:0012652	colorectum
MONDO:0006160	colorectal hamartoma	MONDO:0006499	hamartoma (disease)	UBERON:0012652	colorectum
MONDO:0003299	colorectal leiomyoma	MONDO:0001572	leiomyoma	UBERON:0012652	colorectum
MONDO:0005335	colorectal neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0012652	colorectum
MONDO:0006165	colorectal squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0012652	colorectum
MONDO:0002886	common bile duct disease	MONDO:0000001	disease	UBERON:0001174	common bile duct
MONDO:0005449	conduction system disorder	MONDO:0000001	disease	UBERON:0002350	conducting system of heart
MONDO:0003454	conjunctival cancer	MONDO:0004992	cancer	UBERON:0001811	conjunctiva
MONDO:0002932	conjunctival disease	MONDO:0000001	disease	UBERON:0001811	conjunctiva
MONDO:0006173	conjunctival squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001811	conjunctiva
MONDO:0000654	connective tissue benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0002384	connective tissue
MONDO:0002176	connective tissue cancer	MONDO:0004992	cancer	UBERON:0002384	connective tissue
MONDO:0003900	connective tissue disease	MONDO:0000001	disease	UBERON:0002384	connective tissue
MONDO:0003802	cornea cancer	MONDO:0004992	cancer	UBERON:0000964	cornea
MONDO:0001740	cornea squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000964	cornea
MONDO:0000942	corneal disease	MONDO:0000001	disease	UBERON:0000964	cornea
MONDO:0005010	coronary artery disease	MONDO:0000001	disease	UBERON:0001621	coronary artery
MONDO:0003845	corpus callosum lipoma	MONDO:0005106	lipoma	UBERON:0002336	corpus callosum
MONDO:0000519	corpus callosum oligodendroglioma	MONDO:0016695	oligodendroglioma	UBERON:0002336	corpus callosum
MONDO:0001625	corpus luteum cyst	MONDO:0003282	ovarian cyst (disease)	UBERON:0002512	corpus luteum
MONDO:0002435	cranial nerve III tumor	MONDO:0005070	neoplasm (disease)	UBERON:0001643	oculomotor nerve
MONDO:0002433	cranial nerve malignant neoplasm	MONDO:0004992	cancer	UBERON:0001785	cranial nerve
MONDO:0002633	cranial nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001785	cranial nerve
MONDO:0003569	cranial nerve neuropathy	MONDO:0000001	disease	UBERON:0034713	cranial neuron projection bundle
MONDO:0003180	cutaneous adenocystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0002097	skin of body
MONDO:0000879	cutaneous candidiasis	MONDO:0002026	candidiasis	UBERON:0000014	zone of skin
MONDO:0002291	cutaneous granular cell tumor	MONDO:0006235	granular cell tumor	UBERON:0000014	zone of skin
MONDO:0005012	cutaneous melanoma (disease)	MONDO:0005105	melanoma (disease)	UBERON:0000014	zone of skin
MONDO:0003091	cutaneous mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0000014	zone of skin
MONDO:0019210	cutaneous neuroendocrine carcinoma	MONDO:0004993	carcinoma	CL:0000242	Merkel cell
MONDO:0004380	dendritic cell sarcoma	MONDO:0005089	sarcoma	CL:0000451	dendritic cell
MONDO:0002591	dendritic cell thymoma	MONDO:0006456	thymoma (disease)	CL:0000451	dendritic cell
MONDO:0003394	dental pulp disease	MONDO:0000001	disease	UBERON:0001754	dental pulp
MONDO:0021154	dermis disease	MONDO:0000001	disease	UBERON:0002067	dermis
MONDO:0008167	dermoid cyst of ovary	MONDO:0002378	dermoid cyst	UBERON:0000992	ovary
MONDO:0001778	dermoid cyst of skin	MONDO:0002378	dermoid cyst	UBERON:0000014	zone of skin
MONDO:0001462	descending colon cancer	MONDO:0004992	cancer	UBERON:0001158	descending colon
MONDO:0005728	diaphragm disease	MONDO:0000001	disease	UBERON:0001103	diaphragm
MONDO:0003169	diencephalic astrocytomas	MONDO:0019781	astrocytoma	UBERON:0001894	diencephalon
MONDO:0002786	diencephalic cancer	MONDO:0004992	cancer	UBERON:0001894	diencephalon
MONDO:0006180	digestive system adenoma	MONDO:0004972	adenoma	UBERON:0001555	digestive tract
MONDO:0002516	digestive system cancer	MONDO:0004992	cancer	UBERON:0001007	digestive system
MONDO:0000386	digestive system neuroendocrine tumor	MONDO:0019496	neuroendocrine tumor	UBERON:0005409	alimentary part of gastrointestinal system
MONDO:0021145	disease of genitourinary system	MONDO:0000001	disease	UBERON:0004122	genitourinary system
MONDO:0001674	diverticulitis of colon	MONDO:0004235	diverticulitis	UBERON:0001155	colon
MONDO:0006186	duodenal adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002114	duodenum
MONDO:0002866	duodenal disease	MONDO:0000001	disease	UBERON:0002114	duodenum
MONDO:0004411	duodenal gastrinoma	MONDO:0003523	gastrin-producing neuroendocrine tumor	UBERON:0002114	duodenum
MONDO:0006187	duodenal villous adenoma	MONDO:0004972	adenoma	UBERON:0002114	duodenum
MONDO:0000920	duodenum cancer	MONDO:0004992	cancer	UBERON:0002114	duodenum
MONDO:0003481	dysgerminoma of ovary	MONDO:0003002	dysgerminoma (disease)	UBERON:0000992	ovary
MONDO:0003207	eccrine adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000423	eccrine sweat gland
MONDO:0002200	eccrine mixed tumor of skin	MONDO:0021043	mixed neoplasm	UBERON:0000423	eccrine sweat gland
MONDO:0005506	eccrine sweat gland cancer	MONDO:0004992	cancer	UBERON:0000423	eccrine sweat gland
MONDO:0002090	eccrine sweat gland neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000423	eccrine sweat gland
MONDO:0003580	embryonal testis carcinoma	MONDO:0005440	embryonal carcinoma	UBERON:0000473	testis
MONDO:0002233	enamel caries	MONDO:0005276	dental caries	UBERON:0001752	enamel
MONDO:0003687	endocardium cancer	MONDO:0004992	cancer	UBERON:0002165	endocardium
MONDO:0000470	endocardium disease	MONDO:0000001	disease	UBERON:0002165	endocardium
MONDO:0000554	endocervical adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000458	endocervix
MONDO:0004259	endocervical carcinoma	MONDO:0004993	carcinoma	UBERON:0000458	endocervix
MONDO:0002082	endocrine gland neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002368	endocrine gland
MONDO:0001933	endocrine pancreas disease	MONDO:0000001	disease	UBERON:0000016	endocrine pancreas
MONDO:0005151	endocrine system disease	MONDO:0000001	disease	UBERON:0000949	endocrine system
MONDO:0003556	endometrial adenosquamous carcinoma	MONDO:0006074	adenosquamous carcinoma	UBERON:0001295	endometrium
MONDO:0011962	endometrial cancer	MONDO:0004992	cancer	UBERON:0001295	endometrium
MONDO:0002447	endometrial carcinoma (disease)	MONDO:0004993	carcinoma	UBERON:0001295	endometrium
MONDO:0000931	endometrial disease	MONDO:0000001	disease	UBERON:0001295	endometrium
MONDO:0002747	endometrial mucinous adenocarcinoma	MONDO:0004957	mucinous adenocarcinoma	UBERON:0001295	endometrium
MONDO:0006198	endometrial squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001295	endometrium
MONDO:0001284	endometriosis of intestine	MONDO:0005133	endometriosis (disease)	UBERON:0000160	intestine
MONDO:0001289	endometriosis of ovary	MONDO:0005133	endometriosis (disease)	UBERON:0000992	ovary
MONDO:0010888	endometriosis of uterus	MONDO:0005133	endometriosis (disease)	UBERON:0001296	myometrium
MONDO:0005461	endometrium adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001295	endometrium
MONDO:0003315	endometrium carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001295	endometrium
MONDO:0003104	epicardium cancer	MONDO:0004992	cancer	UBERON:0002348	epicardium
MONDO:0003840	epicardium lipoma	MONDO:0005106	lipoma	UBERON:0002348	epicardium
MONDO:0001017	epididymis adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001301	epididymis
MONDO:0004227	epididymis adenomatoid tumor	MONDO:0004230	adenomatoid tumor	UBERON:0001301	epididymis
MONDO:0001016	epididymis cancer	MONDO:0004992	cancer	UBERON:0001301	epididymis
MONDO:0004473	epiglottis cancer	MONDO:0004992	cancer	UBERON:0000388	epiglottis
MONDO:0005028	esophageal adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001043	esophagus
MONDO:0007576	esophageal cancer	MONDO:0004992	cancer	UBERON:0001043	esophagus
MONDO:0003749	esophageal disease	MONDO:0000001	disease	UBERON:0001043	esophagus
MONDO:0003251	esophageal granular cell tumor	MONDO:0006235	granular cell tumor	UBERON:0001043	esophagus
MONDO:0000963	esophageal lipoma	MONDO:0005106	lipoma	UBERON:0001043	esophagus
MONDO:0003649	esophageal neuroendocrine tumor	MONDO:0019496	neuroendocrine tumor	UBERON:0001043	esophagus
MONDO:0005580	esophageal squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001043	esophagus
MONDO:0004189	esophageal tuberculosis	MONDO:0018076	tuberculosis	UBERON:0001043	esophagus
MONDO:0004708	esophagus carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001043	esophagus
MONDO:0004832	esophagus leiomyoma	MONDO:0001572	leiomyoma	UBERON:0001043	esophagus
MONDO:0003365	esophagus leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001043	esophagus
MONDO:0003586	esophagus liposarcoma	MONDO:0005060	liposarcoma	UBERON:0001043	esophagus
MONDO:0001188	esophagus lymphoma	MONDO:0005062	lymphoma	UBERON:0001043	esophagus
MONDO:0001192	esophagus melanoma	MONDO:0005105	melanoma (disease)	UBERON:0001043	esophagus
MONDO:0001204	esophagus sarcoma	MONDO:0005089	sarcoma	UBERON:0001043	esophagus
MONDO:0004116	esophagus small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0001043	esophagus
MONDO:0004827	esophagus squamous cell papilloma	MONDO:0001825	squamous papilloma	UBERON:0001043	esophagus
MONDO:0002762	esophagus verrucous carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0001043	esophagus
MONDO:0001763	ethmoid sinus cancer	MONDO:0004992	cancer	UBERON:0002453	ethmoid sinus
MONDO:0003925	ethmoid sinus inverted papilloma	MONDO:0002537	inverted papilloma	UBERON:0002453	ethmoid sinus
MONDO:0002416	ethmoid sinus squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002453	ethmoid sinus
MONDO:0005756	ethmoid sinusitis	MONDO:0005961	sinusitis	UBERON:0001679	ethmoid bone
MONDO:0004866	eustachian tube disease	MONDO:0000001	disease	UBERON:0002393	pharyngotympanic tube
MONDO:0002455	exocervical carcinoma	MONDO:0004993	carcinoma	UBERON:0012249	ectocervix
MONDO:0005192	exocrine pancreatic carcinoma	MONDO:0004993	carcinoma	UBERON:0000017	exocrine pancreas
MONDO:0002943	external ear basal cell carcinoma	MONDO:0002944	external ear carcinoma	CL:0000646	basal cell
MONDO:0003574	external ear cancer	MONDO:0004992	cancer	UBERON:0001691	external ear
MONDO:0002944	external ear carcinoma	MONDO:0004993	carcinoma	UBERON:0001691	external ear
MONDO:0002776	external ear disease	MONDO:0000001	disease	UBERON:0001691	external ear
MONDO:0003501	external ear squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001691	external ear
MONDO:0002665	extrahepatic bile duct adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0003703	extrahepatic bile duct
MONDO:0003445	extrahepatic bile duct adenoma	MONDO:0004972	adenoma	UBERON:0003703	extrahepatic bile duct
MONDO:0003090	extrahepatic bile duct carcinoma	MONDO:0004993	carcinoma	UBERON:0003703	extrahepatic bile duct
MONDO:0004462	extrahepatic bile duct cystadenoma	MONDO:0002369	cystadenoma	UBERON:0003703	extrahepatic bile duct
MONDO:0003286	extrahepatic bile duct leiomyoma	MONDO:0001572	leiomyoma	UBERON:0003703	extrahepatic bile duct
MONDO:0003377	extrahepatic bile duct leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0003703	extrahepatic bile duct
MONDO:0000978	extrahepatic bile duct lipoma	MONDO:0005106	lipoma	UBERON:0003703	extrahepatic bile duct
MONDO:0004250	extrahepatic bile duct papillary adenoma	MONDO:0002533	papillary adenoma	UBERON:0003703	extrahepatic bile duct
MONDO:0006203	extrahepatic bile duct squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0003703	extrahepatic bile duct
MONDO:0006757	extrahepatic cholestasis	MONDO:0001751	cholestasis	UBERON:0003703	extrahepatic bile duct
MONDO:0000462	eye adnexa disease	MONDO:0000001	disease	UBERON:0035639	ocular adnexa
MONDO:0002466	eye carcinoma	MONDO:0004993	carcinoma	UBERON:0000970	eye
MONDO:0004659	eye carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000970	eye
MONDO:0004884	eye degenerative disease	MONDO:0005559	neurodegenerative disease	UBERON:0000970	eye
MONDO:0005328	eye disease	MONDO:0000001	disease	UBERON:0000970	eye
MONDO:0004034	eye lymphoma	MONDO:0005062	lymphoma	UBERON:0000970	eye
MONDO:0003876	eyelid carcinoma	MONDO:0004993	carcinoma	UBERON:0001711	eyelid
MONDO:0000941	eyelid degenerative disease	MONDO:0005559	neurodegenerative disease	UBERON:0001711	eyelid
MONDO:0003382	eyelid disease	MONDO:0000001	disease	UBERON:0001711	eyelid
MONDO:0002235	eyelid neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001711	eyelid
MONDO:0002098	facial nerve disease	MONDO:0000001	disease	UBERON:0001647	facial nerve
MONDO:0002101	facial nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001647	facial nerve
