iri,iri label,agent,agent label,disease,disease label
http://purl.obolibrary.org/obo/MONDO_0043953,burkholderia infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_32008,Burkholderia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000791,carp allergy,http://purl.obolibrary.org/obo/NCBITaxon_7962,Cyprinus carpio,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0017941,chikungunya,http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0021697,chlamydia infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_810,Chlamydia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005701,chlamydia trachomatis infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_813,Chlamydia trachomatis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0015766,cholera,http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005706,coccidioidomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5501,Coccidioides immitis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0017381,congenital herpes simplex virus infection,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0016511,infectious embryofetopathy
http://purl.obolibrary.org/obo/MONDO_0042971,congenital herpes virus infection,http://purl.obolibrary.org/obo/NCBITaxon_10292,Herpesviridae,http://purl.obolibrary.org/obo/MONDO_0016511,infectious embryofetopathy
http://purl.obolibrary.org/obo/MONDO_0005724,cryptococcosis,http://purl.obolibrary.org/obo/NCBITaxon_5207,Cryptococcus neoformans,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0015474,cryptosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_5806,Cryptosporidium,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0006718,cutaneous syphilis,http://purl.obolibrary.org/obo/NCBITaxon_160,Treponema pallidum,http://purl.obolibrary.org/obo/MONDO_0024295,skin disease caused by bacterial infection
http://purl.obolibrary.org/obo/MONDO_0005725,cyclosporiasis,http://purl.obolibrary.org/obo/NCBITaxon_44417,Cyclospora,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0016212,cyclosporosis,http://purl.obolibrary.org/obo/NCBITaxon_88456,Cyclospora cayetanensis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0024354,cytomegalovirus pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_10358,Cytomegalovirus,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0000878,cytomegalovirus retinitis,http://purl.obolibrary.org/obo/NCBITaxon_10358,Cytomegalovirus,http://purl.obolibrary.org/obo/MONDO_0002708,retinitis
http://purl.obolibrary.org/obo/MONDO_0017280,demodicidosis,http://purl.obolibrary.org/obo/NCBITaxon_188544,Demodex,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005502,dengue disease,http://purl.obolibrary.org/obo/NCBITaxon_12637,Dengue virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005729,dicrocoeliasis,http://purl.obolibrary.org/obo/NCBITaxon_57077,Dicrocoelium,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0024608,dientamoebiasis,http://purl.obolibrary.org/obo/NCBITaxon_43351,Dientamoeba,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000298,dioctophymiasis,http://purl.obolibrary.org/obo/NCBITaxon_513045,Dioctophyme renale,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005731,dipetalonemiasis,http://purl.obolibrary.org/obo/NCBITaxon_42231,Mansonella perstans,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0041259,diphtheritic myocarditis,http://purl.obolibrary.org/obo/NCBITaxon_1717,Corynebacterium diphtheriae,http://purl.obolibrary.org/obo/MONDO_0004496,myocarditis
http://purl.obolibrary.org/obo/MONDO_0015260,diphyllobothriasis,http://purl.obolibrary.org/obo/NCBITaxon_28844,Diphyllobothrium,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0015636,dirofilariasis,http://purl.obolibrary.org/obo/NCBITaxon_6286,Dirofilaria,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0016472,dracunculiasis,http://purl.obolibrary.org/obo/NCBITaxon_318479,Dracunculus medinensis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005738,echinococcosis,http://purl.obolibrary.org/obo/NCBITaxon_6209,Echinococcus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0044346,echinococcus granulosus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6210,Echinococcus granulosus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005739,echinostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_404429,Echinostomatoidea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005746,enterobiasis,http://purl.obolibrary.org/obo/NCBITaxon_51028,Enterobius vermicularis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005747,enterovirus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_12059,Enterovirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0025485,feline acquired immunodeficiency syndrome,http://purl.obolibrary.org/obo/NCBITaxon_11673,Feline immunodeficiency virus,http://purl.obolibrary.org/obo/MONDO_0024912,cat disease
http://purl.obolibrary.org/obo/MONDO_0023147,fetal parainfluenza virus type 3 syndrome,http://purl.obolibrary.org/obo/NCBITaxon_11216,Human respirovirus 3,http://purl.obolibrary.org/obo/MONDO_0016511,infectious embryofetopathy
http://purl.obolibrary.org/obo/MONDO_0017453,fetal parvovirus syndrome,http://purl.obolibrary.org/obo/NCBITaxon_10798,Human parvovirus B19,http://purl.obolibrary.org/obo/MONDO_0016511,infectious embryofetopathy
http://purl.obolibrary.org/obo/MONDO_0002843,fungal gastritis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0004966,gastritis (disease)
http://purl.obolibrary.org/obo/MONDO_0002041,fungal infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005766,fungal lung infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0005275,lung disease
http://purl.obolibrary.org/obo/MONDO_0006764,fungal meningitis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0016426,fusariosis,http://purl.obolibrary.org/obo/NCBITaxon_5506,Fusarium,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005774,glanders,http://purl.obolibrary.org/obo/NCBITaxon_13373,Burkholderia mallei,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0001719,gonococcal bursitis,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/MONDO_0002471,bursitis
http://purl.obolibrary.org/obo/MONDO_0021160,gonococcal cystitis,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/MONDO_0006032,cystitis
http://purl.obolibrary.org/obo/MONDO_0004774,gonococcal iridocyclitis,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/MONDO_0004773,iridocyclitis (disease)
http://purl.obolibrary.org/obo/MONDO_0021161,gonococcal prostatitis,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/MONDO_0005280,prostatitis (disease)
http://purl.obolibrary.org/obo/MONDO_0021159,gonococcal salpingitis,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/MONDO_0003619,salpingitis
http://purl.obolibrary.org/obo/MONDO_0006926,haemophilus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_724,Haemophilus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000889,haemophilus meningitis,http://purl.obolibrary.org/obo/NCBITaxon_727,Haemophilus influenzae,http://purl.obolibrary.org/obo/MONDO_0006670,bacterial meningitis
http://purl.obolibrary.org/obo/MONDO_0005344,hepatitis B,http://purl.obolibrary.org/obo/NCBITaxon_10407,Hepatitis B virus,http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis
http://purl.obolibrary.org/obo/MONDO_0005231,hepatitis C,http://purl.obolibrary.org/obo/NCBITaxon_11103,Hepatitis C virus,http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis
http://purl.obolibrary.org/obo/MONDO_0005789,hepatitis D,http://purl.obolibrary.org/obo/NCBITaxon_12475,Hepatitis delta virus,http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis
http://purl.obolibrary.org/obo/MONDO_0005788,hepatitis E,http://purl.obolibrary.org/obo/NCBITaxon_12461,Hepatitis E virus,http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis
http://purl.obolibrary.org/obo/MONDO_0004712,herpes simplex dermatitis,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0002406,dermatitis
http://purl.obolibrary.org/obo/MONDO_0012521,herpes simplex encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0020067,infectious encephalitis
http://purl.obolibrary.org/obo/MONDO_0004609,herpes simplex infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005792,herpes simplex virus gingivostomatitis,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0004842,stomatitis
http://purl.obolibrary.org/obo/MONDO_0015288,herpes simplex virus keratitis,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0003085,keratitis
http://purl.obolibrary.org/obo/MONDO_0003769,herpetic gastritis,http://purl.obolibrary.org/obo/NCBITaxon_10292,Herpesviridae,http://purl.obolibrary.org/obo/MONDO_0002270,viral gastritis
http://purl.obolibrary.org/obo/MONDO_0004616,herpetic whitlow,http://purl.obolibrary.org/obo/NCBITaxon_10294,Simplexvirus,http://purl.obolibrary.org/obo/MONDO_0005898,paronychia (disease)
http://purl.obolibrary.org/obo/MONDO_0001191,hirudiniasis,http://purl.obolibrary.org/obo/NCBITaxon_55824,Hirudinea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0018312,histoplasmosis,http://purl.obolibrary.org/obo/NCBITaxon_5036,Histoplasma,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0001471,histoplasmosis meningitis,http://purl.obolibrary.org/obo/NCBITaxon_5037,Histoplasma capsulatum,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0001263,histoplasmosis retinitis,http://purl.obolibrary.org/obo/NCBITaxon_5037,Histoplasma capsulatum,http://purl.obolibrary.org/obo/MONDO_0002708,retinitis
http://purl.obolibrary.org/obo/MONDO_0000806,horned turban snail allergy,http://purl.obolibrary.org/obo/NCBITaxon_63673,Turbo cornutus,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0005801,human T-lymphotropic virus 1 infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11908,Human T-lymphotropic virus 1,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005187,human herpesvirus 8 infection,http://purl.obolibrary.org/obo/NCBITaxon_37296,Human gammaherpesvirus 8,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005161,human papilloma virus infection,http://purl.obolibrary.org/obo/NCBITaxon_10566,Human papillomavirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005805,hypodermyiasis,http://purl.obolibrary.org/obo/NCBITaxon_7387,Oestridae,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0024410,infection caused by Bifidobacterium,http://purl.obolibrary.org/obo/NCBITaxon_1678,Bifidobacterium,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005550,infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_1,root,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0018769,isosporiasis,http://purl.obolibrary.org/obo/NCBITaxon_482538,Cystoisospora belli,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0019378,la Crosse encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11577,La Crosse virus,http://purl.obolibrary.org/obo/MONDO_0020067,infectious encephalitis
http://purl.obolibrary.org/obo/MONDO_0005124,leprosy,http://purl.obolibrary.org/obo/NCBITaxon_1769,Mycobacterium leprae,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005825,leptospirosis,http://purl.obolibrary.org/obo/NCBITaxon_171,Leptospira,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005828,listeriosis,http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria monocytogenes,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0001449,lymphocytic choriomeningitis,http://purl.obolibrary.org/obo/NCBITaxon_11623,Lymphocytic choriomeningitis mammarenavirus,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0041095,malignant otitis externa caused by Pseudomonas aeruginosa,http://purl.obolibrary.org/obo/NCBITaxon_287,Pseudomonas aeruginosa,http://purl.obolibrary.org/obo/MONDO_0001050,malignant otitis externa
http://purl.obolibrary.org/obo/MONDO_0002266,malt worker's lung,http://purl.obolibrary.org/obo/NCBITaxon_5052,Aspergillus,http://purl.obolibrary.org/obo/MONDO_0004553,extrinsic allergic alveolitis
http://purl.obolibrary.org/obo/MONDO_0004619,measles,http://purl.obolibrary.org/obo/NCBITaxon_11234,Measles morbillivirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0017775,melioidosis,http://purl.obolibrary.org/obo/NCBITaxon_28450,Burkholderia pseudomallei,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0041535,mesenteric lymphadenitis due to Yersinia infection,http://purl.obolibrary.org/obo/NCBITaxon_633,Yersinia pseudotuberculosis,http://purl.obolibrary.org/obo/MONDO_0001116,mesenteric lymphadenitis
http://purl.obolibrary.org/obo/MONDO_0000294,mesocestoidiasis,http://purl.obolibrary.org/obo/NCBITaxon_53467,Mesocestoides,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005846,microsporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_6029,Microsporidia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000989,mumps infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11161,Mumps virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005866,mycobacterium avium complex disease,http://purl.obolibrary.org/obo/NCBITaxon_37162,Mycobacterium avium complex,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0017832,mycobacterium xenopi infection,http://purl.obolibrary.org/obo/NCBITaxon_1789,Mycobacterium xenopi,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0042433,mycotic endocarditis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0005025,endocarditis (disease)
http://purl.obolibrary.org/obo/MONDO_0042497,mycotoxicosis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,http://purl.obolibrary.org/obo/MONDO_0029000,poisoning
http://purl.obolibrary.org/obo/MONDO_0017776,nocardiosis,http://purl.obolibrary.org/obo/NCBITaxon_1817,Nocardia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005880,oesophagostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_52564,Oesophagostomum,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000301,ophthalmomyiasis,http://purl.obolibrary.org/obo/NCBITaxon_123737,Oestrus ovis,http://purl.obolibrary.org/obo/MONDO_0019147,myiasis
http://purl.obolibrary.org/obo/MONDO_0005895,paragonimiasis,http://purl.obolibrary.org/obo/NCBITaxon_34504,Paragonimus westermani,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0042974,parainfluenza virus type 3 infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11216,Human respirovirus 3,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000307,parasitic Ichthyosporea infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_127916,Ichthyosporea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005901,pasteurellosis,http://purl.obolibrary.org/obo/NCBITaxon_745,Pasteurella,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000785,peach allergy,http://purl.obolibrary.org/obo/NCBITaxon_3760,Prunus persica,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0000304,penicilliosis,http://purl.obolibrary.org/obo/NCBITaxon_37727,Talaromyces marneffei,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005077,pertussis,http://purl.obolibrary.org/obo/NCBITaxon_520,Bordetella pertussis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005908,peste des petits ruminants infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_31604,Small ruminant morbillivirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000292,philophthalmiasis,http://purl.obolibrary.org/obo/NCBITaxon_685953,Philophthalmus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000786,plum allergy,http://purl.obolibrary.org/obo/NCBITaxon_3758,Prunus domestica,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0005114,pneumococcal infection,http://purl.obolibrary.org/obo/NCBITaxon_1313,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0006913,pneumococcal meningitis,http://purl.obolibrary.org/obo/NCBITaxon_1313,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0025598,pneumonia caused by chlamydia,http://purl.obolibrary.org/obo/NCBITaxon_810,Chlamydia,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0024618,poliovirus infection,http://purl.obolibrary.org/obo/NCBITaxon_138950,Enterovirus C,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000793,rainbow trout allergy,http://purl.obolibrary.org/obo/NCBITaxon_8022,Oncorhynchus mykiss,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0005946,rhinosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_90339,Rhinosporidium seeberi,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005947,rickettsial pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_775,Rickettsiaceae,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0006956,rickettsiosis,http://purl.obolibrary.org/obo/NCBITaxon_780,Rickettsia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0004656,rubella,http://purl.obolibrary.org/obo/NCBITaxon_11041,Rubella virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0004525,scabies,http://purl.obolibrary.org/obo/NCBITaxon_52283,Sarcoptes scabiei,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005954,screw worm infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_115425,Cochliomyia hominivorax,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000332,sennetsu fever,http://purl.obolibrary.org/obo/NCBITaxon_951,Neorickettsia sennetsu,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005957,setariasis,http://purl.obolibrary.org/obo/NCBITaxon_48796,Setaria <nematode>,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005091,severe acute respiratory syndrome,http://purl.obolibrary.org/obo/NCBITaxon_227859,SARS coronavirus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0025484,simian acquired immunodeficiency syndrome,http://purl.obolibrary.org/obo/NCBITaxon_11723,Simian immunodeficiency virus,http://purl.obolibrary.org/obo/MONDO_0025102,monkey disease
http://purl.obolibrary.org/obo/MONDO_0005163,simian immunodeficiency virus infection,http://purl.obolibrary.org/obo/NCBITaxon_11723,Simian immunodeficiency virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0024295,skin disease caused by bacterial infection,http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,http://purl.obolibrary.org/obo/MONDO_0024294,skin disease caused by infection
http://purl.obolibrary.org/obo/MONDO_0004651,smallpox,http://purl.obolibrary.org/obo/NCBITaxon_10255,Variola virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005963,sparganosis,http://purl.obolibrary.org/obo/NCBITaxon_46580,Spirometra,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005969,st. Louis encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11080,St. Louis encephalitis virus,http://purl.obolibrary.org/obo/MONDO_0020067,infectious encephalitis
http://purl.obolibrary.org/obo/MONDO_0005970,staphylococcal pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_1279,Staphylococcus,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0020545,staphylococcal toxic-shock syndrome,http://purl.obolibrary.org/obo/NCBITaxon_1279,Staphylococcus,http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome
http://purl.obolibrary.org/obo/MONDO_0041879,staphylococcus aureus pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_1280,Staphylococcus aureus,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0021680,streptococcal infection,http://purl.obolibrary.org/obo/NCBITaxon_1301,Streptococcus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0001316,streptococcal meningitis,http://purl.obolibrary.org/obo/NCBITaxon_1301,Streptococcus,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0005972,streptococcal pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_1313,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0020544,streptococcal toxic-shock syndrome,http://purl.obolibrary.org/obo/NCBITaxon_1301,Streptococcus,http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome
http://purl.obolibrary.org/obo/MONDO_0005460,swine influenza,http://purl.obolibrary.org/obo/NCBITaxon_12845,Swine influenza virus,http://purl.obolibrary.org/obo/MONDO_0005812,influenza
http://purl.obolibrary.org/obo/MONDO_0005976,syphilis,http://purl.obolibrary.org/obo/NCBITaxon_160,Treponema pallidum,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000937,syphilitic encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_157,Treponema,http://purl.obolibrary.org/obo/MONDO_0019956,encephalitis
http://purl.obolibrary.org/obo/MONDO_0000936,syphilitic meningitis,http://purl.obolibrary.org/obo/NCBITaxon_157,Treponema,http://purl.obolibrary.org/obo/MONDO_0004796,infectious meningitis
http://purl.obolibrary.org/obo/MONDO_0005526,tetanus,http://purl.obolibrary.org/obo/NCBITaxon_1513,Clostridium tetani,http://purl.obolibrary.org/obo/MONDO_0020010,infectious disease of the nervous system
http://purl.obolibrary.org/obo/MONDO_0000299,thelaziasis,http://purl.obolibrary.org/obo/NCBITaxon_103826,Thelazia,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005980,tick infestation,http://purl.obolibrary.org/obo/NCBITaxon_297308,Ixodoidea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
