# curie_map:
#   OMIM: http://omim.org/entry/
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/omim_hasdbxref_orphanet.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-03-07/mappings/omim_hasdbxref_orphanet.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type	subject_label	subject_category	predicate_label	predicate_modifier	object_label	object_category	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_source	subject_source_version	object_source	object_source_version	mapping_provider	mapping_cardinality	mapping_tool	mapping_tool_version	mapping_date	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	match_term_type	semantic_similarity_score	semantic_similarity_measure	see_also	other	comment
OMIM:604233	oboInOwl:hasDbXref	Orphanet:36387	HumanCurated	generalized epilepsy with febrile seizures plus,  iia 1																																	
OMIM:309520	oboInOwl:hasDbXref	Orphanet:776	HumanCurated	intellectual developmental disorder, x-linked, syndromic, lujan-fryns  iia																																	
OMIM:618874	oboInOwl:hasDbXref	Orphanet:139474	HumanCurated	chromosome 17q11.2 duplication syndrome, 1.4-mb																																	
OMIM:616211	oboInOwl:hasDbXref	Orphanet:442835	HumanCurated	developmental and epileptic encephalopathy 28																																	
OMIM:158170	oboInOwl:hasDbXref	Orphanet:261112	HumanCurated	chromosome 9p deletion syndrome																																	
OMIM:616294	oboInOwl:hasDbXref	Orphanet:2050	HumanCurated	cole-carpenter syndrome 2																																	
OMIM:616291	oboInOwl:hasDbXref	Orphanet:448251	HumanCurated	lichtenstein-knorr syndrome																																	
OMIM:616289	oboInOwl:hasDbXref	Orphanet:98676	HumanCurated	optic atrophy 9																																	
OMIM:616282	oboInOwl:hasDbXref	Orphanet:444099	HumanCurated	spastic paraplegia 73, autosomal dominant																																	
OMIM:616281	oboInOwl:hasDbXref	Orphanet:477673	HumanCurated	neurodevelopmental disorder with spastic paraplegia and microcephaly																																	
OMIM:616277	oboInOwl:hasDbXref	Orphanet:255241	HumanCurated	mitochondrial short-chain enoyl-coa hydratase 1 deficiency																																	
OMIM:261100	oboInOwl:hasDbXref	Orphanet:35858	HumanCurated	imerslund-grasbeck syndrome 1																																	
OMIM:309590	oboInOwl:hasDbXref	Orphanet:85328	HumanCurated	intellectual developmental disorder, x-linked, syndromic, turner  iia																																	
OMIM:309590	oboInOwl:hasDbXref	Orphanet:528084	HumanCurated	intellectual developmental disorder, x-linked, syndromic, turner  iia																																	
OMIM:616268	oboInOwl:hasDbXref	Orphanet:457193	HumanCurated	arboleda-tham syndrome																																	
OMIM:617599	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 55																																	
OMIM:616267	oboInOwl:hasDbXref	Orphanet:459033	HumanCurated	ataxia-oculomotor apraxia 4																																	
OMIM:617595	oboInOwl:hasDbXref	Orphanet:505242	HumanCurated	birk-landau-perez syndrome																																	
OMIM:212140	oboInOwl:hasDbXref	Orphanet:158	HumanCurated	carnitine deficiency, systemic primary																																	
OMIM:236100	oboInOwl:hasDbXref	Orphanet:2162	HumanCurated	holoprosencephaly 1																																	
OMIM:122200	oboInOwl:hasDbXref	Orphanet:98964	HumanCurated	corneal dystrophy, lattice  iia 1																																	
OMIM:130650	oboInOwl:hasDbXref	Orphanet:238613	HumanCurated	beckwith-wiedemann syndrome																																	
OMIM:130650	oboInOwl:hasDbXref	Orphanet:116	HumanCurated	beckwith-wiedemann syndrome																																	
OMIM:130650	oboInOwl:hasDbXref	Orphanet:231120	HumanCurated	beckwith-wiedemann syndrome																																	
OMIM:616299	oboInOwl:hasDbXref	Orphanet:401862	HumanCurated	lipoyltransferase 1 deficiency																																	
OMIM:616298	oboInOwl:hasDbXref	Orphanet:85191	HumanCurated	singleton-merten syndrome 2																																	
OMIM:155950	oboInOwl:hasDbXref	Orphanet:2485	HumanCurated	melorheostosis, isolated																																	
OMIM:208900	oboInOwl:hasDbXref	Orphanet:100	HumanCurated	ataxia-telangiectasia																																	
OMIM:165300	oboInOwl:hasDbXref	Orphanet:67036	HumanCurated	optic atrophy 3, autosomal dominant																																	
OMIM:140000	oboInOwl:hasDbXref	Orphanet:2438	HumanCurated	hand-foot-genital syndrome																																	
OMIM:610102	oboInOwl:hasDbXref	Orphanet:169150	HumanCurated	complement component 7 deficiency																																	
OMIM:226730	oboInOwl:hasDbXref	Orphanet:79403	HumanCurated	epidermolysis bullosa junctionalis with pyloric atresia																																	
OMIM:142680	oboInOwl:hasDbXref	Orphanet:32960	HumanCurated	periodic fever, familial, autosomal dominant																																	
OMIM:612736	oboInOwl:hasDbXref	Orphanet:382	HumanCurated	cerebral creatine deficiency syndrome 2																																	
OMIM:182920	oboInOwl:hasDbXref	Orphanet:268129	HumanCurated	myopathy, spheroid body																																	
OMIM:168605	oboInOwl:hasDbXref	Orphanet:178509	HumanCurated	perry syndrome																																	
OMIM:145980	oboInOwl:hasDbXref	Orphanet:405	HumanCurated	hypocalciuric hypercalcemia, familial,  iia 1																																	
OMIM:145980	oboInOwl:hasDbXref	Orphanet:93372	HumanCurated	hypocalciuric hypercalcemia, familial,  iia 1																																	
OMIM:145981	oboInOwl:hasDbXref	Orphanet:101049	HumanCurated	hypocalciuric hypercalcemia, familial,  iia 2																																	
OMIM:145981	oboInOwl:hasDbXref	Orphanet:405	HumanCurated	hypocalciuric hypercalcemia, familial,  iia 2																																	
OMIM:117000	oboInOwl:hasDbXref	Orphanet:598	HumanCurated	central core disease of muscle																																	
OMIM:117000	oboInOwl:hasDbXref	Orphanet:597	HumanCurated	central core disease of muscle																																	
OMIM:117000	oboInOwl:hasDbXref	Orphanet:178145	HumanCurated	central core disease of muscle																																	
OMIM:257300	oboInOwl:hasDbXref	Orphanet:1052	HumanCurated	mosaic variegated aneuploidy syndrome 1																																	
OMIM:612541	oboInOwl:hasDbXref	Orphanet:331176	HumanCurated	neutropenia, severe congenital, 4, autosomal recessive																																	
OMIM:612541	oboInOwl:hasDbXref	Orphanet:178503	HumanCurated	neutropenia, severe congenital, 4, autosomal recessive																																	
OMIM:611209	oboInOwl:hasDbXref	Orphanet:263508	HumanCurated	congenital disorder of glycosylation,  iia iig																																	
OMIM:601887	oboInOwl:hasDbXref	Orphanet:423	HumanCurated	malignant hyperthermia, susceptibility to, 5																																	
OMIM:601885	oboInOwl:hasDbXref	Orphanet:91492	HumanCurated	cataract 14, multiple types																																	
OMIM:167320	oboInOwl:hasDbXref	Orphanet:52430	HumanCurated	inclusion body myopathy with early-onset paget disease with or without frontotemporal dementia 1																																	
OMIM:182960	oboInOwl:hasDbXref	Orphanet:139518	HumanCurated	neuronopathy, distal hereditary motor,  iia 1																																	
OMIM:108985	oboInOwl:hasDbXref	Orphanet:86813	HumanCurated	sveinsson chorioretinal atrophy																																	
OMIM:611263	oboInOwl:hasDbXref	Orphanet:474	HumanCurated	short-rib thoracic dysplasia 2 with or without polydactyly																																	
OMIM:130060	oboInOwl:hasDbXref	Orphanet:1899	HumanCurated	ehlers-danlos syndrome, arthrochalasia type, 1																																	
OMIM:179300	oboInOwl:hasDbXref	Orphanet:3269	HumanCurated	radioulnar synostosis, nonsyndromic, susceptibility to																																	
OMIM:612572	oboInOwl:hasDbXref	Orphanet:791	HumanCurated	retinitis pigmentosa 46																																	
OMIM:130080	oboInOwl:hasDbXref	Orphanet:75392	HumanCurated	ehlers-danlos syndrome, periodontal type, 1																																	
OMIM:259900	oboInOwl:hasDbXref	Orphanet:93598	HumanCurated	hyperoxaluria, primary,  iia 1																																	
OMIM:259900	oboInOwl:hasDbXref	Orphanet:416	HumanCurated	hyperoxaluria, primary,  iia 1																																	
OMIM:300699	oboInOwl:hasDbXref	Orphanet:364028	HumanCurated	intellectual developmental disorder, x-linked, syndromic, wu  iia																																	
OMIM:121900	oboInOwl:hasDbXref	Orphanet:98962	HumanCurated	corneal dystrophy, groenouw  iia 1																																	
OMIM:264470	oboInOwl:hasDbXref	Orphanet:2971	HumanCurated	peroxisomal acyl-coa oxidase deficiency																																	
OMIM:309000	oboInOwl:hasDbXref	Orphanet:534	HumanCurated	lowe oculocerebrorenal syndrome																																	
OMIM:300672	oboInOwl:hasDbXref	Orphanet:3095	HumanCurated	developmental and epileptic encephalopathy 2																																	
OMIM:300672	oboInOwl:hasDbXref	Orphanet:3451	HumanCurated	developmental and epileptic encephalopathy 2																																	
OMIM:300672	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 2																																	
OMIM:300672	oboInOwl:hasDbXref	Orphanet:505652	HumanCurated	developmental and epileptic encephalopathy 2																																	
OMIM:210600	oboInOwl:hasDbXref	Orphanet:808	HumanCurated	seckel syndrome 1																																	
OMIM:618745	oboInOwl:hasDbXref	Orphanet:276234	HumanCurated	spermatogenic failure 42																																	
OMIM:223900	oboInOwl:hasDbXref	Orphanet:1764	HumanCurated	neuropathy, hereditary sensory and autonomic,  iia 3																																	
OMIM:617402	oboInOwl:hasDbXref	Orphanet:357074	HumanCurated	cutis laxa, autosomal recessive,  iia 2c																																	
OMIM:618734	oboInOwl:hasDbXref	Orphanet:231160	HumanCurated	aneurysm, intracranial berry, 12																																	
OMIM:617403	oboInOwl:hasDbXref	Orphanet:357074	HumanCurated	cutis laxa, autosomal recessive,  iia 2d																																	
OMIM:618723	oboInOwl:hasDbXref	Orphanet:243	HumanCurated	premature ovarian failure 16																																	
OMIM:311360	oboInOwl:hasDbXref	Orphanet:908	HumanCurated	premature ovarian failure 1																																	
OMIM:300607	oboInOwl:hasDbXref	Orphanet:163985	HumanCurated	developmental and epileptic encephalopathy 8																																	
OMIM:300607	oboInOwl:hasDbXref	Orphanet:2076	HumanCurated	developmental and epileptic encephalopathy 8																																	
OMIM:618787	oboInOwl:hasDbXref	Orphanet:90635	HumanCurated	deafness, autosomal dominant 76																																	
OMIM:618786	oboInOwl:hasDbXref	Orphanet:3447	HumanCurated	imagawa-matsumoto syndrome																																	
OMIM:618781	oboInOwl:hasDbXref	Orphanet:244	HumanCurated	ciliary dyskinesia, primary, 44																																	
OMIM:618780	oboInOwl:hasDbXref	Orphanet:3303	HumanCurated	congenital heart defects, multiple types, 7																																	
OMIM:148210	oboInOwl:hasDbXref	Orphanet:477	HumanCurated	keratitis-ichthyosis-deafness syndrome, autosomal dominant																																	
OMIM:618776	oboInOwl:hasDbXref	Orphanet:2609	HumanCurated	mitochondrial complex 1 deficiency, nuclear  iia 34																																	
OMIM:618775	oboInOwl:hasDbXref	Orphanet:1460	HumanCurated	mitochondrial complex 3 deficiency, nuclear  iia 10																																	
OMIM:300614	oboInOwl:hasDbXref	Orphanet:139583	HumanCurated	deafness, X-linked 5, with peripheral neuropathy																																	
OMIM:618779	oboInOwl:hasDbXref	Orphanet:1465	HumanCurated	coffin-siris syndrome 11																																	
OMIM:616117	oboInOwl:hasDbXref	Orphanet:436242	HumanCurated	cardiac conduction disease with or without dilated cardiomyopathy																																	
OMIM:618778	oboInOwl:hasDbXref	Orphanet:90635	HumanCurated	deafness, autosomal dominant 75																																	
OMIM:161200	oboInOwl:hasDbXref	Orphanet:2614	HumanCurated	nail-patella syndrome																																	
OMIM:251200	oboInOwl:hasDbXref	Orphanet:2512	HumanCurated	microcephaly 1, primary, autosomal recessive																																	
OMIM:618763	oboInOwl:hasDbXref	Orphanet:2754	HumanCurated	joubert syndrome 36																																	
OMIM:618768	oboInOwl:hasDbXref	Orphanet:506353	HumanCurated	spastic paraplegia 81, autosomal recessive																																	
OMIM:618767	oboInOwl:hasDbXref	Orphanet:98954	HumanCurated	corneal dystrophy, meesmann, 2																																	
OMIM:616106	oboInOwl:hasDbXref	Orphanet:247353	HumanCurated	psoriasis 15, pustular, susceptibility to																																	
OMIM:313900	oboInOwl:hasDbXref	Orphanet:268322	HumanCurated	thrombocytopenia 1																																	
OMIM:313900	oboInOwl:hasDbXref	Orphanet:852	HumanCurated	thrombocytopenia 1																																	
OMIM:604117	oboInOwl:hasDbXref	Orphanet:79395	HumanCurated	vohwinkel syndrome, variant form																																	
OMIM:604116	oboInOwl:hasDbXref	Orphanet:1872	HumanCurated	cone-rod dystrophy 3																																	
OMIM:618752	oboInOwl:hasDbXref	Orphanet:486	HumanCurated	neutropenia, severe congenital, 8, autosomal dominant																																	
OMIM:618751	oboInOwl:hasDbXref	Orphanet:276234	HumanCurated	spermatogenic failure 43																																	
OMIM:100100	oboInOwl:hasDbXref	Orphanet:2970	HumanCurated	prune belly syndrome																																	
OMIM:604173	oboInOwl:hasDbXref	Orphanet:221046	HumanCurated	poikiloderma with neutropenia																																	
OMIM:617493	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	neurodevelopmental disorder with involuntary movements																																	
OMIM:617475	oboInOwl:hasDbXref	Orphanet:169142	HumanCurated	specific granule deficiency 2																																	
OMIM:617468	oboInOwl:hasDbXref	Orphanet:2680	HumanCurated	arthrogryposis multiplex congenita 1, neurogenic, with myelin defect																																	
OMIM:126700	oboInOwl:hasDbXref	Orphanet:75376	HumanCurated	basal laminar drusen																																	
OMIM:618795	oboInOwl:hasDbXref	Orphanet:85414	HumanCurated	juvenile arthritis																																	
OMIM:300636	oboInOwl:hasDbXref	Orphanet:319612	HumanCurated	immunodeficiency 33																																	
OMIM:300636	oboInOwl:hasDbXref	Orphanet:319605	HumanCurated	immunodeficiency 33																																	
OMIM:616139	oboInOwl:hasDbXref	Orphanet:3451	HumanCurated	developmental and epileptic encephalopathy 27																																	
OMIM:600625	oboInOwl:hasDbXref	Orphanet:199306	HumanCurated	orofacial cleft 11																																	
OMIM:144700	oboInOwl:hasDbXref	Orphanet:422526	HumanCurated	renal cell carcinoma, nonpapillary																																	
OMIM:102700	oboInOwl:hasDbXref	Orphanet:277	HumanCurated	severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency																																	
OMIM:226200	oboInOwl:hasDbXref	Orphanet:168601	HumanCurated	enterokinase deficiency																																	
OMIM:241800	oboInOwl:hasDbXref	Orphanet:2113	HumanCurated	pallister-hall-like syndrome																																	
OMIM:601927	oboInOwl:hasDbXref	Orphanet:86915	HumanCurated	lymphedema, cardiac septal defects, and characteristic facies																																	
OMIM:600668	oboInOwl:hasDbXref	Orphanet:1416	HumanCurated	chondrocalcinosis 1																																	
OMIM:613970	oboInOwl:hasDbXref	Orphanet:178469	HumanCurated	mental retardation, autosomal dominant 6, with or without seizures																																	
OMIM:271665	oboInOwl:hasDbXref	Orphanet:93358	HumanCurated	spondylometaepiphyseal dysplasia, short limb-hand  iia																																	
OMIM:611307	oboInOwl:hasDbXref	Orphanet:206549	HumanCurated	muscular dystrophy, limb-girdle, autosomal recessive 12																																	
OMIM:301900	oboInOwl:hasDbXref	Orphanet:127	HumanCurated	borjeson-forssman-lehmann syndrome																																	
OMIM:613960	oboInOwl:hasDbXref	Orphanet:379	HumanCurated	granulomatous disease, chronic, autosomal recessive, 3																																	
OMIM:268000	oboInOwl:hasDbXref	Orphanet:791	HumanCurated	retinitis pigmentosa																																	
OMIM:601977	oboInOwl:hasDbXref	Orphanet:3318	HumanCurated	thrombocythemia 2																																	
OMIM:601977	oboInOwl:hasDbXref	Orphanet:71493	HumanCurated	thrombocythemia 2																																	
OMIM:613954	oboInOwl:hasDbXref	Orphanet:275872	HumanCurated	frontotemporal dementia and/or amyotrophic lateral sclerosis 6																																	
OMIM:613954	oboInOwl:hasDbXref	Orphanet:803	HumanCurated	frontotemporal dementia and/or amyotrophic lateral sclerosis 6																																	
OMIM:106260	oboInOwl:hasDbXref	Orphanet:1071	HumanCurated	ankyloblepharon-ectodermal defects-cleft lip/palate																																	
OMIM:271640	oboInOwl:hasDbXref	Orphanet:93359	HumanCurated	spondyloepimetaphyseal dysplasia with joint laxity,  iia 1, with or without fractures																																	
OMIM:256020	oboInOwl:hasDbXref	Orphanet:2613	HumanCurated	focal segmental glomerulosclerosis 10																																	
OMIM:144750	oboInOwl:hasDbXref	Orphanet:2790	HumanCurated	endosteal hyperostosis, autosomal dominant																																	
OMIM:271510	oboInOwl:hasDbXref	Orphanet:93357	HumanCurated	spondyloepimetaphyseal dysplasia, sponastrime  iia																																	
OMIM:306700	oboInOwl:hasDbXref	Orphanet:169802	HumanCurated	hemophilia a																																	
OMIM:306700	oboInOwl:hasDbXref	Orphanet:169805	HumanCurated	hemophilia a																																	
OMIM:306700	oboInOwl:hasDbXref	Orphanet:169808	HumanCurated	hemophilia a																																	
OMIM:306700	oboInOwl:hasDbXref	Orphanet:177926	HumanCurated	hemophilia a																																	
OMIM:306700	oboInOwl:hasDbXref	Orphanet:98878	HumanCurated	hemophilia a																																	
OMIM:601780	oboInOwl:hasDbXref	Orphanet:168491	HumanCurated	ceroid lipofuscinosis, neuronal, 6a																																	
OMIM:601780	oboInOwl:hasDbXref	Orphanet:228363	HumanCurated	ceroid lipofuscinosis, neuronal, 6a																																	
OMIM:601780	oboInOwl:hasDbXref	Orphanet:79262	HumanCurated	ceroid lipofuscinosis, neuronal, 6a																																	
OMIM:613751	oboInOwl:hasDbXref	Orphanet:450	HumanCurated	heterotaxy, visceral, 4, autosomal																																	
OMIM:156550	oboInOwl:hasDbXref	Orphanet:485	HumanCurated	kniest dysplasia																																	
OMIM:208230	oboInOwl:hasDbXref	Orphanet:1159	HumanCurated	progressive pseudorheumatoid dysplasia																																	
OMIM:167200	oboInOwl:hasDbXref	Orphanet:2309	HumanCurated	pachyonychia congenita 1																																	
OMIM:193500	oboInOwl:hasDbXref	Orphanet:3440	HumanCurated	waardenburg syndrome,  iia 1																																	
OMIM:193500	oboInOwl:hasDbXref	Orphanet:894	HumanCurated	waardenburg syndrome,  iia 1																																	
OMIM:258501	oboInOwl:hasDbXref	Orphanet:67047	HumanCurated	3-methylglutaconic aciduria,  iia 3																																	
OMIM:105120	oboInOwl:hasDbXref	Orphanet:85448	HumanCurated	amyloidosis, finnish  iia																																	
OMIM:118400	oboInOwl:hasDbXref	Orphanet:184	HumanCurated	cherubism																																	
OMIM:613780	oboInOwl:hasDbXref	Orphanet:91387	HumanCurated	aortic aneurysm, familial thoracic 7																																	
OMIM:155255	oboInOwl:hasDbXref	Orphanet:616	HumanCurated	medulloblastoma																																	
OMIM:155255	oboInOwl:hasDbXref	Orphanet:251858	HumanCurated	medulloblastoma																																	
OMIM:155255	oboInOwl:hasDbXref	Orphanet:251863	HumanCurated	medulloblastoma																																	
OMIM:155255	oboInOwl:hasDbXref	Orphanet:251867	HumanCurated	medulloblastoma																																	
OMIM:611182	oboInOwl:hasDbXref	Orphanet:95428	HumanCurated	congenital disorder of glycosylation,  iia iih																																	
OMIM:193510	oboInOwl:hasDbXref	Orphanet:895	HumanCurated	waardenburg syndrome,  iia 2a																																	
OMIM:193510	oboInOwl:hasDbXref	Orphanet:3440	HumanCurated	waardenburg syndrome,  iia 2a																																	
OMIM:234500	oboInOwl:hasDbXref	Orphanet:2116	HumanCurated	hartnup disorder																																	
OMIM:300555	oboInOwl:hasDbXref	Orphanet:93623	HumanCurated	dent disease 2																																	
OMIM:300555	oboInOwl:hasDbXref	Orphanet:1652	HumanCurated	dent disease 2																																	
OMIM:300554	oboInOwl:hasDbXref	Orphanet:1652	HumanCurated	hypophosphatemic rickets, X-linked recessive																																	
OMIM:300554	oboInOwl:hasDbXref	Orphanet:93622	HumanCurated	hypophosphatemic rickets, X-linked recessive																																	
OMIM:611162	oboInOwl:hasDbXref	Orphanet:673	HumanCurated	malaria, susceptibility to																																	
OMIM:311250	oboInOwl:hasDbXref	Orphanet:664	HumanCurated	ornithine transcarbamylase deficiency, hyperammonemia due to																																	
OMIM:618625	oboInOwl:hasDbXref	Orphanet:221008	HumanCurated	rothmund-thomson syndrome,  iia 1																																	
OMIM:251000	oboInOwl:hasDbXref	Orphanet:289916	HumanCurated	methylmalonic aciduria due to methylmalonyl-coa mutase deficiency																																	
OMIM:251000	oboInOwl:hasDbXref	Orphanet:27	HumanCurated	methylmalonic aciduria due to methylmalonyl-coa mutase deficiency																																	
OMIM:251000	oboInOwl:hasDbXref	Orphanet:79312	HumanCurated	methylmalonic aciduria due to methylmalonyl-coa mutase deficiency																																	
OMIM:276300	oboInOwl:hasDbXref	Orphanet:252202	HumanCurated	mismatch repair cancer syndrome 1																																	
OMIM:606612	oboInOwl:hasDbXref	Orphanet:370959	HumanCurated	muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development),  iia b, 5																																	
OMIM:606612	oboInOwl:hasDbXref	Orphanet:370980	HumanCurated	muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development),  iia b, 5																																	
OMIM:606612	oboInOwl:hasDbXref	Orphanet:52428	HumanCurated	muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development),  iia b, 5																																	
OMIM:606612	oboInOwl:hasDbXref	Orphanet:370968	HumanCurated	muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development),  iia b, 5																																	
OMIM:300590	oboInOwl:hasDbXref	Orphanet:199	HumanCurated	cornelia lange lange syndrome 2																																	
OMIM:223800	oboInOwl:hasDbXref	Orphanet:239	HumanCurated	dyggve-melchior-clausen disease																																	
OMIM:149400	oboInOwl:hasDbXref	Orphanet:3197	HumanCurated	hyperekplexia 1																																	
OMIM:112250	oboInOwl:hasDbXref	Orphanet:85182	HumanCurated	diaphyseal medullary stenosis with malignant fibrous histiocytoma																																	
OMIM:606685	oboInOwl:hasDbXref	Orphanet:154	HumanCurated	cardiomyopathy, dilated, 1l																																	
OMIM:605355	oboInOwl:hasDbXref	Orphanet:98902	HumanCurated	nemaline myopathy 5																																	
OMIM:618666	oboInOwl:hasDbXref	Orphanet:2882	HumanCurated	sitosterolemia 2																																	
OMIM:618664	oboInOwl:hasDbXref	Orphanet:276234	HumanCurated	spermatogenic failure 40																																	
OMIM:137440	oboInOwl:hasDbXref	Orphanet:356	HumanCurated	gerstmann-straussler disease																																	
OMIM:214150	oboInOwl:hasDbXref	Orphanet:191	HumanCurated	cerebrooculofacioskeletal syndrome 1																																	
OMIM:214150	oboInOwl:hasDbXref	Orphanet:1466	HumanCurated	cerebrooculofacioskeletal syndrome 1																																	
OMIM:618653	oboInOwl:hasDbXref	Orphanet:528084	HumanCurated	intellectual developmental disorder with impaired language and dysmorphic facies																																	
OMIM:618659	oboInOwl:hasDbXref	Orphanet:528084	HumanCurated	neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies																																	
OMIM:618658	oboInOwl:hasDbXref	Orphanet:3473	HumanCurated	zimmermann-laband syndrome 3																																	
OMIM:162400	oboInOwl:hasDbXref	Orphanet:36386	HumanCurated	neuropathy, hereditary sensory and autonomic,  iia 1a																																	
OMIM:617303	oboInOwl:hasDbXref	Orphanet:505248	HumanCurated	mucopolysaccharidosis-plus syndrome																																	
OMIM:211900	oboInOwl:hasDbXref	Orphanet:306661	HumanCurated	tumoral calcinosis, hyperphosphatemic, familial, 1																																	
OMIM:211900	oboInOwl:hasDbXref	Orphanet:53715	HumanCurated	tumoral calcinosis, hyperphosphatemic, familial, 1																																	
OMIM:616052	oboInOwl:hasDbXref	Orphanet:352479	HumanCurated	muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 7																																	
OMIM:616045	oboInOwl:hasDbXref	Orphanet:254913	HumanCurated	combined oxidative phosphorylation deficiency 22																																	
OMIM:300523	oboInOwl:hasDbXref	Orphanet:280270	HumanCurated	allan-herndon-dudley syndrome																																	
OMIM:300523	oboInOwl:hasDbXref	Orphanet:59	HumanCurated	allan-herndon-dudley syndrome																																	
OMIM:605387	oboInOwl:hasDbXref	Orphanet:91492	HumanCurated	cataract 31, multiple types																																	
OMIM:605389	oboInOwl:hasDbXref	Orphanet:55654	HumanCurated	hypotrichosis 1																																	
OMIM:618697	oboInOwl:hasDbXref	Orphanet:791	HumanCurated	retinitis pigmentosa 87 with choroidal involvement																																	
OMIM:616034	oboInOwl:hasDbXref	Orphanet:431361	HumanCurated	2,4-dienoyl-coa reductase deficiency																																	
OMIM:300534	oboInOwl:hasDbXref	Orphanet:85279	HumanCurated	intellectual developmental disorder, x-linked, syndromic, claes-jensen  iia																																	
OMIM:301830	oboInOwl:hasDbXref	Orphanet:1145	HumanCurated	spinal muscular atrophy, X-linked 2																																	
OMIM:616025	oboInOwl:hasDbXref	Orphanet:247262	HumanCurated	glycosylphosphatidylinositol biosynthesis defect 11																																	
OMIM:617350	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 52																																	
OMIM:606693	oboInOwl:hasDbXref	Orphanet:314632	HumanCurated	kufor-rakeb syndrome																																	
OMIM:606693	oboInOwl:hasDbXref	Orphanet:306674	HumanCurated	kufor-rakeb syndrome																																	
OMIM:300510	oboInOwl:hasDbXref	Orphanet:243	HumanCurated	ovarian dysgenesis 2																																	
OMIM:113500	oboInOwl:hasDbXref	Orphanet:93304	HumanCurated	brachyolmia  iia 3																																	
OMIM:601820	oboInOwl:hasDbXref	Orphanet:79644	HumanCurated	hyperinsulinemic hypoglycemia, familial, 2																																	
OMIM:601820	oboInOwl:hasDbXref	Orphanet:276580	HumanCurated	hyperinsulinemic hypoglycemia, familial, 2																																	
OMIM:601820	oboInOwl:hasDbXref	Orphanet:276603	HumanCurated	hyperinsulinemic hypoglycemia, familial, 2																																	
OMIM:145900	oboInOwl:hasDbXref	Orphanet:64748	HumanCurated	hypertrophic neuropathy of dejerine-sottas																																	
OMIM:616069	oboInOwl:hasDbXref	Orphanet:294023	HumanCurated	inflammatory skin and bowel disease, neonatal, 2																																	
OMIM:157900	oboInOwl:hasDbXref	Orphanet:570	HumanCurated	moebius syndrome																																	
OMIM:601815	oboInOwl:hasDbXref	Orphanet:79351	HumanCurated	phosphoglycerate dehydrogenase deficiency																																	
OMIM:617397	oboInOwl:hasDbXref	Orphanet:481665	HumanCurated	pseudo-torch syndrome 2																																	
OMIM:601813	oboInOwl:hasDbXref	Orphanet:891	HumanCurated	exudative vitreoretinopathy 4																																	
OMIM:132600	oboInOwl:hasDbXref	Orphanet:91414	HumanCurated	pilomatrixoma																																	
OMIM:617391	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 54																																	
OMIM:175780	oboInOwl:hasDbXref	Orphanet:2940	HumanCurated	brain small vessel disease 1 with or without ocular anomalies																																	
OMIM:175780	oboInOwl:hasDbXref	Orphanet:36383	HumanCurated	brain small vessel disease 1 with or without ocular anomalies																																	
OMIM:175780	oboInOwl:hasDbXref	Orphanet:99810	HumanCurated	brain small vessel disease 1 with or without ocular anomalies																																	
OMIM:617389	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 53																																	
OMIM:203450	oboInOwl:hasDbXref	Orphanet:363722	HumanCurated	alexander disease																																	
OMIM:203450	oboInOwl:hasDbXref	Orphanet:58	HumanCurated	alexander disease																																	
OMIM:203450	oboInOwl:hasDbXref	Orphanet:363717	HumanCurated	alexander disease																																	
OMIM:616056	oboInOwl:hasDbXref	Orphanet:442835	HumanCurated	developmental and epileptic encephalopathy 26																																	
OMIM:227400	oboInOwl:hasDbXref	Orphanet:326	HumanCurated	factor 5 deficiency																																	
OMIM:613854	oboInOwl:hasDbXref	Orphanet:860	HumanCurated	congenital heart defects, multiple types, 6																																	
