subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_set_id	mapping_set_title	mapping_set_confidence	confidence	comment
mondo:0019180	hereditary hemorrhagic telangiectasia	skos:exactMatch	icd10:I78.0	Hereditary haemorrhagic telangiectasia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019180 icd11:714406192 icd10:I78.0
mondo:0019209	Japanese encephalitis	skos:exactMatch	icd10:A83.0	Japanese encephalitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019209 icd11:961032639 icd10:A83.0
mondo:0019355	adult-onset Still disease	skos:exactMatch	icd10:M06.1	Adult-onset Still disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019355 icd11:549009522 icd10:M06.1
mondo:0019380	western equine encephalitis	skos:exactMatch	icd10:A83.1	Western equine encephalitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A83.1 icd11:1543765035 mondo:0019380
mondo:0019403	congenital dyserythropoietic anemia	skos:exactMatch	icd10:D64.4	Congenital dyserythropoietic anaemia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019403 icd11:899830967 icd10:D64.4
mondo:0019468	T-cell prolymphocytic leukemia	skos:exactMatch	icd10:C91.6	Prolymphocytic leukaemia of T-cell type	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019468 icd11:352523899 icd10:C91.6
mondo:0019475	subcutaneous panniculitis-like T-cell lymphoma	skos:exactMatch	icd10:C86.3	Subcutaneous panniculitis-like T-cell lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019475 icd11:1550338805 icd10:C86.3
mondo:0019479	histiocytic sarcoma	skos:exactMatch	icd10:C96.8	Histiocytic sarcoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019479 icd11:911785965 icd10:C96.8
mondo:0019562	localized scleroderma	skos:exactMatch	icd10:L94.0	Localized scleroderma [morphea]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L94.0 icd11:1430740369 mondo:0019562
mondo:0019648	achondrogenesis	skos:exactMatch	icd10:Q77.0	Achondrogenesis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q77.0 icd11:103965243 mondo:0019648
mondo:0019790	neuroleptic malignant syndrome	skos:exactMatch	icd10:G21.0	Malignant neuroleptic syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0019790 icd11:498240876 icd10:G21.0
mondo:0020066	Ehlers-Danlos syndrome	skos:exactMatch	icd10:Q79.6	Ehlers-Danlos syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q79.6 icd11:1122707206 mondo:0020066
mondo:0020311	chronic myelomonocytic leukemia	skos:exactMatch	icd10:C93.1	Chronic myelomonocytic leukaemia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:C93.1 icd11:2073226578 mondo:0020311
mondo:0020500	Marburg hemorrhagic fever	skos:exactMatch	icd10:A98.3	Marburg virus disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0020500 icd11:696598707 icd10:A98.3
mondo:0043541	viral conjunctivitis	skos:exactMatch	icd10:B30.9	Viral conjunctivitis, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0043541 icd11:157616931 icd10:B30.9
mondo:0000754	anal fistula	skos:exactMatch	icd10:K60.3	Anal fistula	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:K60.3 icd11:206903882 mondo:0000754
mondo:0000755	ectopic pregnancy	skos:exactMatch	icd10:O00.9	Ectopic pregnancy, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0000755 icd11:1563334645 icd10:O00.9
mondo:0000859	spina bifida occulta	skos:exactMatch	icd10:Q76.0	Spina bifida occulta	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q76.0 icd11:449489594 mondo:0000859
mondo:0000986	pleurisy	skos:exactMatch	icd10:R09.1	Pleurisy	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:R09.1 icd11:317852053 mondo:0000986
mondo:0001143	paralytic strabismus	skos:exactMatch	icd11:1979741228	Ocular motor nerve palsies	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001143 icd10:H49 icd11:1979741228
mondo:0001246	typhus	skos:exactMatch	icd10:A75	Typhus fever	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A75 icd11:292650041 mondo:0001246
mondo:0001246	typhus	skos:exactMatch	icd10:A75.9	Typhus fever, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A75.9 icd11:292650041 mondo:0001246
mondo:0001442	dysthymic disorder	skos:exactMatch	icd10:F34.1	Dysthymia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:F34.1 icd11:810797047 mondo:0001442
mondo:0001505	alcoholic hepatitis	skos:exactMatch	icd10:K70.1	Alcoholic hepatitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001505 icd11:229221394 icd10:K70.1
mondo:0001881	toxic shock syndrome	skos:exactMatch	icd10:A48.3	Toxic shock syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A48.3 icd11:114886962 mondo:0001881
mondo:0002052	lymphadenitis	skos:exactMatch	icd10:I88	Nonspecific lymphadenitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002052 icd11:1483611415 icd10:I88
mondo:0002070	ventricular septal defect	skos:exactMatch	icd10:Q21.0	Ventricular septal defect	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002070 icd11:668140715 icd10:Q21.0
mondo:0002076	pneumothorax	skos:exactMatch	icd10:J93.8	Other pneumothorax	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J93.8 icd11:1946559257 mondo:0002076
mondo:0002076	pneumothorax	skos:exactMatch	icd10:J93.9	Pneumothorax, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J93.9 icd11:1946559257 mondo:0002076
mondo:0003709	agoraphobia	skos:exactMatch	icd10:F40.0	Agoraphobia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0003709 icd11:530592394 icd10:F40.0
mondo:0004126	thyroiditis	skos:exactMatch	icd10:E06.9	Thyroiditis, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004126 icd11:587793334 icd10:E06.9
mondo:0004633	Hodgkin's lymphoma, mixed cellularity	skos:exactMatch	icd10:C81.2	Mixed cellularity classical Hodgkin lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004633 icd11:39515681 icd10:C81.2
mondo:0004665	nodular sclerosis classical Hodgkin lymphoma	skos:exactMatch	icd10:C81.1	Nodular sclerosis classical Hodgkin lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004665 icd11:1995941600 icd10:C81.1
mondo:0004668	fascioliasis	skos:exactMatch	icd10:B66.3	Fascioliasis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:B66.3 icd11:656408831 mondo:0004668
mondo:0004847	senile cataract	skos:exactMatch	icd11:1412073350	Age-related cataract	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd11:1412073350 icd10:H25 mondo:0004847
mondo:0004855	tenosynovitis	skos:exactMatch	icd10:M65	Synovitis and tenosynovitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:M65 icd11:163006370 mondo:0004855
mondo:0005080	portal hypertension	skos:exactMatch	icd10:K76.6	Portal hypertension	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005080 icd11:1506184775 icd10:K76.6
mondo:0005085	pterygium	skos:exactMatch	icd10:H11.0	Pterygium	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H11.0 icd11:1207385905 mondo:0005085
mondo:0005152	hypopituitarism	skos:exactMatch	icd10:E23.0	Hypopituitarism	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005152 icd11:768216194 icd10:E23.0
mondo:0005173	actinic keratosis	skos:exactMatch	icd10:L57.0	Actinic keratosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005173 icd11:1803982621 icd10:L57.0
mondo:0005181	progressive external ophthalmoplegia	skos:exactMatch	icd10:H49.4	Progressive external ophthalmoplegia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H49.4 icd11:1698427219 mondo:0005181
mondo:0005306	ankylosing spondylitis	skos:exactMatch	icd11:1505896560	Axial spondyloarthritis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005306 icd10:M45 icd11:1505896560
mondo:0005313	necrotizing enterocolitis	skos:exactMatch	icd10:P77	Necrotizing enterocolitis of fetus and newborn	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:P77 icd11:141267925 mondo:0005313
mondo:0005383	panic disorder	skos:exactMatch	icd10:F41.0	Panic disorder [episodic paroxysmal anxiety]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:F41.0 icd11:56162827 mondo:0005383
mondo:0005393	gout	skos:exactMatch	icd10:M10	Gout	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005393 icd11:395622227 icd10:M10
mondo:0005475	migraine with aura	skos:exactMatch	icd10:G43.1	Migraine with aura [classical migraine]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G43.1 icd11:525744634 mondo:0005475
mondo:0005475	migraine with aura	skos:exactMatch	icd10:G43.3	Complicated migraine	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G43.3 icd11:525744634 mondo:0005475
mondo:0005498	botulism	skos:exactMatch	icd10:A05.1	Botulism	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A05.1 icd11:78422942 mondo:0005498
mondo:0005541	spondylolysis	skos:exactMatch	icd10:M43.0	Spondylolysis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:M43.0 icd11:790009325 mondo:0005541
mondo:0005615	plasmacytoma	skos:exactMatch	icd10:C90.3	Solitary plasmacytoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005615 icd11:1811140613 icd10:C90.3
mondo:0005638	agnosia	skos:exactMatch	icd10:R48.1	Agnosia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:R48.1 icd11:1315065296 mondo:0005638
mondo:0005648	aortic valve insufficiency	skos:exactMatch	icd10:I35.1	Aortic (valve) insufficiency	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005648 icd11:1548485475 icd10:I35.1
mondo:0005693	cauda equina syndrome	skos:exactMatch	icd10:G83.4	Cauda equina syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005693 icd11:1490265028 icd10:G83.4
mondo:0005696	central nervous system tuberculosis	skos:exactMatch	icd10:A17.9	Tuberculosis of nervous system, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005696 icd11:729372485 icd10:A17.9
mondo:0005696	central nervous system tuberculosis	skos:exactMatch	icd10:A17	Tuberculosis of nervous system	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005696 icd11:729372485 icd10:A17
mondo:0005705	clonorchiasis	skos:exactMatch	icd10:B66.1	Clonorchiasis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:B66.1 icd11:918986134 mondo:0005705
mondo:0005823	legionellosis	skos:exactMatch	icd10:A48.1	Legionnaires disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A48.1 icd11:390042715 mondo:0005823
mondo:0005832	lymphangitis	skos:exactMatch	icd10:I89.1	Lymphangitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005832 icd11:1548743622 icd10:I89.1
mondo:0005844	chalazion	skos:exactMatch	icd10:H00.1	Chalazion	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H00.1 icd11:777918741 mondo:0005844
mondo:0005870	necatoriasis	skos:exactMatch	icd10:B76.1	Necatoriasis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:B76.1 icd11:652000933 mondo:0005870
mondo:0005915	pityriasis versicolor	skos:exactMatch	icd10:B36.0	Pityriasis versicolor	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:B36.0 icd11:67108853 mondo:0005915
mondo:0005918	placenta praevia	skos:exactMatch	icd11:569806149	Maternal care related to placenta praevia or low lying placenta	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd11:569806149 icd10:O44 mondo:0005918
mondo:0005963	sparganosis	skos:exactMatch	icd10:B70.1	Sparganosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005963 icd11:22873958 icd10:B70.1
mondo:0005965	spinal stenosis	skos:exactMatch	icd10:M48.0	Spinal stenosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005965 icd11:1847895828 icd10:M48.0
mondo:0005969	st. Louis encephalitis	skos:exactMatch	icd10:A83.3	St Louis encephalitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005969 icd11:1306878274 icd10:A83.3
mondo:0005991	trench fever	skos:exactMatch	icd10:A79.0	Trench fever	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005991 icd11:1587737629 icd10:A79.0
mondo:0006004	vasomotor rhinitis	skos:exactMatch	icd10:J30.0	Vasomotor rhinitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006004 icd11:1286636442 icd10:J30.0
mondo:0006005	Venezuelan equine encephalitis	skos:exactMatch	icd10:A92.2	Venezuelan equine fever	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006005 icd11:608978790 icd10:A92.2
mondo:0006012	viral pneumonia	skos:exactMatch	icd10:J12	Viral pneumonia, not elsewhere classified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J12 icd11:1024154490 mondo:0006012
mondo:0006544	erythema infectiosum	skos:exactMatch	icd10:B08.3	Erythema infectiosum [fifth disease]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006544 icd11:352375140 icd10:B08.3
mondo:0006554	granuloma annulare	skos:exactMatch	icd10:L92.0	Granuloma annulare	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L92.0 icd11:1925637202 mondo:0006554
mondo:0006591	panniculitis	skos:exactMatch	icd10:M79.3	Panniculitis, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006591 icd11:1056888958 icd10:M79.3
mondo:0006645	alcoholic polyneuropathy	skos:exactMatch	icd10:G62.1	Alcoholic polyneuropathy	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G62.1 icd11:597341977 mondo:0006645
mondo:0006663	perinatal asphyxia	skos:exactMatch	icd10:P91.6	Hypoxic ischaemic encephalopathy of newborn	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006663 icd11:1281282034 icd10:P91.6
mondo:0006687	burning mouth syndrome	skos:exactMatch	icd10:K14.6	Glossodynia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006687 icd11:618998878 icd10:K14.6
mondo:0006692	central pontine myelinolysis	skos:exactMatch	icd10:G37.2	Central pontine myelinolysis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006692 icd11:558060012 icd10:G37.2
mondo:0006795	hypersplenism	skos:exactMatch	icd10:D73.1	Hypersplenism	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:D73.1 icd11:2093549625 mondo:0006795
mondo:0006796	hypertensive encephalopathy	skos:exactMatch	icd10:I67.4	Hypertensive encephalopathy	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006796 icd11:1934215896 icd10:I67.4
mondo:0006823	Klinefelter syndrome	skos:exactMatch	icd10:Q98.4	Klinefelter syndrome, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006823 icd11:1937385304 icd10:Q98.4
mondo:0006994	tarsal tunnel syndrome	skos:exactMatch	icd10:G57.5	Tarsal tunnel syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G57.5 icd11:854657246 mondo:0006994
mondo:0007074	ainhum	skos:exactMatch	icd10:L94.6	Ainhum	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0007074 icd11:1138885521 icd10:L94.6
mondo:0007154	arteriovenous malformations of the brain	skos:exactMatch	icd10:Q28.2	Arteriovenous malformation of cerebral vessels	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q28.2 icd11:153256729 mondo:0007154
mondo:0007338	cleft soft palate	skos:exactMatch	icd10:Q35.3	Cleft soft palate	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q35.3 icd11:797497023 mondo:0007338
mondo:0007404	Cri-du-chat syndrome	skos:exactMatch	icd10:Q93.4	Deletion of short arm of chromosome 5	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0007404 icd11:620584190 icd10:Q93.4
mondo:0007606	fibrodysplasia ossificans progressiva	skos:exactMatch	icd10:M61.1	Myositis ossificans progressiva	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:M61.1 icd11:2102976705 mondo:0007606
mondo:0007880	congenital laryngeal web	skos:exactMatch	icd10:Q31.0	Web of larynx	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0007880 icd11:1641764672 icd10:Q31.0
mondo:0007950	mastocytosis	skos:exactMatch	icd10:C96.2	Malignant mast cell tumour	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:C96.2 icd11:691643472 mondo:0007950
mondo:0007972	Meniere disease	skos:exactMatch	icd10:H81.0	Ménière disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H81.0 icd11:683932278 mondo:0007972
mondo:0008007	tooth ankylosis	skos:exactMatch	icd10:K03.5	Ankylosis of teeth	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0008007 icd11:2066427602 icd10:K03.5
mondo:0008109	ocular cicatricial pemphigoid	skos:exactMatch	icd10:H13.3	Ocular pemphigoid	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H13.3 icd11:953963439 mondo:0008109
mondo:0008504	supravalvular aortic stenosis	skos:exactMatch	icd10:Q25.3	Stenosis of aorta	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q25.3 icd11:1066595728 mondo:0008504
mondo:0008538	temporal arteritis	skos:exactMatch	icd10:M31.6	Other giant cell arteritis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:M31.6 icd11:1929970386 mondo:0008538
mondo:0008558	autoimmune thrombocytopenic purpura	skos:exactMatch	icd10:D69.3	Idiopathic thrombocytopenic purpura	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:D69.3 icd11:364346400 mondo:0008558
mondo:0008585	HELLP syndrome	skos:exactMatch	icd10:O14.2	HELLP syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:O14.2 icd11:1748922908 mondo:0008585
mondo:0008867	biliary atresia	skos:exactMatch	icd10:Q44.2	Atresia of bile ducts	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q44.2 icd11:645741117 mondo:0008867
mondo:0009044	Crigler-Najjar syndrome	skos:exactMatch	icd10:E80.5	Crigler-Najjar syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0009044 icd11:291439191 icd10:E80.5
mondo:0009050	Cushing disease due to pituitary adenoma	skos:exactMatch	icd10:E24.0	Pituitary-dependent Cushing disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:E24.0 icd11:380861892 mondo:0009050
